"Sheppardia poensis [kungwensis Group]","['Sheppardia bocagei subsp. kaboboensis (Prigogine, 1955)','Sheppardia bocagei subsp. schoutedeni (Prigogine, 1952)','Sheppardia bocagei subsp. kungwensis (Moreau, 1941)']"
"Tarsiger albocoeruleus",""
"Tarsiger formosanus","Tarsiger indicus subsp. formosanus Hartert, 1910"
"Monticola cinclorhyncha","Monticola cinclorhynchus (Vigors, 1832)"
"Myrmecocichla arnotti collaris",""
"Oenanthe heuglinii","Oenanthe heuglini (Finsch & Hartlaub, 1870)"
"Oenanthe albifrons","Oenanthe albifrons (Rüppell, 1837)"
"Oenanthe dubia","Oenanthe dubia (Blundell & Lovat, 1899)"
"Pachyglossa olivacea","Prionochilus olivaceus Tweeddale, 1877"
"Pachyglossa agilis","Dicaeum agile (Tickell, 1833)"
"Pachyglossa agilis agilis/zeylonica","['Dicaeum agile subsp. agile (Tickell, 1833)', 'Dicaeum agile subsp. zeylonicum (Whistler, 1944)']"
Dicaeum agile subsp. obsoletum (S.Muller, 1843)"Pachyglossa agilis [obsoleta Group]","['Dicaeum agile subsp. modestum (Hume, 1875)', 'Dicaeum agile subsp. pallescens (Riley, 1935)', ''Dicaeum agile subsp. atjehense Delacour, 1946', 'Dicaeum agile subsp. finschi (M.E.G.Bartels, 1914)', 'Dicaeum agile subsp. tinctum (Mayr, 1944)']"
"Pachyglossa agilis [aeruginosa Group]","['Dicaeum agile subsp. striatissimum', 'Dicaeum agile subsp. aeruginosum', 'Dicaeum agile subsp. affine']"
"Pachyglossa everetti","Dicaeum everetti (Sharpe, 1877)"
"Pachyglossa propria","Dicaeum proprium Ripley & Rabor, 1966"
"Pachyglossa chrysorrhea","Dicaeum chrysorrheum Temminck, 1829"
"Pachyglossa melanozantha","Dicaeum melanozanthum (Blyth, 1843)"
"Pachyglossa vincens","Dicaeum vincens (P.L.Sclater, 1872)"
"Dicaeum rhodopygiale","Dicaeum sanguinolentum subsp. rhodopygiale Rensch, 1928"
"Leptocoma aspasia [aspasia Group]","['Leptocoma aspasia aspasia', None, 'Leptocoma aspasia mariae (Ripley, 1959)', 'Leptocoma aspasia cochrani (Stresemann & Paludan, 1932)', 'Leptocoma aspasia maforensis (A.B.Meyer, 1874)', None, 'Leptocoma aspasia mysorensis (A.B.Meyer, 1874)', 'Leptocoma aspasia nigriscapularis (Salvadori, 1876)', 'Leptocoma aspasia veronica (Mees, 1965)', 'Leptocoma aspasia cornelia (Salvadori, 1878)', 'Leptocoma aspasia christianae (Tristram, 1889)']"
"Cinnyris ludovicensis whytei/skye","['Cinnyris whytei subsp. whytei', 'Cinnyris whytei subsp. whytei']"
"Cinnyris ornatus",""
"Cinnyris ornatus [ornatus Group]","['Cinnyris jugularis subsp. andamanicus (Hume, 1873)', 'Cinnyris jugularis subsp. klossi (Richmond, 1902)', 'Cinnyris jugularis subsp. proselius Oberholser, 1923', 'Cinnyris jugularis subsp. flammaxillaris (Blyth, 1845)', 'Cinnyris jugularis subsp. ornatus Lesson, 1827', 'Cinnyris jugularis subsp. polyclystus Oberholser, 1912']"
"Cinnyris ornatus rhizophorae","Cinnyris jugularis subsp. rhizophorae (Swinhoe, 1869)"
"Cinnyris infrenatus","Cinnyris jugularis subsp. infrenatus Hartert, 1903"
"Cinnyris frenatus","Cinnyris jugularis subsp. frenatus (S.Muller, 1843)"
"Cinnyris aurora","Cinnyris jugularis subsp. aurora (Tweeddale, 1878)"
"Cinnyris clementiae","Cinnyris jugularis subsp. clementiae Lesson, 1827"
"Cinnyris teysmanni","Cinnyris jugularis subsp. teysmanni Büttikofer, 1893"
"Aethopyga pulcherrima jefferyi","Aethopyga jefferyi (Ogilvie-Grant, 1894)"
"Aethopyga pulcherrima decorosa","Aethopyga decorosa (McGregor, 1907)"
"Aethopyga pulcherrima pulcherrima","Aethopyga pulcherrima Sharpe, 1876"
"Emblema ruficauda","Bathilda ruficauda (Gould, 1837)"
"Emblema modesta","Neochmia modesta (Gould, 1837)"
"Erythrura cyaneovirens [regia Group]","['Erythrura regia (P.L.Sclater, 1881)', 'Erythrura regia subsp. efatensis Mayr, 1931', 'Erythrura regia subsp. efatensis Mayr, 1931']"
"Prunella ocularis ocularis",""
"Anthus cinnamomeus [cinnamomeus Group]","['Anthus cinnamomeus subsp. lynesi Bannerman & Bates, 1926', 'Anthus cinnamomeus subsp. stabilis Clancey, 1986', 'Anthus cinnamomeus subsp. cinnamomeus Rüppell, 1840', 'Anthus cinnamomeus subsp. annae Meinertzhagen, 1921', 'Anthus cinnamomeus subsp. itombwensis Prigogine, 1982', 'Anthus cinnamomeus subsp. lacuum Meinertzhagen, 1920', 'Anthus cinnamomeus subsp. lichenya Vincent, 1933', 'Anthus cinnamomeus subsp. spurius Clancey, 1951', 'Anthus cinnamomeus subsp. bocagii Nicholson, 1884', 'Anthus cinnamomeus subsp. rufuloides Roberts, 1936']"
"Anthus japonicus","Anthus rubescens subsp. japonicus Temminck & Schlegel, 1847"
"Chloris chloris","Chloris chloris (Linnaeus, 1758)"
"Chloris sinica","Chloris sinica (Linnaeus, 1766)"
"Chloris sinica [sinica Group]","['Chloris sinica subsp. sinica', 'Chloris sinica subsp. chabarowi', 'Chloris sinica subsp. ussuriensis Hartert, 1903','Chloris sinica subsp. kawarahiba (Temminck, 1836)', 'Chloris sinica subsp. minor (Temminck & Schlegel, 1848)']"
"Agelasticus cyanopus atroolivaceus/unicolor","['Agelasticus cyanopus subsp. atroolivaceus (Wied-Neuwied, 1831)','Agelasticus cyanopus subsp. xenicus (Parkes, 1966)']"
"Geothlypis semiflava chiriquensis","Geothlypis chiriquensis Salvin, 1872"
"Driophlox fuscicauda","Habia fuscicauda (Cabanis, 1861)"
"Driophlox fuscicauda [salvini Group]","['Habia fuscicauda subsp. salvini (von Berlepsch, 1883)', 'Habia fuscicauda subsp. insularis (Salvin, 1888)','Habia fuscicauda subsp. discolor (Ridgway, 1901)']"
"Driophlox fuscicauda [fuscicauda Group]","['Habia fuscicauda subsp. fuscicauda (Cabanis, 1861)', 'Habia fuscicauda subsp. willisi Parkes, 1969','Habia fuscicauda subsp. erythrolaema (P.L.Sclater, 1862)']"
"Driophlox gutturalis","Habia gutturalis (P.L.Sclater, 1854)"
"Driophlox atrimaxillaris","Habia atrimaxillaris (Dwight & Griscom, 1924)"
"Driophlox cristata","Habia cristata (Lawrence, 1875)"
"Ramphocelus bresilius","Ramphocelus bresilia (Linnaeus, 1766)"
"Sicalis uropygialis","Sicalis uropigyalis (d'Orbigny & Lafresnaye, 1837)"
