cell_id,Chroicocephalus novaehollandiae,Chroicocephalus novaehollandiae novaehollandiae/forsteri,Chroicocephalus novaehollandiae scopulinus
84bee17ffffffff,2.0,2.0,0.0
84bee29ffffffff,4.0,4.0,0.0
84bee51ffffffff,14.0,9.0,0.0
84bee61ffffffff,11.0,6.0,0.0
84bee69ffffffff,4.0,2.0,0.0
84bee6bffffffff,12.0,3.0,0.0
84beea9ffffffff,1.0,0.0,0.0
84beeabffffffff,1.0,0.0,0.0
84beec3ffffffff,9.0,2.0,0.0
84bef01ffffffff,9.0,2.0,0.0
84bef07ffffffff,174.0,100.0,0.0
84bef09ffffffff,2.0,2.0,0.0
84bef21ffffffff,4.0,3.0,0.0
84bef23ffffffff,9.0,2.0,0.0
84bef25ffffffff,29.0,2.0,0.0
84bef2dffffffff,79.0,57.0,0.0
84bef51ffffffff,16.0,3.0,0.0
84bef55ffffffff,2.0,0.0,0.0
84bef5dffffffff,14.0,10.0,0.0
84bef63ffffffff,16.0,3.0,0.0
84bef67ffffffff,1.0,1.0,0.0
84bf483ffffffff,2.0,0.0,0.0
84bf485ffffffff,267.0,107.0,0.0
84bf487ffffffff,71.0,19.0,0.0
84bf489ffffffff,103.0,65.0,0.0
84bf48bffffffff,4.0,0.0,0.0
84bf48dffffffff,18.0,7.0,0.0
84bf491ffffffff,8.0,0.0,0.0
84bf493ffffffff,15.0,7.0,0.0
84bf497ffffffff,5.0,3.0,0.0
84bf499ffffffff,2.0,2.0,0.0
84bf49bffffffff,81.0,43.0,0.0
84bf4a1ffffffff,16.0,5.0,0.0
84bf4a5ffffffff,2.0,2.0,0.0
84bf4a9ffffffff,6.0,1.0,0.0
84bf4abffffffff,69.0,13.0,0.0
84bf4adffffffff,51.0,30.0,0.0
84bf4b1ffffffff,599.0,43.0,0.0
84bf4b3ffffffff,276.0,75.0,0.0
84bf4b9ffffffff,519.0,131.0,0.0
84bf4bbffffffff,185.0,25.0,0.0
84bf4bdffffffff,139.0,28.0,0.0
84bf4c1ffffffff,278.0,145.0,0.0
84bf4c3ffffffff,481.0,226.0,0.0
84bf4c5ffffffff,76.0,20.0,0.0
84bf4c7ffffffff,7.0,6.0,0.0
84bf4c9ffffffff,1626.0,1061.0,0.0
84bf4cbffffffff,1062.0,663.0,0.0
84bf4d1ffffffff,3.0,1.0,0.0
84bf4ddffffffff,629.0,229.0,0.0
84bf4e1ffffffff,46.0,23.0,0.0
84bf4e7ffffffff,255.0,118.0,0.0
84bf4ebffffffff,157.0,83.0,0.0
84bf591ffffffff,8.0,2.0,0.0
84bf599ffffffff,33.0,12.0,0.0
84bf59bffffffff,10.0,8.0,0.0
84bf5a5ffffffff,3.0,3.0,0.0
84bf5b1ffffffff,12.0,0.0,0.0
84bf6b3ffffffff,63.0,33.0,0.0
84bf6b5ffffffff,28.0,20.0,0.0
84bf6b7ffffffff,1069.0,574.0,0.0
84bf6bbffffffff,11.0,11.0,0.0
84c9805ffffffff,66.0,36.0,0.0
84c9821ffffffff,18.0,16.0,0.0
84c9823ffffffff,4.0,2.0,0.0
84c982bffffffff,7.0,5.0,0.0
84c982dffffffff,5.0,5.0,0.0
84c9837ffffffff,9.0,0.0,0.0
84c983dffffffff,49.0,40.0,0.0
84c9845ffffffff,10.0,8.0,0.0
84c9863ffffffff,154.0,90.0,0.0
84c9865ffffffff,2.0,2.0,0.0
84c9867ffffffff,2.0,2.0,0.0
84c9869ffffffff,386.0,267.0,0.0
84c986bffffffff,153.0,101.0,0.0
84c986dffffffff,17.0,16.0,0.0
84c9909ffffffff,63.0,45.0,0.0
84c9917ffffffff,195.0,101.0,0.0
84c9925ffffffff,54.0,25.0,0.0
84c9927ffffffff,1.0,0.0,0.0
84c9931ffffffff,816.0,383.0,0.0
84c9935ffffffff,367.0,190.0,0.0
84c993bffffffff,35.0,8.0,0.0
84c9957ffffffff,12.0,8.0,0.0
84c9959ffffffff,7.0,5.0,0.0
84c995dffffffff,11.0,2.0,0.0
84c996bffffffff,2.0,2.0,0.0
84c99c1ffffffff,264.0,164.0,0.0
84c99c7ffffffff,58.0,24.0,0.0
84c99c9ffffffff,2.0,0.0,0.0
84c99e9ffffffff,123.0,63.0,0.0
84c99ebffffffff,192.0,100.0,0.0
84c9b03ffffffff,286.0,152.0,0.0
84c9b05ffffffff,8.0,5.0,0.0
84c9b07ffffffff,6.0,5.0,0.0
84c9b15ffffffff,2.0,2.0,0.0
84c9b17ffffffff,415.0,278.0,0.0
84c9b39ffffffff,6.0,4.0,0.0
84c9b3bffffffff,2.0,2.0,0.0
84c9b63ffffffff,26.0,17.0,0.0
84d44d9ffffffff,40.0,0.0,24.0
84d44dbffffffff,149.0,0.0,108.0
84d46b3ffffffff,106.0,0.0,74.0
84d8925ffffffff,125.0,91.0,0.0
84d892dffffffff,23.0,19.0,0.0
84d8961ffffffff,90.0,54.0,0.0
84d8965ffffffff,211.0,100.0,0.0
84d8969ffffffff,4.0,4.0,0.0
84d896dffffffff,6.0,0.0,0.0
84d8b65ffffffff,69.0,32.0,0.0
84da00dffffffff,73.0,0.0,47.0
84da189ffffffff,122.0,0.0,82.0
84da1abffffffff,1.0,0.0,1.0
84da1d5ffffffff,15.0,0.0,11.0
84da805ffffffff,2.0,0.0,0.0
84da811ffffffff,2.0,0.0,2.0
84da813ffffffff,13.0,0.0,7.0
84da827ffffffff,5.0,0.0,3.0
84da835ffffffff,6.0,0.0,2.0
84da837ffffffff,5.0,0.0,3.0
84da841ffffffff,117.0,0.0,50.0
84da843ffffffff,1783.0,0.0,1048.0
84da845ffffffff,9.0,0.0,0.0
84da847ffffffff,438.0,0.0,188.0
84da84bffffffff,11.0,0.0,11.0
84da851ffffffff,80.0,0.0,53.0
84da855ffffffff,2.0,0.0,2.0
84da859ffffffff,138.0,0.0,94.0
84da85bffffffff,123.0,0.0,89.0
84da85dffffffff,69.0,0.0,48.0
84da861ffffffff,25.0,0.0,8.0
84da865ffffffff,56.0,0.0,26.0
84da867ffffffff,129.0,0.0,37.0
84da86bffffffff,256.0,0.0,192.0
84da8c3ffffffff,31.0,0.0,15.0
84da8c5ffffffff,11.0,0.0,9.0
84da8c7ffffffff,223.0,0.0,156.0
84da8c9ffffffff,20.0,0.0,20.0
84da8cdffffffff,5.0,0.0,5.0
84da8e1ffffffff,14.0,0.0,14.0
84da8e3ffffffff,11.0,0.0,11.0
84da8e5ffffffff,12.0,0.0,8.0
84da8ebffffffff,117.0,0.0,96.0
84da8edffffffff,95.0,0.0,66.0
84da903ffffffff,41.0,0.0,23.0
84da907ffffffff,108.0,0.0,58.0
84da919ffffffff,1.0,0.0,0.0
84da91bffffffff,23.0,0.0,18.0
84da91dffffffff,56.0,0.0,39.0
84da921ffffffff,18.0,0.0,12.0
84da925ffffffff,10.0,0.0,6.0
84da929ffffffff,7.0,0.0,3.0
84da92bffffffff,101.0,0.0,81.0
84da93dffffffff,14.0,0.0,14.0
84da941ffffffff,20.0,0.0,16.0
84da949ffffffff,2.0,0.0,2.0
84da94bffffffff,630.0,0.0,414.0
84da94dffffffff,24.0,0.0,18.0
84da959ffffffff,7.0,0.0,7.0
84da963ffffffff,2.0,0.0,2.0
84da965ffffffff,219.0,0.0,94.0
84da9c9ffffffff,62.0,0.0,46.0
84daa85ffffffff,1.0,0.0,1.0
84daa87ffffffff,6.0,0.0,4.0
84daa91ffffffff,76.0,0.0,22.0
84daa95ffffffff,2.0,0.0,0.0
84daaa1ffffffff,616.0,0.0,394.0
84daaa3ffffffff,46.0,0.0,8.0
84daaa5ffffffff,171.0,0.0,92.0
84daaa7ffffffff,197.0,0.0,116.0
84daaa9ffffffff,86.0,0.0,56.0
84daaabffffffff,1149.0,0.0,755.0
84daaadffffffff,119.0,0.0,67.0
84daabdffffffff,7.0,0.0,0.0
84dab31ffffffff,4.0,0.0,4.0
84dab35ffffffff,157.0,0.0,102.0
84dab37ffffffff,240.0,0.0,176.0
