cell_id,Euphonia laniirostris,Euphonia laniirostris melanura/crassirostris,Euphonia laniirostris [laniirostris Group]
848f437ffffffff,2.0,0.0,0.0
848f439ffffffff,25.0,0.0,0.0
848f43dffffffff,1.0,0.0,0.0
848f44bffffffff,7.0,0.0,0.0
848f455ffffffff,4.0,0.0,0.0
848f461ffffffff,131.0,6.0,0.0
848f463ffffffff,250.0,13.0,0.0
848f465ffffffff,35.0,2.0,0.0
848f467ffffffff,1.0,0.0,0.0
848f46bffffffff,4.0,0.0,0.0
848f46dffffffff,1.0,0.0,0.0
848f483ffffffff,2.0,0.0,0.0
848f4a1ffffffff,4.0,0.0,0.0
848f4a5ffffffff,36.0,0.0,0.0
848f4a7ffffffff,13.0,0.0,0.0
848f4abffffffff,3.0,0.0,0.0
848f4adffffffff,27.0,0.0,0.0
848f4b3ffffffff,12.0,0.0,0.0
848f4b5ffffffff,2.0,0.0,0.0
848f4c1ffffffff,2.0,0.0,0.0
848f4c7ffffffff,23.0,0.0,0.0
848f4e7ffffffff,1.0,0.0,0.0
848f501ffffffff,21.0,0.0,0.0
848f503ffffffff,1.0,0.0,0.0
848f505ffffffff,3.0,0.0,0.0
848f509ffffffff,56.0,0.0,0.0
848f50bffffffff,9.0,0.0,0.0
848f50dffffffff,145.0,0.0,0.0
848f545ffffffff,40.0,0.0,0.0
848f547ffffffff,36.0,0.0,0.0
848f549ffffffff,2.0,0.0,0.0
848f54bffffffff,13.0,0.0,0.0
848f54dffffffff,59.0,0.0,0.0
848f559ffffffff,3.0,0.0,0.0
848f56bffffffff,3.0,0.0,0.0
848f5d3ffffffff,40.0,0.0,0.0
848f5ddffffffff,8.0,0.0,0.0
848f611ffffffff,3.0,0.0,0.0
848f613ffffffff,33.0,0.0,0.0
848f61bffffffff,20.0,0.0,0.0
848f6b5ffffffff,1.0,0.0,0.0
848f6e9ffffffff,3.0,0.0,0.0
848f705ffffffff,22.0,1.0,0.0
848f70dffffffff,13.0,0.0,0.0
848f721ffffffff,11.0,2.0,0.0
848f725ffffffff,6.0,0.0,1.0
848f729ffffffff,535.0,56.0,0.0
848f72bffffffff,153.0,15.0,2.0
848f72dffffffff,5.0,0.0,0.0
848f731ffffffff,5.0,0.0,0.0
848f733ffffffff,26.0,0.0,0.0
848f737ffffffff,6.0,0.0,0.0
848f73dffffffff,1.0,0.0,0.0
848f745ffffffff,14.0,0.0,0.0
848f74bffffffff,5.0,0.0,0.0
848f74dffffffff,36.0,3.0,0.0
848f763ffffffff,43.0,0.0,0.0
848f765ffffffff,62.0,0.0,6.0
848f767ffffffff,1.0,0.0,0.0
848f76bffffffff,29.0,0.0,0.0
84a84d9ffffffff,3.0,0.0,0.0
84a84e7ffffffff,1.0,0.0,0.0
84a8527ffffffff,3.0,0.0,0.0
84a8591ffffffff,18.0,0.0,0.0
84a8599ffffffff,3.0,0.0,0.0
84a85b3ffffffff,3.0,0.0,0.0
84a85d3ffffffff,46.0,0.0,0.0
84a85e3ffffffff,2.0,0.0,0.0
84a8ec9ffffffff,10.0,0.0,0.0
84a8ee9ffffffff,2.0,0.0,0.0
84b3253ffffffff,7.0,0.0,0.0
