cell_id,Megascops kennicottii,Megascops kennicottii [kennicottii Group],Megascops kennicottii vinaceus,Megascops kennicottii suttoni
8448c11ffffffff,66.0,0.0,0.0,0.0
8448c13ffffffff,4.0,0.0,0.0,0.0
8448c19ffffffff,6.0,0.0,0.0,0.0
8448c1bffffffff,6.0,0.0,0.0,0.0
8448c1dffffffff,23.0,0.0,0.0,0.0
8448c2dffffffff,4.0,0.0,0.0,0.0
8448c31ffffffff,2.0,0.0,0.0,0.0
8448c33ffffffff,2.0,0.0,0.0,0.0
8448c35ffffffff,155.0,0.0,0.0,0.0
8448c39ffffffff,2.0,0.0,0.0,0.0
8448c3dffffffff,9.0,0.0,0.0,0.0
8448c47ffffffff,2.0,0.0,0.0,0.0
8448c51ffffffff,3.0,0.0,0.0,0.0
8448c53ffffffff,3.0,0.0,0.0,0.0
8448c57ffffffff,5.0,0.0,0.0,0.0
8448c59ffffffff,1001.0,0.0,0.0,0.0
8448c5bffffffff,54.0,0.0,0.0,0.0
8448c5dffffffff,11.0,0.0,0.0,0.0
8448c63ffffffff,4.0,0.0,0.0,0.0
8448c67ffffffff,2.0,0.0,0.0,0.0
8448c99ffffffff,14.0,0.0,0.0,0.0
8448cadffffffff,2.0,0.0,0.0,0.0
8448cc1ffffffff,2.0,0.0,0.0,0.0
8448cc3ffffffff,2.0,0.0,0.0,0.0
8448cc7ffffffff,3.0,0.0,0.0,0.0
8448cc9ffffffff,4.0,0.0,0.0,0.0
8448ccbffffffff,2.0,0.0,0.0,0.0
8448cd3ffffffff,27.0,0.0,0.0,0.0
8448cd9ffffffff,2.0,0.0,0.0,0.0
8448cdbffffffff,33.0,0.0,0.0,0.0
8448ce7ffffffff,2.0,0.0,0.0,0.0
8448cebffffffff,2.0,0.0,0.0,0.0
8448cedffffffff,1.0,0.0,0.0,0.0
8448d11ffffffff,1.0,0.0,0.0,0.0
8448d19ffffffff,2.0,0.0,0.0,0.0
8448d1bffffffff,4.0,0.0,0.0,0.0
8448d33ffffffff,3.0,0.0,0.0,0.0
8448d43ffffffff,33.0,0.0,0.0,0.0
8448d4bffffffff,7.0,0.0,0.0,0.0
8448d53ffffffff,2.0,0.0,0.0,0.0
8448d5dffffffff,2.0,0.0,0.0,0.0
8448d81ffffffff,204.0,0.0,0.0,0.0
8448d83ffffffff,7.0,0.0,0.0,0.0
8448d85ffffffff,35.0,0.0,0.0,0.0
8448d87ffffffff,49.0,0.0,0.0,0.0
8448d89ffffffff,762.0,0.0,0.0,0.0
8448d8bffffffff,30.0,0.0,0.0,0.0
8448da1ffffffff,2.0,0.0,0.0,0.0
8448da3ffffffff,6.0,0.0,0.0,0.0
8448da5ffffffff,4.0,0.0,0.0,0.0
8448da9ffffffff,5.0,0.0,0.0,0.0
8448dabffffffff,2.0,0.0,0.0,0.0
8448db5ffffffff,2.0,0.0,0.0,0.0
8448db9ffffffff,2.0,0.0,0.0,0.0
8448dbdffffffff,1.0,0.0,0.0,0.0
8448dd5ffffffff,30.0,0.0,0.0,0.0
8448dd9ffffffff,2.0,0.0,0.0,0.0
8448ddbffffffff,3.0,0.0,0.0,0.0
8448de5ffffffff,9.0,0.0,0.0,0.0
8448e07ffffffff,2.0,0.0,0.0,0.0
8448e09ffffffff,2.0,0.0,0.0,0.0
8448e11ffffffff,1.0,0.0,0.0,0.0
8448e13ffffffff,20.0,0.0,0.0,0.0
8448e19ffffffff,8.0,0.0,0.0,0.0
8448e1bffffffff,3.0,0.0,0.0,0.0
8448e33ffffffff,20.0,0.0,0.0,0.0
8448e37ffffffff,105.0,0.0,0.0,0.0
8448e45ffffffff,2.0,0.0,0.0,0.0
8448e49ffffffff,2.0,0.0,0.0,0.0
8448e4bffffffff,6.0,0.0,0.0,0.0
8448e55ffffffff,16.0,0.0,0.0,0.0
8448e57ffffffff,5.0,0.0,0.0,0.0
8448e5bffffffff,6.0,0.0,0.0,0.0
8448e5dffffffff,1.0,0.0,0.0,0.0
8448e81ffffffff,79.0,0.0,0.0,0.0
8448e83ffffffff,3.0,0.0,0.0,0.0
8448e85ffffffff,522.0,0.0,0.0,0.0
8448e87ffffffff,14.0,0.0,0.0,0.0
8448e89ffffffff,155.0,0.0,0.0,0.0
8448e8dffffffff,708.0,0.0,0.0,0.0
8448e93ffffffff,18.0,0.0,0.0,0.0
8448e95ffffffff,5.0,0.0,0.0,0.0
8448e97ffffffff,40.0,0.0,0.0,0.0
8448e99ffffffff,2.0,0.0,0.0,0.0
8448e9dffffffff,3.0,0.0,0.0,0.0
8448ea1ffffffff,10.0,0.0,0.0,0.0
8448ea3ffffffff,7.0,0.0,0.0,0.0
8448ea5ffffffff,4.0,0.0,0.0,0.0
8448ea7ffffffff,4.0,0.0,0.0,0.0
8448ea9ffffffff,22.0,0.0,0.0,0.0
8448eabffffffff,73.0,0.0,0.0,0.0
8448eadffffffff,25.0,0.0,0.0,0.0
8448eb1ffffffff,30.0,0.0,0.0,0.0
8448eb3ffffffff,333.0,0.0,0.0,0.0
8448eb5ffffffff,19.0,0.0,0.0,0.0
8448eb7ffffffff,17.0,0.0,0.0,0.0
8448eb9ffffffff,4.0,0.0,0.0,0.0
8448ebbffffffff,229.0,0.0,0.0,0.0
8448ebdffffffff,41.0,0.0,0.0,0.0
8448ec3ffffffff,1.0,0.0,0.0,0.0
8448ec5ffffffff,8.0,0.0,0.0,0.0
8448ec7ffffffff,623.0,0.0,0.0,0.0
8448ed3ffffffff,46.0,0.0,0.0,0.0
8448ee1ffffffff,1154.0,0.0,0.0,0.0
8448ee3ffffffff,135.0,0.0,0.0,0.0
8448ee5ffffffff,20.0,0.0,0.0,0.0
8448ee7ffffffff,12.0,0.0,0.0,0.0
8448ee9ffffffff,101.0,0.0,0.0,0.0
8448eebffffffff,554.0,0.0,0.0,0.0
8448eedffffffff,2.0,0.0,0.0,0.0
8448f21ffffffff,405.0,0.0,0.0,0.0
8448f25ffffffff,80.0,0.0,0.0,0.0
8448f29ffffffff,3.0,0.0,0.0,0.0
8448f2bffffffff,5.0,0.0,0.0,0.0
8448f2dffffffff,16.0,0.0,0.0,0.0
8448f3bffffffff,2.0,0.0,0.0,0.0
8448f61ffffffff,9.0,0.0,0.0,0.0
8448f63ffffffff,8.0,0.0,0.0,0.0
8448f65ffffffff,5.0,0.0,0.0,0.0
8448f67ffffffff,12.0,0.0,0.0,0.0
844983bffffffff,5.0,0.0,0.0,0.0
8449865ffffffff,26.0,0.0,0.0,0.0
844988dffffffff,6.0,0.0,0.0,0.0
8449893ffffffff,2.0,0.0,0.0,0.0
84498c1ffffffff,2.0,0.0,0.0,0.0
84498e3ffffffff,4.0,0.0,0.0,0.0
8449953ffffffff,8.0,0.0,0.0,0.0
8449959ffffffff,15.0,0.0,0.0,1.0
844995bffffffff,77.0,0.0,0.0,26.0
844995dffffffff,6.0,0.0,0.0,0.0
84499c1ffffffff,2.0,0.0,0.0,0.0
8449aa3ffffffff,2.0,0.0,0.0,0.0
8449ab1ffffffff,6.0,0.0,0.0,0.0
8449ab9ffffffff,1.0,0.0,0.0,0.0
