cell_id,Nesotriccus murinus,Nesotriccus murinus incomtus/eremonomus,Nesotriccus murinus murinus/wagae
84a81bbffffffff,2.0,0.0,2.0
84a81c3ffffffff,9.0,0.0,9.0
84a81c7ffffffff,9.0,0.0,9.0
84a81cdffffffff,22.0,0.0,21.0
84a81e1ffffffff,9.0,0.0,9.0
84a81e3ffffffff,7.0,0.0,7.0
84a81e7ffffffff,9.0,0.0,9.0
84a81e9ffffffff,18.0,0.0,18.0
84a81ebffffffff,7.0,0.0,7.0
84a81edffffffff,28.0,0.0,28.0
84a8291ffffffff,4.0,0.0,4.0
84a8403ffffffff,1.0,0.0,1.0
84a840dffffffff,15.0,0.0,15.0
84a8413ffffffff,2.0,0.0,2.0
84a844dffffffff,4.0,0.0,4.0
84a8453ffffffff,2.0,0.0,2.0
84a845bffffffff,3.0,0.0,3.0
84a8463ffffffff,31.0,0.0,31.0
84a84e1ffffffff,3.0,0.0,3.0
84a84e7ffffffff,2.0,0.0,2.0
84a8501ffffffff,4.0,0.0,4.0
84a856dffffffff,2.0,0.0,2.0
84a8591ffffffff,92.0,0.0,92.0
84a8597ffffffff,2.0,0.0,2.0
84a8599ffffffff,31.0,0.0,31.0
84a859bffffffff,6.0,0.0,6.0
84a85b7ffffffff,11.0,0.0,11.0
84a85b9ffffffff,2.0,0.0,2.0
84a85d3ffffffff,29.0,0.0,29.0
84a8605ffffffff,5.0,0.0,5.0
84a8607ffffffff,5.0,0.0,5.0
84a860dffffffff,2.0,0.0,2.0
84a8639ffffffff,3.0,0.0,3.0
84a865bffffffff,1.0,0.0,1.0
84a8701ffffffff,2.0,0.0,2.0
84a8737ffffffff,1.0,0.0,1.0
84a876dffffffff,1.0,0.0,1.0
84a8807ffffffff,2.0,0.0,2.0
84a880dffffffff,2.0,0.0,2.0
84a8811ffffffff,24.0,0.0,24.0
84a8813ffffffff,1.0,0.0,1.0
84a8817ffffffff,3.0,0.0,3.0
84a8819ffffffff,12.0,0.0,12.0
84a881bffffffff,61.0,0.0,61.0
84a8821ffffffff,1.0,0.0,1.0
84a883bffffffff,3.0,0.0,3.0
84a8849ffffffff,1.0,0.0,1.0
84a8853ffffffff,4.0,0.0,4.0
84a8857ffffffff,21.0,0.0,21.0
84a8863ffffffff,5.0,0.0,5.0
84a8889ffffffff,3.0,0.0,3.0
84a8895ffffffff,7.0,0.0,7.0
84a88a3ffffffff,5.0,0.0,5.0
84a88a9ffffffff,16.0,0.0,16.0
84a88bbffffffff,19.0,0.0,19.0
84a88c1ffffffff,10.0,0.0,10.0
84a88c3ffffffff,19.0,0.0,19.0
84a88c9ffffffff,1.0,0.0,1.0
84a88d5ffffffff,11.0,0.0,11.0
84a88ddffffffff,83.0,0.0,83.0
84a88e3ffffffff,2.0,0.0,2.0
84a88e9ffffffff,118.0,0.0,118.0
84a88ebffffffff,18.0,0.0,18.0
84a89b3ffffffff,5.0,0.0,5.0
84a89e1ffffffff,2.0,0.0,2.0
84a89e3ffffffff,2.0,0.0,2.0
84a8a13ffffffff,2.0,0.0,2.0
84a8a21ffffffff,18.0,0.0,18.0
84a8a23ffffffff,15.0,0.0,15.0
84a8a2bffffffff,9.0,0.0,9.0
84a8a31ffffffff,4.0,0.0,4.0
84a8a35ffffffff,2.0,0.0,2.0
84a8a53ffffffff,4.0,0.0,4.0
84a8a91ffffffff,4.0,0.0,4.0
84a8a93ffffffff,4.0,0.0,4.0
84a8a97ffffffff,1.0,0.0,1.0
84a8aa5ffffffff,4.0,0.0,4.0
84a8aa7ffffffff,2.0,0.0,2.0
84a8aadffffffff,2.0,0.0,2.0
84a8ad3ffffffff,2.0,0.0,2.0
84a8ae3ffffffff,2.0,0.0,2.0
84a8c03ffffffff,4.0,0.0,4.0
84a8c05ffffffff,14.0,0.0,14.0
84a8c07ffffffff,2.0,0.0,2.0
84a8c09ffffffff,3.0,0.0,3.0
84a8c0dffffffff,2.0,0.0,2.0
84a8c15ffffffff,1.0,0.0,1.0
84a8c1dffffffff,2.0,0.0,2.0
84a8c23ffffffff,2.0,0.0,2.0
84a8c25ffffffff,4.0,0.0,4.0
84a8c43ffffffff,2.0,0.0,2.0
84a8c47ffffffff,7.0,0.0,7.0
84a8c63ffffffff,1.0,0.0,1.0
84a8cd1ffffffff,2.0,0.0,2.0
84a8cebffffffff,1.0,0.0,1.0
84a8d05ffffffff,1.0,0.0,1.0
84a8d11ffffffff,2.0,0.0,2.0
84a8d19ffffffff,17.0,0.0,17.0
84a8d1bffffffff,9.0,0.0,9.0
84a8d35ffffffff,1.0,0.0,1.0
84a8d43ffffffff,24.0,0.0,24.0
84a8d53ffffffff,1.0,0.0,1.0
84a8d69ffffffff,4.0,0.0,4.0
84a8da9ffffffff,5.0,0.0,5.0
84a8dd7ffffffff,2.0,0.0,2.0
84a8de1ffffffff,3.0,0.0,3.0
84a8de3ffffffff,5.0,0.0,5.0
84a8e65ffffffff,2.0,0.0,2.0
84a8ec9ffffffff,3.0,0.0,3.0
84a8f05ffffffff,1.0,0.0,1.0
84a8f2bffffffff,2.0,0.0,2.0
84a8f4dffffffff,2.0,0.0,2.0
84a8f57ffffffff,2.0,0.0,2.0
84a8f63ffffffff,2.0,0.0,2.0
84a9411ffffffff,2.0,0.0,2.0
84a9413ffffffff,5.0,0.0,5.0
84a941bffffffff,15.0,0.0,15.0
84a9429ffffffff,6.0,0.0,6.0
84a9445ffffffff,3.0,0.0,3.0
84a9447ffffffff,6.0,0.0,6.0
84a9453ffffffff,6.0,0.0,6.0
84a945bffffffff,2.0,0.0,2.0
84a94c5ffffffff,4.0,0.0,4.0
84a94c7ffffffff,2.0,0.0,2.0
84a94d5ffffffff,4.0,0.0,4.0
84a94e5ffffffff,3.0,0.0,3.0
84a94edffffffff,8.0,0.0,8.0
84a953bffffffff,6.0,0.0,6.0
84a95a5ffffffff,5.0,0.0,5.0
84a95d9ffffffff,2.0,0.0,2.0
84a95dbffffffff,4.0,0.0,4.0
84a95edffffffff,25.0,0.0,25.0
84a9685ffffffff,20.0,0.0,20.0
84a9687ffffffff,2.0,0.0,2.0
84a96a5ffffffff,3.0,0.0,3.0
84a96a7ffffffff,3.0,0.0,3.0
84a96a9ffffffff,6.0,0.0,6.0
84a96adffffffff,10.0,0.0,10.0
84a96b5ffffffff,4.0,0.0,4.0
84a96c5ffffffff,11.0,0.0,11.0
84a96e7ffffffff,16.0,0.0,16.0
84a96e9ffffffff,16.0,0.0,16.0
84a973bffffffff,2.0,0.0,2.0
84b2709ffffffff,2.0,0.0,2.0
84b3435ffffffff,4.0,0.0,4.0
84b3445ffffffff,1.0,0.0,1.0
84b34dbffffffff,2.0,0.0,2.0
84b3585ffffffff,3.0,0.0,3.0
84b35c5ffffffff,36.0,0.0,36.0
84b35c7ffffffff,2.0,0.0,2.0
84b35e3ffffffff,1.0,0.0,1.0
84b35e9ffffffff,4.0,0.0,4.0
84b3629ffffffff,1.0,0.0,1.0
84b3665ffffffff,3.0,0.0,3.0
84b3669ffffffff,2.0,0.0,2.0
84b366dffffffff,5.0,0.0,5.0
84b36c3ffffffff,4.0,0.0,4.0
84b36d7ffffffff,2.0,0.0,2.0
