cell_id,Copsychus saularis,Copsychus saularis [saularis Group],Copsychus saularis [amoenus Group]
84658e3ffffffff,259.0,71.0,0.0
84658e7ffffffff,7.0,6.0,0.0
84658e9ffffffff,3.0,2.0,0.0
8465907ffffffff,5.0,0.0,0.0
8465909ffffffff,4.0,0.0,0.0
846590bffffffff,31.0,0.0,0.0
8465911ffffffff,147.0,0.0,0.0
8465915ffffffff,2.0,0.0,0.0
8465917ffffffff,2.0,0.0,0.0
8465919ffffffff,2.0,0.0,0.0
846591bffffffff,123.0,0.0,0.0
846591dffffffff,71.0,0.0,0.0
846592bffffffff,1.0,0.0,0.0
8465933ffffffff,4.0,0.0,0.0
8465935ffffffff,4.0,2.0,0.0
8465939ffffffff,2.0,0.0,0.0
8465949ffffffff,2.0,0.0,0.0
8465955ffffffff,2.0,0.0,0.0
8465959ffffffff,2.0,0.0,0.0
846595dffffffff,17.0,0.0,0.0
8465965ffffffff,2.0,0.0,0.0
8465981ffffffff,129.0,74.0,0.0
8465983ffffffff,2.0,0.0,0.0
8465985ffffffff,7.0,7.0,0.0
846598bffffffff,23.0,17.0,0.0
846598dffffffff,2.0,1.0,0.0
8465991ffffffff,9.0,3.0,0.0
8465993ffffffff,160.0,43.0,0.0
8465995ffffffff,15.0,6.0,0.0
8465997ffffffff,48.0,19.0,0.0
8465999ffffffff,5.0,0.0,0.0
846599bffffffff,73.0,64.0,0.0
846599dffffffff,11.0,0.0,0.0
84659a1ffffffff,2.0,0.0,0.0
84659a3ffffffff,6.0,2.0,0.0
84659a5ffffffff,6.0,2.0,0.0
84659a7ffffffff,22.0,1.0,0.0
84659a9ffffffff,2.0,0.0,0.0
84659b1ffffffff,3.0,0.0,0.0
84659b3ffffffff,30.0,20.0,0.0
84659b5ffffffff,2.0,0.0,0.0
84659b7ffffffff,1.0,0.0,0.0
84659b9ffffffff,7.0,4.0,0.0
84659bbffffffff,3.0,1.0,0.0
84659bdffffffff,2.0,0.0,0.0
84659c1ffffffff,10.0,0.0,0.0
84659c3ffffffff,139.0,0.0,0.0
84659c9ffffffff,152.0,0.0,0.0
84659cbffffffff,12.0,0.0,0.0
84659d1ffffffff,4.0,0.0,0.0
84659d7ffffffff,2.0,2.0,0.0
84659dbffffffff,8.0,2.0,0.0
84659ddffffffff,2.0,0.0,0.0
84659e5ffffffff,2.0,0.0,0.0
84659e7ffffffff,4.0,0.0,0.0
84659e9ffffffff,19.0,0.0,0.0
8465a27ffffffff,8.0,0.0,0.0
8465a2bffffffff,3.0,0.0,0.0
8465b01ffffffff,294.0,30.0,0.0
8465b0bffffffff,6.0,0.0,0.0
8465b21ffffffff,24.0,4.0,0.0
8465b25ffffffff,1.0,0.0,0.0
8465b2bffffffff,31.0,0.0,0.0
8465b31ffffffff,1.0,0.0,0.0
8465b33ffffffff,102.0,0.0,0.0
8465b39ffffffff,28.0,0.0,0.0
8465b3dffffffff,52.0,0.0,0.0
8465b57ffffffff,8.0,0.0,0.0
8465b61ffffffff,7.0,0.0,0.0
8465b67ffffffff,2.0,0.0,0.0
8468129ffffffff,1.0,0.0,0.0
8468163ffffffff,2.0,0.0,0.0
8469149ffffffff,1.0,0.0,0.0
846914dffffffff,3.0,0.0,0.0
8469345ffffffff,2.0,0.0,0.0
846934dffffffff,4.0,3.0,0.0
8469361ffffffff,3.0,0.0,0.0
