cell_id,Melanerpes formicivorus,Melanerpes formicivorus [formicivorus Group],Melanerpes formicivorus angustifrons
846608dffffffff,25.0,0.0,0.0
84660a3ffffffff,7.0,0.0,0.0
84660b1ffffffff,5.0,0.0,0.0
84660b5ffffffff,35.0,0.0,0.0
84660b7ffffffff,4.0,0.0,0.0
84660b9ffffffff,143.0,0.0,0.0
84660bdffffffff,122.0,0.0,0.0
84660c1ffffffff,30.0,0.0,0.0
84660c3ffffffff,38.0,0.0,0.0
84660c7ffffffff,5.0,0.0,0.0
84660ddffffffff,1.0,0.0,0.0
8466181ffffffff,18.0,0.0,0.0
8466183ffffffff,418.0,10.0,0.0
8466187ffffffff,4.0,0.0,0.0
8466189ffffffff,4.0,0.0,0.0
846618bffffffff,143.0,0.0,0.0
8466191ffffffff,22.0,0.0,0.0
8466193ffffffff,85.0,0.0,0.0
8466195ffffffff,144.0,0.0,0.0
8466197ffffffff,233.0,0.0,0.0
8466199ffffffff,14.0,0.0,0.0
846619dffffffff,841.0,9.0,0.0
84661a5ffffffff,2.0,0.0,0.0
84661b1ffffffff,68.0,13.0,0.0
84661b3ffffffff,356.0,0.0,0.0
84661b7ffffffff,2.0,0.0,0.0
84661b9ffffffff,280.0,9.0,0.0
84661bbffffffff,1092.0,27.0,0.0
84661c3ffffffff,1.0,0.0,0.0
84661d1ffffffff,11.0,0.0,0.0
84661d5ffffffff,92.0,0.0,0.0
84661d7ffffffff,11.0,0.0,0.0
84661ddffffffff,2.0,0.0,0.0
84661ebffffffff,2.0,0.0,0.0
8466a2dffffffff,191.0,0.0,0.0
8466b41ffffffff,3132.0,0.0,0.0
8466b43ffffffff,42.0,0.0,0.0
8466b45ffffffff,4976.0,0.0,0.0
8466b49ffffffff,18.0,0.0,0.0
8466b4dffffffff,2398.0,0.0,0.0
8466b51ffffffff,1353.0,0.0,0.0
8466b53ffffffff,12.0,0.0,0.0
8466b55ffffffff,59.0,0.0,0.0
8466b5bffffffff,82.0,0.0,0.0
8466b5dffffffff,186.0,0.0,0.0
8466c05ffffffff,2.0,0.0,0.0
8466c0dffffffff,11.0,0.0,0.0
8466c41ffffffff,4.0,0.0,0.0
8466c45ffffffff,31.0,0.0,0.0
8466c47ffffffff,47.0,1.0,0.0
8466c49ffffffff,28.0,0.0,0.0
8466c4bffffffff,16.0,0.0,0.0
8466c4dffffffff,28.0,0.0,0.0
8466c61ffffffff,10.0,3.0,0.0
8466c63ffffffff,315.0,11.0,0.0
8466c65ffffffff,29.0,0.0,0.0
8466c69ffffffff,60.0,0.0,0.0
8466c6bffffffff,94.0,1.0,0.0
8466c6dffffffff,863.0,6.0,0.0
8466d53ffffffff,20.0,0.0,0.0
8466d59ffffffff,8.0,2.0,0.0
8466d5bffffffff,10.0,0.0,0.0
8466e01ffffffff,11.0,0.0,0.0
8466e07ffffffff,10.0,0.0,0.0
8466e09ffffffff,54.0,12.0,0.0
8466e0dffffffff,69.0,0.0,0.0
8466e27ffffffff,7.0,0.0,0.0
8466e2dffffffff,57.0,0.0,0.0
8466e41ffffffff,25.0,0.0,0.0
8466e43ffffffff,5.0,0.0,0.0
8466e45ffffffff,45.0,0.0,0.0
8466e47ffffffff,485.0,3.0,0.0
8466e49ffffffff,9.0,0.0,0.0
8466e59ffffffff,2.0,0.0,0.0
8466e61ffffffff,130.0,0.0,0.0
8466e63ffffffff,2.0,0.0,0.0
8466e65ffffffff,1988.0,61.0,0.0
8466e67ffffffff,224.0,4.0,0.0
8466e69ffffffff,326.0,2.0,0.0
8466e6bffffffff,3.0,0.0,0.0
8466e6dffffffff,3422.0,35.0,0.0
8466f03ffffffff,7.0,0.0,0.0
8466f0bffffffff,4.0,0.0,0.0
8466f11ffffffff,6.0,0.0,0.0
8466f13ffffffff,2.0,0.0,0.0
8466f15ffffffff,43.0,0.0,0.0
8466f17ffffffff,36.0,0.0,0.0
8466f19ffffffff,156.0,2.0,0.0
8466f1dffffffff,2816.0,73.0,0.0
8466f33ffffffff,1.0,0.0,0.0
8466f37ffffffff,1.0,0.0,0.0
8466f3bffffffff,5.0,0.0,0.0
8466f51ffffffff,57.0,0.0,0.0
8466f53ffffffff,70.0,0.0,0.0
8466f57ffffffff,340.0,0.0,0.0
8466f59ffffffff,115.0,1.0,0.0
8466f5bffffffff,477.0,5.0,0.0
8467909ffffffff,2.0,0.0,0.0
846790dffffffff,10.0,0.0,0.0
8467933ffffffff,3.0,0.0,0.0
846794bffffffff,1.0,0.0,0.0
8467961ffffffff,3.0,0.0,0.0
84679a7ffffffff,2.0,0.0,0.0
846d049ffffffff,17.0,0.0,0.0
846d04bffffffff,11.0,3.0,0.0
846d04dffffffff,4.0,0.0,0.0
846d059ffffffff,44.0,5.0,0.0
846d05bffffffff,88.0,34.0,0.0
846d207ffffffff,114.0,3.0,0.0
846d211ffffffff,8.0,0.0,0.0
846d215ffffffff,3.0,0.0,0.0
846d217ffffffff,10.0,2.0,0.0
846d219ffffffff,2.0,0.0,0.0
846d21bffffffff,12.0,3.0,0.0
846d21dffffffff,10.0,0.0,0.0
846d227ffffffff,5.0,0.0,0.0
846d231ffffffff,2.0,1.0,0.0
846d237ffffffff,6.0,0.0,0.0
846d239ffffffff,14.0,0.0,0.0
846d23bffffffff,535.0,174.0,0.0
846d23dffffffff,20.0,0.0,0.0
846d251ffffffff,2.0,0.0,0.0
846d253ffffffff,28.0,0.0,0.0
846d255ffffffff,1.0,0.0,0.0
846d257ffffffff,87.0,19.0,0.0
846d281ffffffff,117.0,0.0,0.0
846d283ffffffff,1570.0,171.0,0.0
846d285ffffffff,33.0,0.0,0.0
846d287ffffffff,109.0,0.0,0.0
846d289ffffffff,18.0,3.0,0.0
846d28bffffffff,6.0,6.0,0.0
846d28dffffffff,3.0,0.0,0.0
846d291ffffffff,1471.0,202.0,0.0
846d295ffffffff,825.0,118.0,0.0
846d299ffffffff,119.0,6.0,0.0
846d29bffffffff,35.0,14.0,0.0
846d29dffffffff,4.0,0.0,0.0
846d2a9ffffffff,21.0,0.0,0.0
846d2abffffffff,43.0,0.0,0.0
846d2b9ffffffff,81.0,1.0,0.0
846d2c1ffffffff,2.0,2.0,0.0
846d2c7ffffffff,6.0,0.0,0.0
846d2d1ffffffff,126.0,6.0,0.0
846d2d3ffffffff,34.0,3.0,0.0
846d2d5ffffffff,1.0,0.0,0.0
846d2d7ffffffff,1110.0,296.0,0.0
846d2dbffffffff,2.0,0.0,0.0
846d2ddffffffff,2.0,2.0,0.0
846d2e3ffffffff,37.0,0.0,0.0
846d2e5ffffffff,131.0,69.0,0.0
846d2e7ffffffff,6.0,0.0,0.0
846d2e9ffffffff,37.0,0.0,0.0
846d2ebffffffff,33.0,0.0,0.0
846d303ffffffff,2.0,0.0,0.0
846d305ffffffff,175.0,20.0,0.0
846d307ffffffff,16.0,0.0,0.0
846d309ffffffff,2.0,2.0,0.0
846d311ffffffff,29.0,0.0,0.0
846d315ffffffff,3.0,0.0,0.0
846d319ffffffff,6.0,4.0,0.0
846d31bffffffff,80.0,0.0,0.0
846d321ffffffff,2.0,0.0,0.0
846d325ffffffff,15.0,1.0,0.0
846d329ffffffff,4.0,0.0,0.0
846d32bffffffff,372.0,31.0,0.0
846d32dffffffff,4.0,0.0,0.0
846d335ffffffff,15.0,0.0,0.0
846d337ffffffff,134.0,12.0,0.0
846d339ffffffff,2.0,0.0,0.0
846d33dffffffff,4.0,0.0,0.0
846d341ffffffff,2.0,0.0,0.0
846d35dffffffff,1.0,0.0,0.0
846d361ffffffff,4.0,0.0,0.0
846d363ffffffff,2.0,0.0,0.0
846d367ffffffff,4.0,0.0,0.0
846d36dffffffff,47.0,0.0,0.0
846d609ffffffff,408.0,0.0,0.0
846d61dffffffff,2.0,0.0,0.0
846d641ffffffff,222.0,0.0,0.0
846d643ffffffff,25.0,0.0,0.0
846d645ffffffff,1808.0,0.0,0.0
846d647ffffffff,11.0,0.0,0.0
846d649ffffffff,29.0,0.0,0.0
846d64bffffffff,10.0,0.0,0.0
846d64dffffffff,64.0,0.0,0.0
846d651ffffffff,201.0,0.0,0.0
846d653ffffffff,54.0,0.0,0.0
846d655ffffffff,98.0,0.0,0.0
846d657ffffffff,80.0,0.0,0.0
846d659ffffffff,6.0,0.0,0.0
846d65dffffffff,64.0,0.0,0.0
846d665ffffffff,3.0,0.0,0.0
846d669ffffffff,24.0,0.0,0.0
846d66dffffffff,540.0,0.0,0.0
846d691ffffffff,257.0,0.0,0.0
846d693ffffffff,252.0,0.0,0.0
846d69bffffffff,306.0,0.0,0.0
846d749ffffffff,18.0,0.0,0.0
