cell_id,Aphelocoma woodhouseii,Aphelocoma woodhouseii [woodhouseii Group],Aphelocoma woodhouseii sumichrasti/remota
8449831ffffffff,2.0,0.0,0.0
8449833ffffffff,10.0,0.0,0.0
844983bffffffff,2.0,0.0,0.0
844983dffffffff,38.0,4.0,0.0
8449861ffffffff,2.0,0.0,0.0
8449865ffffffff,14.0,0.0,0.0
844986dffffffff,5.0,0.0,1.0
844988dffffffff,7.0,0.0,0.0
8449893ffffffff,1.0,0.0,0.0
84498c5ffffffff,4.0,0.0,0.0
84498e1ffffffff,1.0,0.0,0.0
84498e3ffffffff,24.0,0.0,0.0
84498e5ffffffff,1.0,0.0,0.0
84498ebffffffff,5.0,0.0,0.0
8449909ffffffff,2.0,0.0,0.0
844990bffffffff,4.0,0.0,0.0
844990dffffffff,268.0,0.0,100.0
8449919ffffffff,2.0,0.0,0.0
8449941ffffffff,2.0,0.0,0.0
8449943ffffffff,47.0,0.0,0.0
8449945ffffffff,19.0,0.0,6.0
8449947ffffffff,6.0,0.0,0.0
8449949ffffffff,3.0,0.0,0.0
844994bffffffff,98.0,0.0,0.0
844994dffffffff,10.0,0.0,0.0
8449951ffffffff,16.0,0.0,2.0
8449953ffffffff,50.0,0.0,0.0
8449955ffffffff,10.0,0.0,5.0
8449959ffffffff,535.0,0.0,29.0
844995bffffffff,105.0,0.0,0.0
844995dffffffff,71.0,0.0,0.0
8449963ffffffff,2.0,0.0,0.0
844996bffffffff,18.0,0.0,1.0
84499b3ffffffff,2.0,0.0,0.0
84499c1ffffffff,2.0,0.0,0.0
84499c5ffffffff,2.0,0.0,0.0
84499cdffffffff,2.0,0.0,0.0
84499d1ffffffff,6.0,0.0,0.0
84499dbffffffff,3.0,0.0,0.0
8449a27ffffffff,4.0,0.0,0.0
8449b03ffffffff,7.0,0.0,4.0
8449b0bffffffff,2.0,0.0,0.0
8449b1dffffffff,14.0,0.0,6.0
8449b21ffffffff,4.0,0.0,2.0
8449b25ffffffff,14.0,0.0,0.0
8449b27ffffffff,9.0,0.0,0.0
8449b29ffffffff,2.0,0.0,2.0
8449b2dffffffff,413.0,0.0,10.0
8449b37ffffffff,2.0,0.0,0.0
8449b67ffffffff,4.0,0.0,0.0
846d305ffffffff,301.0,0.0,91.0
846d307ffffffff,4.0,0.0,0.0
846d321ffffffff,6.0,0.0,0.0
846d323ffffffff,1.0,0.0,0.0
846d325ffffffff,30.0,0.0,27.0
846d329ffffffff,7.0,0.0,0.0
846d32bffffffff,1098.0,0.0,529.0
846d32dffffffff,8.0,0.0,5.0
846d335ffffffff,45.0,0.0,28.0
846d337ffffffff,11.0,0.0,5.0
846d33dffffffff,61.0,0.0,34.0
846d363ffffffff,3.0,0.0,0.0
846d365ffffffff,12.0,0.0,11.0
846d367ffffffff,5.0,0.0,0.0
846d36dffffffff,52.0,2.0,2.0
