cell_id,Copsychus malabaricus,Copsychus malabaricus [malabaricus Group],Copsychus malabaricus ngae,Copsychus malabaricus [melanurus Group]
8465191ffffffff,1.0,0.0,0.0,0.0
84651c1ffffffff,25.0,23.0,0.0,0.0
84651c7ffffffff,2.0,0.0,0.0,0.0
84651c9ffffffff,4.0,4.0,0.0,0.0
84651cbffffffff,12.0,12.0,0.0,0.0
84651cdffffffff,176.0,107.0,0.0,0.0
846520dffffffff,65.0,0.0,0.0,0.0
8465263ffffffff,280.0,0.0,0.0,0.0
8465801ffffffff,6.0,5.0,0.0,0.0
8465803ffffffff,7.0,0.0,0.0,0.0
846580bffffffff,2.0,2.0,0.0,0.0
846580dffffffff,4.0,0.0,0.0,0.0
8465811ffffffff,1.0,0.0,0.0,0.0
8465813ffffffff,20.0,5.0,0.0,0.0
8465815ffffffff,2.0,0.0,0.0,0.0
8465817ffffffff,2.0,2.0,0.0,0.0
8465819ffffffff,14.0,4.0,0.0,0.0
8465825ffffffff,1.0,0.0,0.0,0.0
8465827ffffffff,7.0,1.0,0.0,0.0
8465829ffffffff,2.0,0.0,0.0,0.0
8465833ffffffff,2.0,0.0,0.0,0.0
8465835ffffffff,4.0,0.0,0.0,0.0
8465837ffffffff,2.0,0.0,0.0,0.0
8465847ffffffff,156.0,35.0,0.0,0.0
8465851ffffffff,23.0,6.0,0.0,0.0
8465857ffffffff,5.0,0.0,0.0,0.0
8465859ffffffff,10.0,2.0,0.0,0.0
846585bffffffff,2.0,0.0,0.0,0.0
8465867ffffffff,3.0,2.0,0.0,0.0
846586bffffffff,21.0,3.0,0.0,0.0
846586dffffffff,3.0,0.0,0.0,0.0
8465885ffffffff,4.0,3.0,0.0,0.0
8465887ffffffff,51.0,26.0,0.0,0.0
8465891ffffffff,4.0,0.0,0.0,0.0
8465893ffffffff,5.0,0.0,0.0,0.0
8465895ffffffff,4.0,0.0,0.0,0.0
8465897ffffffff,14.0,4.0,0.0,0.0
846589bffffffff,10.0,6.0,0.0,0.0
84658a1ffffffff,8.0,6.0,0.0,0.0
84658a3ffffffff,105.0,45.0,0.0,0.0
84658a9ffffffff,27.0,8.0,0.0,0.0
84658abffffffff,57.0,19.0,0.0,0.0
84658adffffffff,14.0,2.0,0.0,0.0
84658b1ffffffff,6.0,4.0,0.0,0.0
84658b3ffffffff,21.0,17.0,0.0,0.0
84658b7ffffffff,2.0,1.0,0.0,0.0
84658bbffffffff,2.0,0.0,0.0,0.0
84658e1ffffffff,5.0,2.0,0.0,0.0
84658e3ffffffff,8.0,2.0,0.0,0.0
84658e7ffffffff,23.0,22.0,0.0,0.0
8465907ffffffff,7.0,0.0,0.0,0.0
846590bffffffff,4.0,0.0,0.0,0.0
846590dffffffff,1.0,0.0,0.0,0.0
8465911ffffffff,135.0,36.0,0.0,0.0
8465913ffffffff,4.0,0.0,0.0,0.0
8465915ffffffff,29.0,1.0,0.0,0.0
8465917ffffffff,3.0,0.0,0.0,0.0
846591bffffffff,159.0,23.0,0.0,0.0
846591dffffffff,53.0,24.0,0.0,0.0
8465929ffffffff,2.0,0.0,0.0,0.0
846592bffffffff,2.0,0.0,0.0,0.0
8465933ffffffff,2.0,0.0,0.0,0.0
8465939ffffffff,2.0,0.0,0.0,0.0
8465945ffffffff,1.0,0.0,0.0,0.0
8465947ffffffff,2.0,2.0,0.0,0.0
8465959ffffffff,22.0,0.0,0.0,0.0
846595dffffffff,7.0,3.0,0.0,0.0
8465961ffffffff,14.0,0.0,0.0,0.0
8465969ffffffff,6.0,0.0,0.0,0.0
846598bffffffff,15.0,13.0,0.0,0.0
8465991ffffffff,102.0,18.0,0.0,0.0
8465993ffffffff,1099.0,409.0,0.0,0.0
846599bffffffff,9.0,3.0,0.0,0.0
846599dffffffff,14.0,0.0,0.0,0.0
84659a7ffffffff,5.0,0.0,0.0,0.0
84659b5ffffffff,3.0,0.0,0.0,0.0
84659c1ffffffff,87.0,20.0,0.0,0.0
84659c3ffffffff,2.0,0.0,0.0,0.0
84659c9ffffffff,115.0,22.0,0.0,0.0
84659cdffffffff,1.0,1.0,0.0,0.0
84659d1ffffffff,4.0,0.0,0.0,0.0
84659dbffffffff,9.0,4.0,0.0,0.0
84659e5ffffffff,2.0,0.0,0.0,0.0
84659e9ffffffff,15.0,2.0,0.0,0.0
8465aadffffffff,4.0,0.0,0.0,0.0
8465b23ffffffff,6.0,0.0,0.0,0.0
8465b2bffffffff,44.0,8.0,0.0,0.0
8465b33ffffffff,12.0,0.0,0.0,0.0
8465b39ffffffff,28.0,2.0,0.0,0.0
8465b3dffffffff,97.0,31.0,0.0,0.0
8468121ffffffff,4.0,0.0,0.0,0.0
8468129ffffffff,2.0,0.0,0.0,0.0
8468a5bffffffff,1.0,0.0,0.0,0.0
