cell_id,Myiopagis viridicata,Myiopagis viridicata minima/jaliscensis,Myiopagis viridicata [viridicata Group]
84a808dffffffff,2.0,0.0,0.0
84a8097ffffffff,2.0,0.0,0.0
84a809dffffffff,1.0,0.0,0.0
84a80b1ffffffff,2.0,0.0,0.0
84a80bbffffffff,2.0,0.0,0.0
84a80c3ffffffff,6.0,0.0,0.0
84a80c9ffffffff,2.0,0.0,0.0
84a80ddffffffff,2.0,0.0,0.0
84a8103ffffffff,8.0,0.0,0.0
84a8115ffffffff,5.0,0.0,4.0
84a811dffffffff,9.0,0.0,0.0
84a8123ffffffff,2.0,0.0,0.0
84a8127ffffffff,1.0,0.0,0.0
84a812bffffffff,2.0,0.0,2.0
84a8131ffffffff,36.0,0.0,0.0
84a8137ffffffff,2.0,0.0,0.0
84a813bffffffff,6.0,0.0,2.0
84a815bffffffff,9.0,0.0,0.0
84a8181ffffffff,5.0,0.0,0.0
84a8185ffffffff,16.0,0.0,0.0
84a818bffffffff,3.0,0.0,0.0
84a818dffffffff,8.0,0.0,0.0
84a8193ffffffff,2.0,0.0,0.0
84a8195ffffffff,40.0,0.0,0.0
84a8199ffffffff,2.0,0.0,0.0
84a81a1ffffffff,2.0,0.0,0.0
84a81a5ffffffff,2.0,0.0,0.0
84a81a7ffffffff,2.0,0.0,0.0
84a81a9ffffffff,1.0,0.0,0.0
84a81b1ffffffff,2.0,0.0,0.0
84a81b3ffffffff,4.0,0.0,2.0
84a81b9ffffffff,6.0,0.0,0.0
84a81bbffffffff,24.0,0.0,0.0
84a81bdffffffff,2.0,0.0,0.0
84a81c5ffffffff,2.0,0.0,0.0
84a81c7ffffffff,6.0,0.0,0.0
84a81cdffffffff,34.0,0.0,0.0
84a81d9ffffffff,9.0,0.0,0.0
84a81e1ffffffff,42.0,0.0,0.0
84a81e7ffffffff,4.0,0.0,0.0
84a81e9ffffffff,52.0,0.0,0.0
84a81ebffffffff,4.0,0.0,0.0
84a81edffffffff,208.0,0.0,0.0
84a8211ffffffff,3.0,0.0,0.0
84a8213ffffffff,7.0,0.0,0.0
84a8215ffffffff,2.0,0.0,0.0
84a8219ffffffff,9.0,0.0,0.0
84a821bffffffff,2.0,0.0,0.0
84a8241ffffffff,6.0,0.0,0.0
84a8287ffffffff,10.0,0.0,0.0
84a82a1ffffffff,1.0,0.0,0.0
84a82abffffffff,4.0,0.0,0.0
84a82c3ffffffff,2.0,0.0,0.0
84a82c9ffffffff,6.0,0.0,0.0
84a82ddffffffff,2.0,0.0,0.0
84a82e1ffffffff,6.0,0.0,0.0
84a8337ffffffff,3.0,0.0,3.0
84a8403ffffffff,27.0,0.0,0.0
84a8405ffffffff,1.0,0.0,0.0
84a840dffffffff,41.0,0.0,3.0
84a8411ffffffff,1.0,0.0,0.0
84a8421ffffffff,6.0,0.0,0.0
84a8439ffffffff,3.0,0.0,0.0
84a8441ffffffff,2.0,0.0,0.0
84a8443ffffffff,1.0,0.0,0.0
84a8447ffffffff,10.0,0.0,0.0
84a8449ffffffff,2.0,0.0,0.0
84a844dffffffff,14.0,0.0,2.0
84a8463ffffffff,20.0,0.0,0.0
84a8495ffffffff,1.0,0.0,0.0
84a84e1ffffffff,4.0,0.0,0.0
84a8501ffffffff,6.0,0.0,0.0
84a850bffffffff,7.0,0.0,0.0
84a8559ffffffff,6.0,0.0,0.0
84a855dffffffff,1.0,0.0,0.0
84a856bffffffff,2.0,0.0,0.0
84a8591ffffffff,176.0,0.0,0.0
84a8597ffffffff,2.0,0.0,0.0
84a8599ffffffff,34.0,0.0,0.0
84a85d3ffffffff,29.0,0.0,1.0
84a8605ffffffff,7.0,0.0,0.0
84a8607ffffffff,2.0,0.0,0.0
84a860dffffffff,9.0,0.0,0.0
84a8629ffffffff,5.0,0.0,0.0
84a862dffffffff,7.0,0.0,0.0
84a8645ffffffff,2.0,0.0,0.0
84a8663ffffffff,1.0,0.0,0.0
84a86d5ffffffff,2.0,0.0,0.0
84a86e7ffffffff,6.0,0.0,0.0
84a871bffffffff,1.0,0.0,0.0
84a876dffffffff,1.0,0.0,0.0
84a8807ffffffff,2.0,0.0,0.0
84a8811ffffffff,2.0,0.0,0.0
84a8817ffffffff,1.0,0.0,0.0
84a8819ffffffff,3.0,0.0,0.0
84a881bffffffff,11.0,0.0,2.0
84a8839ffffffff,2.0,0.0,0.0
84a883bffffffff,3.0,0.0,0.0
84a884dffffffff,2.0,0.0,0.0
84a8857ffffffff,5.0,0.0,0.0
84a8895ffffffff,11.0,0.0,0.0
84a88adffffffff,2.0,0.0,0.0
84a88bbffffffff,11.0,0.0,0.0
84a88c1ffffffff,3.0,0.0,0.0
84a88cdffffffff,4.0,0.0,0.0
84a88ddffffffff,5.0,0.0,0.0
84a8919ffffffff,2.0,0.0,2.0
84a8a13ffffffff,3.0,0.0,0.0
84a8a15ffffffff,2.0,0.0,0.0
84a8a23ffffffff,4.0,0.0,0.0
84a8a53ffffffff,2.0,0.0,2.0
84a8a97ffffffff,2.0,0.0,0.0
84a8a99ffffffff,3.0,0.0,0.0
84a8aa7ffffffff,1.0,0.0,0.0
84a8ab9ffffffff,1.0,0.0,0.0
84a8ac1ffffffff,2.0,0.0,0.0
84a8acbffffffff,13.0,0.0,0.0
84a8c01ffffffff,4.0,0.0,0.0
84a8c03ffffffff,6.0,0.0,0.0
84a8c05ffffffff,42.0,0.0,0.0
84a8c0dffffffff,19.0,0.0,2.0
84a8c15ffffffff,2.0,0.0,0.0
84a8c23ffffffff,3.0,0.0,0.0
84a8c25ffffffff,9.0,0.0,3.0
84a8c2bffffffff,2.0,0.0,0.0
84a8c47ffffffff,6.0,0.0,0.0
84a8c63ffffffff,9.0,0.0,0.0
84a8c97ffffffff,9.0,0.0,9.0
84a8cebffffffff,2.0,0.0,0.0
84a8d19ffffffff,12.0,0.0,0.0
84a8d1bffffffff,12.0,0.0,0.0
84a8d41ffffffff,3.0,0.0,0.0
84a8d43ffffffff,36.0,0.0,0.0
84a8d45ffffffff,4.0,0.0,0.0
84a8d47ffffffff,2.0,0.0,0.0
84a8d99ffffffff,1.0,0.0,0.0
84a8da1ffffffff,4.0,0.0,1.0
84a8da5ffffffff,2.0,0.0,0.0
84a8de1ffffffff,2.0,0.0,0.0
84a8de7ffffffff,2.0,0.0,2.0
84a8debffffffff,1.0,0.0,0.0
84a8e19ffffffff,1.0,0.0,0.0
84a8e47ffffffff,2.0,0.0,0.0
84a8e61ffffffff,2.0,0.0,0.0
84a8e65ffffffff,6.0,0.0,0.0
84a8e69ffffffff,1.0,0.0,0.0
84a8e6dffffffff,6.0,0.0,0.0
84a8f1bffffffff,4.0,0.0,0.0
84a9013ffffffff,2.0,0.0,0.0
84a9087ffffffff,2.0,0.0,0.0
84a9089ffffffff,2.0,0.0,0.0
84a908dffffffff,2.0,0.0,0.0
84a9095ffffffff,14.0,0.0,0.0
84a9097ffffffff,2.0,0.0,0.0
84a909dffffffff,8.0,0.0,0.0
84a90a7ffffffff,2.0,0.0,0.0
84a90bbffffffff,2.0,0.0,0.0
84a90c3ffffffff,2.0,0.0,0.0
84a90d5ffffffff,2.0,0.0,0.0
84a90d9ffffffff,2.0,0.0,0.0
84a91d9ffffffff,1.0,0.0,0.0
84a940dffffffff,8.0,0.0,0.0
84a9413ffffffff,8.0,0.0,0.0
84a9417ffffffff,4.0,0.0,0.0
84a9419ffffffff,1.0,0.0,0.0
84a941bffffffff,4.0,0.0,0.0
84a9425ffffffff,42.0,0.0,0.0
84a9427ffffffff,6.0,0.0,0.0
84a9429ffffffff,9.0,0.0,0.0
84a943dffffffff,35.0,0.0,0.0
84a9441ffffffff,4.0,0.0,0.0
84a9443ffffffff,1.0,0.0,0.0
84a9447ffffffff,4.0,0.0,0.0
84a9463ffffffff,4.0,0.0,0.0
84a9465ffffffff,57.0,0.0,0.0
84a946bffffffff,1.0,0.0,0.0
84a946dffffffff,4.0,0.0,0.0
84a94c7ffffffff,18.0,0.0,0.0
84a94e5ffffffff,15.0,0.0,0.0
84a9501ffffffff,20.0,0.0,0.0
84a9507ffffffff,33.0,0.0,0.0
84a9509ffffffff,16.0,0.0,0.0
84a950bffffffff,30.0,0.0,0.0
84a950dffffffff,12.0,0.0,0.0
84a9515ffffffff,1.0,0.0,0.0
84a951dffffffff,2.0,0.0,0.0
84a9521ffffffff,2.0,0.0,1.0
84a9525ffffffff,4.0,0.0,2.0
84a9527ffffffff,71.0,0.0,2.0
84a9531ffffffff,56.0,0.0,0.0
84a9533ffffffff,78.0,0.0,0.0
84a9535ffffffff,2.0,0.0,0.0
84a9539ffffffff,2.0,0.0,0.0
84a953bffffffff,434.0,0.0,1.0
84a953dffffffff,5.0,0.0,0.0
84a9553ffffffff,1.0,0.0,0.0
84a9555ffffffff,8.0,0.0,0.0
84a9557ffffffff,1.0,0.0,0.0
84a9559ffffffff,5.0,0.0,0.0
84a955bffffffff,26.0,0.0,0.0
84a9565ffffffff,2.0,0.0,0.0
84a95a5ffffffff,25.0,0.0,0.0
84a95abffffffff,2.0,0.0,0.0
84a95adffffffff,1.0,0.0,0.0
84a95b3ffffffff,1.0,0.0,0.0
84a95bbffffffff,1.0,0.0,0.0
84a95c5ffffffff,2.0,0.0,0.0
84a95c9ffffffff,7.0,0.0,0.0
84a95d9ffffffff,2.0,0.0,0.0
84a95dbffffffff,3.0,0.0,0.0
84a95e5ffffffff,1.0,0.0,0.0
84a95edffffffff,107.0,0.0,0.0
84a9617ffffffff,3.0,0.0,0.0
84a9623ffffffff,2.0,0.0,0.0
84a9631ffffffff,2.0,0.0,0.0
84a9685ffffffff,31.0,0.0,0.0
84a96a7ffffffff,2.0,0.0,0.0
84a96adffffffff,9.0,0.0,0.0
84a96b1ffffffff,1.0,0.0,0.0
84a96b5ffffffff,1.0,0.0,0.0
84a96b9ffffffff,7.0,0.0,0.0
84a96c5ffffffff,2.0,0.0,0.0
84a96e5ffffffff,3.0,0.0,0.0
84a96e7ffffffff,7.0,0.0,0.0
84a96edffffffff,1.0,0.0,0.0
84a9717ffffffff,15.0,0.0,0.0
84a972bffffffff,2.0,0.0,0.0
84a9733ffffffff,8.0,0.0,0.0
84a973bffffffff,9.0,0.0,0.0
84a973dffffffff,2.0,0.0,0.0
84a9761ffffffff,7.0,0.0,0.0
84a9765ffffffff,12.0,0.0,0.0
84b2757ffffffff,7.0,0.0,0.0
84b3423ffffffff,7.0,0.0,0.0
84b3425ffffffff,55.0,0.0,0.0
84b3427ffffffff,3.0,0.0,0.0
84b3429ffffffff,4.0,0.0,0.0
84b3435ffffffff,2.0,0.0,0.0
84b3461ffffffff,4.0,0.0,0.0
84b3463ffffffff,1.0,0.0,0.0
84b3467ffffffff,1.0,0.0,0.0
84b3469ffffffff,2.0,0.0,0.0
84b346bffffffff,3.0,0.0,0.0
84b3511ffffffff,2.0,0.0,0.0
84b3513ffffffff,7.0,0.0,0.0
84b3585ffffffff,7.0,0.0,0.0
84b3589ffffffff,36.0,0.0,0.0
84b35a3ffffffff,4.0,0.0,0.0
84b35b5ffffffff,2.0,0.0,0.0
84b35bdffffffff,17.0,0.0,0.0
84b35c1ffffffff,2.0,0.0,0.0
84b35c5ffffffff,24.0,0.0,0.0
84b35c7ffffffff,19.0,0.0,0.0
84b35c9ffffffff,20.0,0.0,0.0
84b35ddffffffff,1.0,0.0,0.0
84b35e1ffffffff,12.0,0.0,0.0
84b35e9ffffffff,22.0,0.0,0.0
84b35ebffffffff,2.0,0.0,0.0
84b3627ffffffff,2.0,0.0,0.0
84b3629ffffffff,2.0,0.0,0.0
84b3665ffffffff,5.0,0.0,0.0
84b3683ffffffff,3.0,0.0,0.0
84b36c3ffffffff,3.0,0.0,0.0
