cell_id,Stilpnia cayana,Stilpnia cayana cayana/fulvescens,Stilpnia cayana [flava Group]
84a8a33ffffffff,2.0,0.0,0.0
84a8a35ffffffff,57.0,0.0,0.0
84a8a39ffffffff,17.0,0.0,0.0
84a8a3bffffffff,6.0,0.0,0.0
84a8a3dffffffff,127.0,0.0,0.0
84a8a53ffffffff,18.0,0.0,1.0
84a8a85ffffffff,8.0,0.0,0.0
84a8a89ffffffff,8.0,0.0,0.0
84a8a8bffffffff,3.0,0.0,0.0
84a8a8dffffffff,2.0,0.0,0.0
84a8a91ffffffff,119.0,0.0,12.0
84a8a93ffffffff,25.0,0.0,3.0
84a8a95ffffffff,13.0,0.0,6.0
84a8a97ffffffff,288.0,0.0,10.0
84a8a99ffffffff,3.0,0.0,0.0
84a8a9dffffffff,3.0,0.0,0.0
84a8aa1ffffffff,6.0,0.0,0.0
84a8aa5ffffffff,10.0,0.0,0.0
84a8aa7ffffffff,8.0,0.0,0.0
84a8aadffffffff,70.0,0.0,0.0
84a8ab9ffffffff,4.0,0.0,0.0
84a8abbffffffff,2.0,0.0,0.0
84a8ac1ffffffff,11.0,0.0,0.0
84a8ac3ffffffff,1.0,0.0,0.0
84a8ac5ffffffff,46.0,0.0,0.0
84a8ac7ffffffff,2.0,0.0,0.0
84a8ac9ffffffff,114.0,0.0,2.0
84a8acbffffffff,30.0,0.0,0.0
84a8acdffffffff,87.0,0.0,0.0
84a8ad1ffffffff,68.0,0.0,2.0
84a8ad3ffffffff,23.0,0.0,0.0
84a8ad5ffffffff,21.0,0.0,0.0
84a8ad9ffffffff,6.0,0.0,0.0
84a8adbffffffff,4.0,0.0,0.0
84a8addffffffff,9.0,0.0,0.0
84a8ae1ffffffff,34.0,0.0,0.0
84a8ae3ffffffff,32.0,0.0,0.0
84a8ae5ffffffff,224.0,0.0,0.0
84a8ae7ffffffff,3.0,0.0,0.0
84a8ae9ffffffff,6.0,0.0,0.0
84a8aebffffffff,17.0,0.0,0.0
84a8b11ffffffff,2.0,0.0,0.0
84a8b1bffffffff,3.0,0.0,0.0
84a8c01ffffffff,10.0,0.0,0.0
84a8c03ffffffff,28.0,0.0,0.0
84a8c05ffffffff,57.0,0.0,0.0
84a8c07ffffffff,3.0,0.0,0.0
84a8c09ffffffff,13.0,0.0,4.0
84a8c0dffffffff,24.0,0.0,0.0
84a8c15ffffffff,4.0,0.0,0.0
84a8c1dffffffff,3.0,0.0,0.0
84a8c23ffffffff,62.0,0.0,1.0
84a8c25ffffffff,319.0,0.0,90.0
84a8c27ffffffff,5.0,0.0,0.0
84a8c2bffffffff,14.0,0.0,0.0
84a8c31ffffffff,2.0,0.0,0.0
84a8c39ffffffff,2.0,0.0,0.0
84a8c47ffffffff,13.0,0.0,3.0
84a8c57ffffffff,2.0,0.0,0.0
84a8c63ffffffff,29.0,0.0,0.0
84a8c6bffffffff,2.0,0.0,0.0
84a8cd1ffffffff,2.0,0.0,0.0
84a8cebffffffff,3.0,0.0,1.0
84a8d05ffffffff,3.0,0.0,0.0
84a8d07ffffffff,1.0,0.0,0.0
84a8d11ffffffff,11.0,0.0,0.0
84a8d19ffffffff,143.0,0.0,4.0
84a8d1bffffffff,218.0,0.0,3.0
84a8d35ffffffff,69.0,0.0,0.0
84a8d41ffffffff,3.0,0.0,0.0
84a8d43ffffffff,30.0,0.0,0.0
84a8d47ffffffff,3.0,0.0,0.0
84a8d4bffffffff,7.0,0.0,0.0
84a8d53ffffffff,14.0,0.0,0.0
84a8d5bffffffff,1.0,0.0,1.0
84a8d5dffffffff,3.0,0.0,0.0
84a8d69ffffffff,4.0,0.0,0.0
84a8da1ffffffff,5.0,0.0,4.0
84a8da9ffffffff,6.0,0.0,3.0
84a8dadffffffff,2.0,0.0,0.0
84a8db5ffffffff,1.0,0.0,0.0
84a8dd7ffffffff,3.0,0.0,0.0
84a8dd9ffffffff,2.0,0.0,0.0
84a8de1ffffffff,68.0,0.0,9.0
84a8de3ffffffff,61.0,0.0,8.0
84a8de7ffffffff,49.0,0.0,6.0
84a8de9ffffffff,16.0,0.0,0.0
84a8debffffffff,49.0,0.0,8.0
84a8e19ffffffff,3.0,0.0,0.0
84a8e45ffffffff,2.0,0.0,0.0
84a8e61ffffffff,2.0,0.0,0.0
84a8e65ffffffff,5.0,0.0,1.0
84a8e6dffffffff,13.0,0.0,0.0
84a8ec9ffffffff,89.0,0.0,2.0
84a8ecbffffffff,2.0,0.0,0.0
84a8ecdffffffff,1.0,0.0,0.0
84a8f05ffffffff,2.0,0.0,0.0
84a8f0bffffffff,4.0,0.0,0.0
84a8f1bffffffff,8.0,0.0,0.0
84a8f2bffffffff,2.0,0.0,0.0
84a8f41ffffffff,56.0,0.0,0.0
84a8f43ffffffff,19.0,0.0,6.0
84a8f45ffffffff,11.0,0.0,0.0
84a8f47ffffffff,2.0,0.0,0.0
84a8f4dffffffff,17.0,0.0,0.0
84a8f57ffffffff,15.0,0.0,0.0
84a8f61ffffffff,5.0,0.0,0.0
84a8f63ffffffff,8.0,0.0,0.0
84a940dffffffff,6.0,0.0,0.0
84a9425ffffffff,6.0,0.0,0.0
84a9427ffffffff,2.0,0.0,0.0
84a9429ffffffff,3.0,0.0,0.0
84a943dffffffff,116.0,0.0,0.0
84a9447ffffffff,3.0,0.0,0.0
84a95a5ffffffff,25.0,0.0,0.0
84a95abffffffff,19.0,0.0,0.0
84a95bbffffffff,2.0,0.0,0.0
84a95c5ffffffff,3.0,0.0,0.0
84a95c9ffffffff,5.0,0.0,0.0
84a95edffffffff,8.0,0.0,0.0
84a9717ffffffff,3.0,0.0,0.0
