cell_id,Cepphus grylle,Cepphus grylle mandtii,Cepphus grylle [grylle Group]
842b16dffffffff,199.0,0.0,0.0
842b181ffffffff,277.0,0.0,0.0
842b183ffffffff,14.0,0.0,0.0
842b185ffffffff,25.0,0.0,0.0
842b187ffffffff,7668.0,0.0,0.0
842b189ffffffff,3005.0,0.0,0.0
842b18bffffffff,333.0,0.0,0.0
842b199ffffffff,509.0,0.0,0.0
842b19bffffffff,52.0,0.0,0.0
842b1a1ffffffff,39.0,0.0,0.0
842b1a3ffffffff,1066.0,0.0,0.0
842b1abffffffff,986.0,0.0,0.0
842b1b1ffffffff,7.0,0.0,0.0
842b1b5ffffffff,2546.0,0.0,0.0
842b1b9ffffffff,159.0,0.0,0.0
842b1bdffffffff,949.0,0.0,0.0
842b1c3ffffffff,461.0,0.0,0.0
842b1c7ffffffff,65.0,0.0,0.0
842b1cbffffffff,40.0,0.0,0.0
842b1d1ffffffff,112.0,0.0,0.0
842b1d3ffffffff,126.0,0.0,0.0
842b1d5ffffffff,813.0,0.0,0.0
842b1d7ffffffff,582.0,0.0,0.0
842b1d9ffffffff,51.0,0.0,0.0
842b1ddffffffff,11.0,0.0,0.0
842b207ffffffff,22.0,0.0,0.0
842b211ffffffff,7.0,0.0,0.0
842b213ffffffff,4.0,0.0,0.0
842b215ffffffff,96.0,0.0,0.0
842b217ffffffff,127.0,0.0,0.0
842b22bffffffff,29.0,0.0,0.0
842b231ffffffff,15.0,0.0,0.0
842b235ffffffff,695.0,0.0,0.0
842b237ffffffff,6.0,0.0,0.0
842b23bffffffff,36.0,0.0,0.0
842b23dffffffff,735.0,0.0,0.0
842b241ffffffff,2.0,0.0,0.0
842b243ffffffff,49.0,0.0,0.0
842b249ffffffff,5.0,0.0,0.0
842b24bffffffff,32.0,0.0,0.0
842b255ffffffff,63.0,0.0,0.0
842b257ffffffff,99.0,0.0,0.0
842b25dffffffff,2.0,0.0,0.0
842b265ffffffff,10.0,0.0,0.0
842b285ffffffff,123.0,0.0,0.0
842b2a1ffffffff,26.0,0.0,0.0
842b2a3ffffffff,2.0,0.0,0.0
842b2a7ffffffff,194.0,0.0,0.0
842b2a9ffffffff,28.0,0.0,0.0
842b2abffffffff,123.0,0.0,0.0
842b2c5ffffffff,325.0,0.0,0.0
842b2cdffffffff,4.0,0.0,0.0
842b2e1ffffffff,1.0,0.0,0.0
842b2e3ffffffff,90.0,0.0,0.0
842b2e5ffffffff,2.0,0.0,0.0
842b2e7ffffffff,30.0,0.0,0.0
842b2e9ffffffff,306.0,0.0,0.0
842b2ebffffffff,59.0,0.0,0.0
842b2edffffffff,50.0,0.0,0.0
842b301ffffffff,161.0,0.0,0.0
842b303ffffffff,1900.0,0.0,0.0
842b305ffffffff,81.0,0.0,0.0
842b307ffffffff,72.0,0.0,0.0
842b309ffffffff,10.0,0.0,0.0
842b30dffffffff,11.0,0.0,0.0
842b315ffffffff,1177.0,0.0,0.0
842b317ffffffff,11.0,0.0,0.0
842b31dffffffff,2.0,0.0,0.0
842b321ffffffff,66.0,0.0,0.0
842b327ffffffff,190.0,0.0,0.0
842b32bffffffff,134.0,0.0,0.0
842b331ffffffff,4.0,0.0,0.0
842b333ffffffff,124.0,0.0,0.0
842b337ffffffff,26.0,0.0,0.0
842b339ffffffff,26.0,0.0,0.0
842b33bffffffff,222.0,0.0,0.0
842b341ffffffff,84.0,0.0,0.0
842b343ffffffff,16.0,0.0,0.0
842b345ffffffff,719.0,0.0,0.0
842b347ffffffff,1.0,0.0,0.0
842b349ffffffff,2.0,0.0,0.0
842b355ffffffff,2.0,0.0,0.0
842b359ffffffff,3.0,0.0,0.0
842b35bffffffff,2.0,0.0,0.0
842b35dffffffff,21.0,0.0,0.0
842b361ffffffff,91.0,0.0,0.0
842b365ffffffff,37.0,0.0,0.0
842b369ffffffff,197.0,0.0,0.0
842b36bffffffff,17.0,0.0,0.0
842ba5bffffffff,1.0,0.0,0.0
