cell_id,Psaltriparus minimus,Psaltriparus minimus [minimus Group],Psaltriparus minimus plumbeus,Psaltriparus minimus [melanotis Group]
8449943ffffffff,70.0,0.0,0.0,0.0
8449945ffffffff,31.0,0.0,0.0,6.0
8449947ffffffff,6.0,0.0,0.0,0.0
844994bffffffff,406.0,0.0,0.0,9.0
8449951ffffffff,239.0,0.0,0.0,54.0
8449953ffffffff,177.0,0.0,0.0,9.0
8449955ffffffff,3.0,0.0,0.0,0.0
8449957ffffffff,23.0,0.0,0.0,2.0
8449959ffffffff,6105.0,0.0,0.0,2534.0
844995bffffffff,2508.0,0.0,0.0,638.0
844995dffffffff,160.0,0.0,0.0,41.0
8449963ffffffff,384.0,0.0,0.0,90.0
8449969ffffffff,2.0,0.0,0.0,1.0
844996bffffffff,108.0,0.0,0.0,50.0
84499bbffffffff,1.0,0.0,0.0,0.0
84499c1ffffffff,7.0,0.0,0.0,0.0
84499c9ffffffff,16.0,0.0,0.0,2.0
84499cbffffffff,2.0,0.0,0.0,0.0
84499cdffffffff,2.0,0.0,0.0,0.0
84499d1ffffffff,22.0,0.0,0.0,2.0
84499d5ffffffff,2.0,0.0,0.0,0.0
84499dbffffffff,16.0,0.0,0.0,0.0
84499ddffffffff,5.0,0.0,0.0,0.0
8449a81ffffffff,3.0,0.0,0.0,0.0
8449a83ffffffff,9.0,0.0,0.0,5.0
8449a85ffffffff,330.0,0.0,0.0,77.0
8449a87ffffffff,3.0,0.0,0.0,0.0
8449a8dffffffff,4.0,0.0,0.0,0.0
8449a97ffffffff,4.0,0.0,0.0,0.0
8449aa1ffffffff,79.0,0.0,0.0,8.0
8449aa3ffffffff,223.0,0.0,0.0,44.0
8449aa5ffffffff,5.0,0.0,0.0,0.0
8449aa7ffffffff,17.0,0.0,0.0,1.0
8449aa9ffffffff,29.0,0.0,0.0,6.0
8449aabffffffff,65.0,0.0,0.0,7.0
8449ab1ffffffff,82.0,0.0,0.0,28.0
8449ab3ffffffff,3.0,0.0,0.0,0.0
8449ab5ffffffff,75.0,0.0,0.0,10.0
8449ab9ffffffff,5.0,0.0,0.0,0.0
8449abbffffffff,6.0,0.0,0.0,0.0
8449abdffffffff,7.0,0.0,0.0,0.0
8449ae1ffffffff,1.0,0.0,0.0,0.0
8449b0bffffffff,1.0,0.0,0.0,0.0
8449b19ffffffff,1.0,0.0,0.0,0.0
8449b1dffffffff,14.0,0.0,0.0,7.0
8449b2dffffffff,182.0,0.0,0.0,125.0
8449b31ffffffff,4.0,0.0,0.0,0.0
8449b33ffffffff,137.0,0.0,0.0,39.0
8449b37ffffffff,54.0,0.0,0.0,37.0
8449b65ffffffff,4.0,0.0,0.0,0.0
846d207ffffffff,1.0,0.0,0.0,0.0
846d217ffffffff,20.0,0.0,0.0,2.0
846d239ffffffff,3.0,0.0,0.0,0.0
846d23bffffffff,920.0,0.0,0.0,377.0
846d281ffffffff,98.0,0.0,0.0,36.0
846d283ffffffff,1072.0,0.0,0.0,247.0
846d285ffffffff,29.0,0.0,0.0,6.0
846d287ffffffff,130.0,0.0,0.0,0.0
846d289ffffffff,3.0,0.0,0.0,0.0
846d28bffffffff,2.0,0.0,0.0,2.0
846d28dffffffff,264.0,0.0,0.0,143.0
846d291ffffffff,683.0,0.0,0.0,216.0
846d295ffffffff,333.0,0.0,0.0,76.0
846d297ffffffff,3.0,0.0,0.0,0.0
846d29bffffffff,8.0,0.0,0.0,7.0
846d29dffffffff,8.0,0.0,0.0,2.0
846d2a9ffffffff,11.0,0.0,0.0,7.0
846d2abffffffff,16.0,0.0,0.0,7.0
846d2b9ffffffff,243.0,0.0,0.0,24.0
846d2e3ffffffff,23.0,0.0,0.0,6.0
846d2e9ffffffff,12.0,0.0,0.0,5.0
846d2ebffffffff,8.0,0.0,0.0,8.0
846d305ffffffff,222.0,0.0,0.0,87.0
846d307ffffffff,2.0,0.0,0.0,2.0
846d323ffffffff,8.0,0.0,0.0,2.0
846d325ffffffff,16.0,0.0,0.0,12.0
846d329ffffffff,2.0,0.0,0.0,0.0
846d32bffffffff,1771.0,0.0,0.0,721.0
846d32dffffffff,2.0,0.0,0.0,1.0
846d335ffffffff,163.0,0.0,0.0,89.0
846d337ffffffff,70.0,0.0,0.0,25.0
846d33dffffffff,68.0,0.0,0.0,28.0
846d361ffffffff,2.0,0.0,0.0,0.0
846d367ffffffff,2.0,0.0,0.0,0.0
846d36dffffffff,40.0,0.0,0.0,3.0
