cell_id,Haematopus ostralegus,Haematopus ostralegus ostralegus/longipes,Haematopus ostralegus osculans
8443329ffffffff,2.0,0.0,0.0
8443341ffffffff,2.0,0.0,0.0
8443345ffffffff,5.0,0.0,0.0
8443889ffffffff,8.0,0.0,0.0
84438a3ffffffff,2.0,0.0,0.0
84438abffffffff,4.0,0.0,0.0
84438bdffffffff,10.0,0.0,0.0
84438c1ffffffff,1.0,0.0,0.0
84438c3ffffffff,13.0,0.0,0.0
84438c9ffffffff,38.0,0.0,0.0
8443981ffffffff,16.0,0.0,0.0
8443983ffffffff,56.0,0.0,0.0
8443987ffffffff,10.0,0.0,0.0
844398dffffffff,65.0,0.0,0.0
844399bffffffff,3.0,0.0,0.0
8443a03ffffffff,208.0,2.0,0.0
8443a07ffffffff,17.0,0.0,0.0
8443a0dffffffff,7.0,0.0,0.0
8443a11ffffffff,2.0,0.0,0.0
8443a13ffffffff,27.0,0.0,0.0
8443a15ffffffff,10.0,0.0,0.0
8443a1dffffffff,2.0,0.0,0.0
8443a69ffffffff,3.0,0.0,0.0
8443a6bffffffff,1.0,0.0,0.0
8443a89ffffffff,3.0,0.0,0.0
8443a8dffffffff,300.0,11.0,0.0
8443a91ffffffff,42.0,0.0,0.0
8443a93ffffffff,40.0,0.0,0.0
8443aa9ffffffff,3.0,0.0,0.0
8443ac1ffffffff,168.0,26.0,0.0
8443ac7ffffffff,7.0,0.0,0.0
8443ac9ffffffff,13.0,6.0,0.0
8443acbffffffff,31.0,3.0,0.0
8443acdffffffff,87.0,8.0,0.0
8443ad3ffffffff,41.0,0.0,0.0
8443ae3ffffffff,14.0,0.0,0.0
844b26dffffffff,2.0,0.0,0.0
844b305ffffffff,1.0,0.0,1.0
844b30bffffffff,2.0,0.0,2.0
844b351ffffffff,8.0,0.0,7.0
844b35dffffffff,2.0,0.0,2.0
844b665ffffffff,6.0,0.0,0.0
8452111ffffffff,1.0,0.0,0.0
8452113ffffffff,4.0,0.0,0.0
8452119ffffffff,4.0,0.0,0.0
845214bffffffff,2.0,0.0,0.0
8452155ffffffff,8.0,0.0,0.0
8452157ffffffff,5.0,0.0,0.0
845215dffffffff,2.0,0.0,0.0
84521e9ffffffff,27.0,0.0,0.0
84521ebffffffff,2.0,0.0,0.0
84521edffffffff,1.0,0.0,0.0
845232bffffffff,2.0,0.0,0.0
8452335ffffffff,2.0,0.0,0.0
84524d3ffffffff,50.0,0.0,0.0
84524d7ffffffff,3.0,0.0,0.0
8452897ffffffff,2.0,0.0,0.0
8452d41ffffffff,57.0,0.0,0.0
8453161ffffffff,1.0,0.0,0.0
84534cdffffffff,2.0,0.0,0.0
84534dbffffffff,2.0,0.0,0.0
8453633ffffffff,2.0,0.0,0.0
845364dffffffff,4.0,0.0,0.0
8453685ffffffff,12.0,0.0,0.0
8453687ffffffff,3.0,0.0,0.0
84536a9ffffffff,4.0,0.0,0.0
84536b1ffffffff,2.0,0.0,0.0
84536b5ffffffff,4.0,0.0,0.0
84536bdffffffff,12.0,0.0,0.0
84536e1ffffffff,3.0,0.0,0.0
84536e5ffffffff,11.0,0.0,0.0
84536edffffffff,10.0,0.0,0.0
8453a4bffffffff,2.0,0.0,0.0
8453a95ffffffff,2.0,0.0,0.0
8454103ffffffff,1.0,0.0,0.0
8454139ffffffff,27.0,4.0,0.0
84541a5ffffffff,37.0,5.0,0.0
8454365ffffffff,9.0,0.0,0.0
8454949ffffffff,6.0,0.0,0.0
8454a93ffffffff,50.0,3.0,0.0
8454a99ffffffff,2.0,0.0,0.0
8454a9bffffffff,26.0,0.0,0.0
8454ac3ffffffff,15.0,0.0,0.0
8454ad3ffffffff,1.0,0.0,0.0
8454ad5ffffffff,17.0,0.0,0.0
8454c4dffffffff,1.0,0.0,0.0
8454f11ffffffff,2.0,0.0,0.0
8454f15ffffffff,4.0,0.0,0.0
8454f3bffffffff,2.0,0.0,0.0
8454f45ffffffff,2.0,0.0,0.0
8455121ffffffff,52.0,0.0,0.0
845530dffffffff,3.0,0.0,0.0
8455341ffffffff,4.0,0.0,0.0
845534bffffffff,27.0,0.0,0.0
8455aabffffffff,2.0,0.0,0.0
84574d1ffffffff,4.0,0.0,0.0
8460021ffffffff,2.0,0.0,0.0
8460027ffffffff,2.0,0.0,0.0
846002dffffffff,6.0,0.0,0.0
8460045ffffffff,4.0,0.0,0.0
846004dffffffff,2.0,0.0,0.0
8460061ffffffff,15.0,0.0,0.0
8460067ffffffff,28.0,0.0,0.0
8460069ffffffff,72.0,0.0,0.0
8460113ffffffff,25.0,0.0,0.0
84601e1ffffffff,128.0,0.0,0.0
84601e5ffffffff,1.0,0.0,0.0
84601e9ffffffff,1.0,0.0,0.0
8460221ffffffff,16.0,0.0,0.0
8460227ffffffff,12.0,0.0,0.0
8460229ffffffff,17.0,0.0,0.0
8460313ffffffff,2.0,0.0,0.0
84608b1ffffffff,11.0,0.0,0.0
84608b5ffffffff,4.0,0.0,0.0
84608b9ffffffff,41.0,0.0,0.0
8461067ffffffff,2.0,0.0,0.0
84611adffffffff,82.0,0.0,0.0
84611e3ffffffff,1.0,0.0,0.0
84611e7ffffffff,2.0,0.0,0.0
846322dffffffff,5.0,0.0,0.0
8463265ffffffff,15.0,0.0,0.0
846326bffffffff,2.0,0.0,0.0
8463323ffffffff,7.0,0.0,0.0
8463325ffffffff,18.0,0.0,0.0
8475293ffffffff,2.0,0.0,0.0
8475761ffffffff,2.0,0.0,0.0
847a1c7ffffffff,1.0,0.0,0.0
847b4c1ffffffff,5.0,0.0,0.0
847b4c5ffffffff,3.0,0.0,0.0
847b4c9ffffffff,1.0,0.0,0.0
847b591ffffffff,1.0,0.0,0.0
847b597ffffffff,4.0,0.0,0.0
847b59bffffffff,2.0,0.0,0.0
