cell_id,Chroicocephalus maculipennis,Chroicocephalus maculipennis (White-winged),Chroicocephalus maculipennis (Dark-winged)
84ceaebffffffff,92.0,0.0,0.0
84ceaedffffffff,20.0,0.0,0.0
84cf121ffffffff,20.0,0.0,0.0
84cf123ffffffff,73.0,0.0,0.0
84cf127ffffffff,10.0,0.0,0.0
84cf129ffffffff,309.0,0.0,0.0
84cf12bffffffff,91.0,0.0,0.0
84cf12dffffffff,2.0,0.0,0.0
84cf135ffffffff,23.0,0.0,0.0
84cf13dffffffff,4.0,0.0,0.0
84cf163ffffffff,14.0,0.0,0.0
84cf165ffffffff,11.0,0.0,0.0
84cf167ffffffff,12.0,0.0,0.0
84cf16dffffffff,11.0,0.0,0.0
84cf185ffffffff,2.0,0.0,0.0
84cf851ffffffff,9.0,0.0,0.0
84cf853ffffffff,65.0,0.0,0.0
84cf859ffffffff,1.0,0.0,0.0
84cf887ffffffff,9.0,0.0,0.0
84cf88dffffffff,5.0,0.0,0.0
84cf891ffffffff,7.0,0.0,0.0
84cf893ffffffff,2.0,0.0,0.0
84cf897ffffffff,5.0,0.0,0.0
84cf899ffffffff,5.0,0.0,0.0
84cf8a3ffffffff,15.0,0.0,0.0
84cf8b3ffffffff,6.0,0.0,0.0
84cf8b5ffffffff,4.0,0.0,0.0
84cf8bbffffffff,7.0,0.0,0.0
84cf8bdffffffff,21.0,0.0,0.0
84cf8d3ffffffff,9.0,0.0,0.0
84cf8ddffffffff,1.0,0.0,0.0
84cf911ffffffff,2.0,0.0,0.0
84cf913ffffffff,26.0,0.0,0.0
84cf943ffffffff,36.0,0.0,0.0
84cf989ffffffff,2.0,0.0,0.0
84cf98bffffffff,29.0,0.0,0.0
84cf9e1ffffffff,63.0,0.0,0.0
84cf9e9ffffffff,12.0,0.0,0.0
84cfa0dffffffff,211.0,0.0,0.0
84cfa13ffffffff,3.0,0.0,0.0
84cfa21ffffffff,219.0,0.0,0.0
84cfa23ffffffff,13.0,0.0,0.0
84cfa27ffffffff,95.0,0.0,0.0
84cfa2bffffffff,1.0,0.0,0.0
84cfa41ffffffff,6.0,0.0,0.0
84cfa43ffffffff,2.0,0.0,0.0
84cfa45ffffffff,513.0,0.0,0.0
84cfa47ffffffff,1891.0,0.0,0.0
84cfa49ffffffff,239.0,0.0,0.0
84cfa59ffffffff,2.0,0.0,0.0
84cfa5dffffffff,4.0,0.0,0.0
84cfa89ffffffff,2.0,0.0,0.0
84cfa99ffffffff,7.0,0.0,0.0
84cfaa1ffffffff,2.0,0.0,0.0
84cfaa3ffffffff,2.0,0.0,0.0
84cfaadffffffff,4.0,0.0,0.0
84cfab3ffffffff,4.0,0.0,0.0
84cfabbffffffff,5.0,0.0,0.0
84cfac9ffffffff,45.0,0.0,0.0
84cfacdffffffff,396.0,0.0,0.0
84cfad3ffffffff,3.0,0.0,0.0
84cfae7ffffffff,1.0,0.0,0.0
84cfb13ffffffff,80.0,0.0,0.0
84cfb17ffffffff,2.0,0.0,0.0
84de625ffffffff,3.0,0.0,0.0
84de62dffffffff,27.0,0.0,0.0
84de665ffffffff,1.0,0.0,0.0
84de667ffffffff,1.0,0.0,0.0
84de701ffffffff,3.0,0.0,0.0
84de703ffffffff,2.0,0.0,0.0
84de707ffffffff,184.0,0.0,0.0
84de709ffffffff,8.0,0.0,0.0
84de70bffffffff,2.0,0.0,0.0
84de719ffffffff,1.0,0.0,0.0
84de71dffffffff,1.0,0.0,0.0
84de743ffffffff,23.0,0.0,0.0
84de753ffffffff,17.0,0.0,0.0
84df409ffffffff,3.0,0.0,0.0
84df419ffffffff,26.0,0.0,0.0
84df41bffffffff,60.0,0.0,0.0
84df445ffffffff,4.0,0.0,0.0
84df44dffffffff,2.0,0.0,0.0
84df451ffffffff,449.0,0.0,0.0
84df455ffffffff,19.0,0.0,0.0
84df457ffffffff,15.0,0.0,0.0
84df459ffffffff,26.0,0.0,0.0
84df45bffffffff,2.0,0.0,0.0
84df4d9ffffffff,34.0,0.0,0.0
84df683ffffffff,250.0,0.0,0.0
84df687ffffffff,30.0,0.0,0.0
84df689ffffffff,43.0,0.0,0.0
84df68bffffffff,172.0,0.0,0.0
84df68dffffffff,4.0,0.0,0.0
84df691ffffffff,22.0,0.0,0.0
84df695ffffffff,7.0,0.0,0.0
84df697ffffffff,53.0,0.0,0.0
84df699ffffffff,154.0,0.0,0.0
84df69bffffffff,4.0,0.0,0.0
84df69dffffffff,347.0,0.0,0.0
84df6a3ffffffff,3.0,0.0,0.0
84df6a7ffffffff,190.0,0.0,0.0
84df6b3ffffffff,9.0,0.0,0.0
84df6b5ffffffff,28.0,0.0,0.0
84df6b7ffffffff,4.0,0.0,0.0
84df6bbffffffff,24.0,0.0,0.0
84df6d3ffffffff,2.0,0.0,0.0
84df6d7ffffffff,209.0,0.0,0.0
84df6e3ffffffff,2.0,0.0,0.0
