cell_id,Geranoaetus polyosoma,Geranoaetus polyosoma polyosoma,Geranoaetus polyosoma exsul,Geranoaetus polyosoma (Puna),Geranoaetus polyosoma (Red-backed)
84ce809ffffffff,162.0,0.0,0.0,0.0,4.0
84ce80bffffffff,140.0,0.0,0.0,0.0,15.0
84ce80dffffffff,30.0,0.0,0.0,0.0,0.0
84ce811ffffffff,4.0,0.0,0.0,0.0,0.0
84ce813ffffffff,7.0,0.0,0.0,0.0,0.0
84ce815ffffffff,10.0,0.0,0.0,0.0,0.0
84ce817ffffffff,37.0,0.0,0.0,0.0,0.0
84ce819ffffffff,74.0,0.0,0.0,0.0,2.0
84ce81bffffffff,4.0,0.0,0.0,0.0,0.0
84ce81dffffffff,9.0,0.0,0.0,0.0,0.0
84ce823ffffffff,10.0,0.0,0.0,0.0,0.0
84ce827ffffffff,1.0,0.0,0.0,0.0,0.0
84ce82bffffffff,15.0,0.0,0.0,0.0,0.0
84ce831ffffffff,76.0,0.0,0.0,0.0,2.0
84ce833ffffffff,30.0,0.0,0.0,0.0,0.0
84ce835ffffffff,24.0,0.0,0.0,0.0,0.0
84ce837ffffffff,4.0,0.0,0.0,0.0,0.0
84ce839ffffffff,180.0,0.0,0.0,0.0,0.0
84ce83bffffffff,6.0,0.0,0.0,0.0,0.0
84ce83dffffffff,39.0,0.0,0.0,0.0,0.0
84ce843ffffffff,7.0,0.0,0.0,0.0,0.0
84ce847ffffffff,6.0,0.0,0.0,0.0,0.0
84ce84bffffffff,2.0,0.0,0.0,0.0,0.0
84ce851ffffffff,3.0,0.0,0.0,0.0,0.0
84ce853ffffffff,4.0,0.0,0.0,0.0,0.0
84ce855ffffffff,79.0,0.0,0.0,0.0,7.0
84ce857ffffffff,4.0,0.0,0.0,0.0,0.0
84ce859ffffffff,1.0,0.0,0.0,0.0,0.0
84ce85bffffffff,1.0,0.0,0.0,0.0,0.0
84ce85dffffffff,3.0,0.0,0.0,0.0,0.0
84ce861ffffffff,11.0,0.0,0.0,0.0,0.0
84ce863ffffffff,2.0,0.0,0.0,0.0,0.0
84ce865ffffffff,10.0,0.0,0.0,0.0,0.0
84ce86bffffffff,3.0,0.0,0.0,0.0,0.0
84ce86dffffffff,1.0,0.0,0.0,0.0,0.0
84ce881ffffffff,62.0,2.0,0.0,0.0,4.0
84ce885ffffffff,18.0,0.0,0.0,0.0,0.0
84ce887ffffffff,22.0,2.0,0.0,0.0,2.0
84ce88dffffffff,5.0,0.0,0.0,0.0,0.0
84ce895ffffffff,27.0,0.0,0.0,0.0,0.0
84ce8a1ffffffff,7.0,0.0,0.0,0.0,0.0
84ce8a3ffffffff,12.0,0.0,0.0,0.0,0.0
84ce8a7ffffffff,5.0,0.0,0.0,0.0,0.0
84ce8a9ffffffff,65.0,0.0,0.0,0.0,0.0
84ce8abffffffff,5.0,0.0,0.0,0.0,0.0
84ce8b5ffffffff,13.0,0.0,0.0,0.0,0.0
84ce8b7ffffffff,2.0,0.0,0.0,0.0,0.0
84ce8b9ffffffff,2.0,0.0,0.0,0.0,0.0
84ce8bdffffffff,4.0,0.0,0.0,0.0,0.0
84ce8c1ffffffff,118.0,0.0,0.0,0.0,0.0
84ce8c3ffffffff,6.0,0.0,0.0,0.0,0.0
84ce8c5ffffffff,4.0,0.0,0.0,0.0,0.0
84ce8c7ffffffff,47.0,0.0,0.0,0.0,0.0
84ce8c9ffffffff,117.0,0.0,0.0,0.0,2.0
84ce8cbffffffff,5.0,0.0,0.0,0.0,0.0
84ce8cdffffffff,14.0,0.0,0.0,0.0,0.0
84ce8e1ffffffff,20.0,0.0,0.0,0.0,0.0
84ce8e3ffffffff,8.0,2.0,0.0,0.0,2.0
84ce8e5ffffffff,40.0,0.0,0.0,0.0,0.0
84ce8e7ffffffff,6.0,0.0,0.0,0.0,0.0
84ce8e9ffffffff,5.0,0.0,0.0,0.0,0.0
84ce8ebffffffff,15.0,0.0,0.0,0.0,0.0
84ce8edffffffff,20.0,0.0,0.0,0.0,0.0
84ce90bffffffff,18.0,0.0,0.0,0.0,0.0
84ce91bffffffff,1.0,0.0,0.0,0.0,0.0
84ce931ffffffff,6.0,0.0,0.0,0.0,0.0
84ce933ffffffff,5.0,0.0,0.0,0.0,0.0
84ce935ffffffff,18.0,0.0,0.0,0.0,0.0
84ce937ffffffff,9.0,0.0,0.0,0.0,0.0
84ce939ffffffff,2.0,0.0,0.0,0.0,0.0
84ce93bffffffff,10.0,0.0,0.0,0.0,0.0
84ce93dffffffff,5.0,0.0,0.0,0.0,0.0
84ce943ffffffff,4.0,0.0,0.0,0.0,0.0
84ce947ffffffff,3.0,0.0,0.0,0.0,0.0
84ce955ffffffff,10.0,0.0,0.0,0.0,0.0
84ce961ffffffff,2.0,0.0,0.0,0.0,0.0
84ce967ffffffff,1.0,0.0,0.0,0.0,0.0
84ce969ffffffff,4.0,0.0,0.0,0.0,0.0
84ce981ffffffff,16.0,0.0,0.0,0.0,0.0
84ce983ffffffff,38.0,0.0,0.0,0.0,0.0
84ce985ffffffff,2.0,0.0,0.0,0.0,0.0
84ce989ffffffff,91.0,0.0,0.0,0.0,0.0
84ce98bffffffff,5.0,0.0,0.0,0.0,2.0
84ce98dffffffff,50.0,0.0,0.0,0.0,0.0
84ce991ffffffff,2.0,0.0,0.0,0.0,0.0
84ce993ffffffff,7.0,0.0,0.0,0.0,0.0
84ce995ffffffff,22.0,0.0,0.0,0.0,0.0
84ce997ffffffff,63.0,0.0,0.0,0.0,0.0
84ce999ffffffff,11.0,0.0,0.0,0.0,0.0
84ce99bffffffff,9.0,0.0,0.0,0.0,0.0
84ce9a3ffffffff,6.0,0.0,0.0,0.0,0.0
84ce9a7ffffffff,4.0,0.0,0.0,0.0,0.0
84ce9a9ffffffff,2.0,0.0,0.0,0.0,0.0
84ce9adffffffff,4.0,0.0,0.0,0.0,0.0
84ce9b1ffffffff,10.0,0.0,0.0,0.0,0.0
84ce9b3ffffffff,45.0,0.0,0.0,0.0,0.0
84ce9b5ffffffff,55.0,0.0,0.0,0.0,0.0
84ce9b7ffffffff,10.0,0.0,0.0,0.0,0.0
84ce9b9ffffffff,3.0,0.0,0.0,0.0,0.0
84ce9bbffffffff,1.0,0.0,0.0,0.0,0.0
84ce9bdffffffff,9.0,0.0,0.0,0.0,0.0
84ce9c1ffffffff,5.0,0.0,0.0,0.0,0.0
84ce9c3ffffffff,65.0,0.0,0.0,0.0,0.0
84ce9c7ffffffff,94.0,0.0,0.0,0.0,0.0
84ce9c9ffffffff,2.0,0.0,0.0,0.0,0.0
84ce9cbffffffff,4.0,0.0,0.0,0.0,0.0
84ce9cdffffffff,2.0,0.0,0.0,0.0,0.0
84ce9d1ffffffff,49.0,0.0,0.0,0.0,0.0
84ce9d3ffffffff,72.0,2.0,0.0,0.0,0.0
84ce9d5ffffffff,40.0,0.0,0.0,0.0,1.0
84ce9d7ffffffff,29.0,0.0,0.0,0.0,0.0
84ce9d9ffffffff,5.0,0.0,0.0,0.0,0.0
84ce9dbffffffff,33.0,0.0,0.0,0.0,0.0
84ce9ddffffffff,32.0,0.0,0.0,0.0,0.0
84ce9e1ffffffff,3.0,0.0,0.0,0.0,0.0
84ce9e3ffffffff,19.0,0.0,0.0,0.0,0.0
84ce9e5ffffffff,3.0,0.0,0.0,0.0,0.0
84ce9ebffffffff,12.0,0.0,0.0,0.0,0.0
84ce9edffffffff,7.0,0.0,0.0,0.0,0.0
84cea03ffffffff,2.0,0.0,0.0,0.0,0.0
84cea05ffffffff,4.0,0.0,0.0,0.0,0.0
84cea07ffffffff,12.0,0.0,0.0,0.0,0.0
84cea0dffffffff,7.0,0.0,0.0,0.0,0.0
84cea11ffffffff,1.0,0.0,0.0,0.0,0.0
84cea15ffffffff,1.0,0.0,0.0,0.0,0.0
84cea17ffffffff,2.0,0.0,0.0,0.0,0.0
84cea21ffffffff,2.0,0.0,0.0,0.0,0.0
84cea23ffffffff,2.0,0.0,0.0,0.0,0.0
84cea25ffffffff,2.0,0.0,0.0,0.0,0.0
84cea27ffffffff,4.0,0.0,0.0,0.0,0.0
84cea29ffffffff,10.0,0.0,0.0,0.0,0.0
84cea2bffffffff,19.0,0.0,0.0,0.0,0.0
84cea31ffffffff,2.0,0.0,0.0,0.0,0.0
84cea37ffffffff,7.0,0.0,0.0,0.0,0.0
84cea39ffffffff,5.0,0.0,0.0,0.0,0.0
84cea3dffffffff,11.0,0.0,0.0,0.0,0.0
84cea63ffffffff,2.0,0.0,0.0,0.0,0.0
84cea67ffffffff,2.0,0.0,0.0,0.0,0.0
84cea85ffffffff,11.0,0.0,0.0,0.0,4.0
84cea87ffffffff,2.0,0.0,0.0,0.0,0.0
84cea89ffffffff,13.0,0.0,0.0,0.0,0.0
84cea8dffffffff,17.0,0.0,0.0,0.0,0.0
84ceaa1ffffffff,11.0,0.0,0.0,0.0,0.0
84ceaa3ffffffff,2.0,0.0,0.0,0.0,0.0
84ceaa5ffffffff,25.0,0.0,0.0,0.0,2.0
84ceaa7ffffffff,143.0,0.0,0.0,0.0,0.0
84ceaa9ffffffff,124.0,0.0,0.0,0.0,0.0
84ceaabffffffff,4.0,0.0,0.0,0.0,0.0
84ceaadffffffff,20.0,0.0,0.0,0.0,0.0
84ceac1ffffffff,60.0,0.0,0.0,0.0,17.0
84ceac5ffffffff,70.0,0.0,0.0,0.0,11.0
84ceac7ffffffff,11.0,0.0,0.0,0.0,1.0
84ceae3ffffffff,2.0,0.0,0.0,0.0,0.0
84ceae7ffffffff,7.0,0.0,0.0,0.0,0.0
84ceb01ffffffff,1.0,0.0,0.0,0.0,0.0
84ceb2dffffffff,2.0,0.0,0.0,0.0,0.0
84ceb31ffffffff,2.0,0.0,0.0,0.0,0.0
84ceb33ffffffff,3.0,0.0,0.0,0.0,0.0
84ceb37ffffffff,3.0,0.0,0.0,0.0,0.0
84ceb41ffffffff,8.0,0.0,0.0,0.0,0.0
84ceb59ffffffff,4.0,0.0,0.0,0.0,0.0
84cf121ffffffff,3.0,0.0,0.0,0.0,0.0
84cf123ffffffff,8.0,0.0,0.0,0.0,0.0
84cf125ffffffff,3.0,0.0,0.0,0.0,0.0
84cf127ffffffff,1.0,0.0,0.0,0.0,0.0
84cf129ffffffff,12.0,0.0,0.0,0.0,0.0
84cf135ffffffff,5.0,0.0,0.0,0.0,0.0
84cf13dffffffff,2.0,0.0,0.0,0.0,0.0
84cf813ffffffff,2.0,0.0,0.0,0.0,0.0
84cf829ffffffff,9.0,0.0,0.0,0.0,0.0
84cf831ffffffff,2.0,0.0,0.0,0.0,0.0
84cf833ffffffff,3.0,0.0,0.0,0.0,0.0
84cf851ffffffff,5.0,0.0,0.0,0.0,0.0
84cf853ffffffff,37.0,0.0,0.0,0.0,8.0
84cf85bffffffff,3.0,0.0,0.0,0.0,0.0
84cf881ffffffff,19.0,0.0,0.0,0.0,3.0
84cf883ffffffff,2.0,0.0,0.0,0.0,0.0
84cf887ffffffff,13.0,0.0,0.0,0.0,0.0
84cf889ffffffff,2.0,0.0,0.0,0.0,0.0
84cf88dffffffff,31.0,0.0,0.0,0.0,0.0
84cf8adffffffff,5.0,0.0,0.0,0.0,0.0
84cf8b1ffffffff,2.0,0.0,0.0,0.0,0.0
84cf8b7ffffffff,4.0,0.0,0.0,0.0,0.0
84cf8bdffffffff,18.0,0.0,0.0,0.0,0.0
84cf8c1ffffffff,3.0,0.0,0.0,0.0,0.0
84cf8c3ffffffff,2.0,0.0,0.0,0.0,0.0
84cf8c5ffffffff,223.0,0.0,0.0,0.0,7.0
84cf8c7ffffffff,11.0,0.0,0.0,0.0,0.0
84cf8cdffffffff,2.0,0.0,0.0,0.0,0.0
84cf8d1ffffffff,2.0,0.0,0.0,0.0,0.0
84cf8ddffffffff,3.0,0.0,0.0,0.0,0.0
84cf8e1ffffffff,7.0,0.0,0.0,0.0,0.0
84cf8e3ffffffff,1.0,0.0,0.0,0.0,0.0
84cf8e9ffffffff,50.0,0.0,0.0,0.0,0.0
84cf8ebffffffff,19.0,0.0,0.0,0.0,1.0
84cf8edffffffff,27.0,0.0,0.0,0.0,0.0
84cf913ffffffff,70.0,0.0,0.0,0.0,16.0
84cf943ffffffff,47.0,0.0,0.0,0.0,0.0
84cf94bffffffff,1.0,0.0,0.0,0.0,0.0
84cf955ffffffff,5.0,0.0,0.0,0.0,0.0
84cf959ffffffff,4.0,0.0,0.0,0.0,0.0
84cf989ffffffff,2.0,0.0,0.0,0.0,0.0
84cf98bffffffff,9.0,0.0,0.0,0.0,0.0
84cf98dffffffff,35.0,0.0,0.0,0.0,0.0
84cf993ffffffff,2.0,0.0,0.0,0.0,0.0
84cf999ffffffff,2.0,0.0,0.0,0.0,0.0
84cf9b7ffffffff,1.0,0.0,0.0,0.0,0.0
84cf9c7ffffffff,3.0,0.0,0.0,0.0,0.0
84cf9d3ffffffff,5.0,0.0,0.0,0.0,0.0
84cf9d5ffffffff,2.0,0.0,0.0,0.0,0.0
84cf9e1ffffffff,37.0,0.0,0.0,0.0,0.0
84cf9e3ffffffff,16.0,0.0,0.0,0.0,0.0
84cf9e9ffffffff,41.0,0.0,0.0,0.0,0.0
84cf9ebffffffff,84.0,0.0,0.0,0.0,0.0
84cfa01ffffffff,9.0,0.0,0.0,0.0,0.0
84cfa07ffffffff,1.0,0.0,0.0,0.0,0.0
84cfa09ffffffff,1.0,0.0,0.0,0.0,0.0
84cfa0dffffffff,4.0,0.0,0.0,0.0,0.0
84cfa13ffffffff,3.0,0.0,0.0,0.0,0.0
84cfa17ffffffff,8.0,0.0,0.0,0.0,0.0
84cfa1bffffffff,3.0,0.0,0.0,0.0,0.0
84cfa21ffffffff,40.0,0.0,0.0,0.0,0.0
84cfa23ffffffff,6.0,0.0,0.0,0.0,0.0
84cfa2bffffffff,9.0,0.0,0.0,0.0,0.0
84cfa35ffffffff,2.0,0.0,0.0,0.0,0.0
84cfa41ffffffff,14.0,0.0,0.0,0.0,1.0
84cfa43ffffffff,2.0,0.0,0.0,0.0,0.0
84cfa45ffffffff,121.0,0.0,0.0,0.0,0.0
84cfa47ffffffff,17.0,0.0,0.0,0.0,0.0
84cfa49ffffffff,32.0,0.0,0.0,0.0,0.0
84cfa4bffffffff,7.0,0.0,0.0,0.0,0.0
84cfa4dffffffff,19.0,0.0,0.0,0.0,0.0
84cfa57ffffffff,2.0,0.0,0.0,0.0,2.0
84cfa59ffffffff,4.0,0.0,0.0,0.0,0.0
84cfa5dffffffff,2.0,0.0,0.0,0.0,0.0
84cfa89ffffffff,5.0,0.0,0.0,0.0,0.0
84cfaa1ffffffff,84.0,0.0,0.0,0.0,11.0
84cfaa7ffffffff,4.0,0.0,0.0,0.0,0.0
84cfaadffffffff,44.0,0.0,0.0,0.0,9.0
84cfac5ffffffff,18.0,0.0,0.0,0.0,2.0
84cfac7ffffffff,1.0,0.0,0.0,0.0,0.0
84cfac9ffffffff,7.0,0.0,0.0,0.0,0.0
84cfacdffffffff,19.0,0.0,0.0,0.0,3.0
84cfae1ffffffff,9.0,0.0,0.0,0.0,1.0
84cfae3ffffffff,4.0,0.0,0.0,0.0,0.0
84cfae7ffffffff,8.0,0.0,0.0,0.0,2.0
84cfaebffffffff,5.0,0.0,0.0,0.0,2.0
84cfb11ffffffff,4.0,0.0,0.0,0.0,0.0
84cfb13ffffffff,19.0,0.0,0.0,0.0,0.0
84cfb17ffffffff,2.0,0.0,0.0,0.0,0.0
84cfb1bffffffff,1.0,0.0,0.0,0.0,0.0
84de62dffffffff,61.0,0.0,0.0,0.0,13.0
84de661ffffffff,2.0,0.0,0.0,0.0,2.0
84de665ffffffff,16.0,0.0,0.0,0.0,1.0
84de701ffffffff,23.0,0.0,0.0,0.0,1.0
84de703ffffffff,11.0,0.0,0.0,0.0,4.0
84de707ffffffff,101.0,0.0,0.0,0.0,35.0
84de709ffffffff,2.0,0.0,0.0,0.0,0.0
84de70bffffffff,7.0,0.0,0.0,0.0,2.0
84de719ffffffff,7.0,0.0,0.0,0.0,2.0
84de71dffffffff,4.0,0.0,0.0,0.0,0.0
84de743ffffffff,10.0,0.0,0.0,0.0,0.0
84de74bffffffff,1.0,0.0,0.0,0.0,0.0
84de753ffffffff,16.0,0.0,0.0,0.0,7.0
84df41bffffffff,1.0,0.0,0.0,0.0,1.0
84df423ffffffff,5.0,0.0,0.0,0.0,0.0
84df427ffffffff,2.0,0.0,0.0,0.0,2.0
84df451ffffffff,8.0,0.0,0.0,0.0,1.0
84df455ffffffff,3.0,0.0,0.0,0.0,0.0
84df459ffffffff,13.0,0.0,0.0,0.0,6.0
84df45bffffffff,1.0,0.0,0.0,0.0,0.0
84df4d9ffffffff,21.0,0.0,0.0,0.0,0.0
84df683ffffffff,20.0,0.0,0.0,0.0,0.0
84df687ffffffff,5.0,0.0,0.0,0.0,0.0
84df68bffffffff,4.0,0.0,0.0,0.0,0.0
84df691ffffffff,11.0,0.0,0.0,0.0,0.0
84df693ffffffff,13.0,0.0,0.0,0.0,0.0
84df695ffffffff,2.0,0.0,0.0,0.0,0.0
84df697ffffffff,8.0,0.0,0.0,0.0,0.0
84df699ffffffff,33.0,0.0,0.0,0.0,0.0
84df69bffffffff,2.0,0.0,0.0,0.0,0.0
84df69dffffffff,35.0,0.0,0.0,0.0,0.0
84df6a3ffffffff,15.0,0.0,0.0,0.0,0.0
84df6a9ffffffff,1.0,0.0,0.0,0.0,0.0
84df6adffffffff,4.0,0.0,0.0,0.0,0.0
84df6b3ffffffff,2.0,0.0,0.0,0.0,0.0
84df6b7ffffffff,2.0,0.0,0.0,0.0,0.0
84df6b9ffffffff,3.0,0.0,0.0,0.0,0.0
84df6bbffffffff,10.0,0.0,0.0,0.0,0.0
84df6d7ffffffff,2.0,0.0,0.0,0.0,0.0
