cell_id,Toxostoma curvirostre,Toxostoma curvirostre [curvirostre Group],Toxostoma curvirostre [palmeri Group]
8449863ffffffff,57.0,0.0,0.0
8449865ffffffff,138.0,9.0,0.0
8449867ffffffff,43.0,5.0,0.0
8449869ffffffff,3.0,0.0,0.0
844986bffffffff,2.0,0.0,0.0
844986dffffffff,69.0,19.0,0.0
8449881ffffffff,3.0,0.0,0.0
8449885ffffffff,70.0,0.0,0.0
8449887ffffffff,10.0,0.0,0.0
8449889ffffffff,19.0,0.0,0.0
844988bffffffff,5.0,0.0,0.0
844988dffffffff,173.0,0.0,0.0
8449893ffffffff,4.0,0.0,0.0
8449899ffffffff,4.0,0.0,0.0
84498adffffffff,2.0,0.0,0.0
84498b3ffffffff,2.0,0.0,0.0
84498b9ffffffff,4.0,4.0,0.0
84498bdffffffff,16.0,0.0,0.0
84498c1ffffffff,2.0,0.0,0.0
84498c5ffffffff,6.0,0.0,0.0
84498c7ffffffff,15.0,0.0,0.0
84498c9ffffffff,135.0,0.0,0.0
84498cdffffffff,6.0,0.0,0.0
84498d7ffffffff,2.0,0.0,0.0
84498e1ffffffff,10.0,0.0,0.0
84498e3ffffffff,139.0,0.0,0.0
84498e7ffffffff,2.0,0.0,0.0
84498e9ffffffff,7.0,0.0,0.0
84498ebffffffff,88.0,0.0,0.0
84498edffffffff,15.0,0.0,0.0
8449909ffffffff,3.0,0.0,0.0
844990bffffffff,13.0,4.0,0.0
844990dffffffff,286.0,68.0,0.0
8449911ffffffff,11.0,0.0,0.0
8449919ffffffff,36.0,1.0,0.0
844991bffffffff,8.0,0.0,0.0
844991dffffffff,44.0,11.0,0.0
8449941ffffffff,78.0,0.0,0.0
8449943ffffffff,129.0,0.0,0.0
8449945ffffffff,9.0,2.0,0.0
8449947ffffffff,33.0,0.0,0.0
8449949ffffffff,7.0,0.0,0.0
844994bffffffff,876.0,10.0,0.0
844994dffffffff,37.0,10.0,0.0
8449951ffffffff,537.0,96.0,0.0
8449953ffffffff,427.0,17.0,0.0
8449955ffffffff,27.0,0.0,0.0
8449957ffffffff,334.0,3.0,0.0
8449959ffffffff,4199.0,532.0,0.0
844995bffffffff,2203.0,198.0,0.0
844995dffffffff,67.0,2.0,0.0
8449963ffffffff,45.0,10.0,0.0
844996bffffffff,98.0,15.0,0.0
8449981ffffffff,5.0,0.0,0.0
8449983ffffffff,2.0,0.0,0.0
8449987ffffffff,3.0,0.0,0.0
8449993ffffffff,4.0,0.0,0.0
844999dffffffff,2.0,0.0,0.0
84499b1ffffffff,12.0,0.0,0.0
84499b3ffffffff,2.0,0.0,0.0
84499b5ffffffff,5.0,0.0,0.0
84499b9ffffffff,1.0,0.0,0.0
84499bbffffffff,14.0,0.0,0.0
84499c1ffffffff,5.0,0.0,0.0
84499c9ffffffff,14.0,0.0,0.0
84499cbffffffff,5.0,0.0,0.0
84499cdffffffff,4.0,0.0,0.0
84499d1ffffffff,21.0,0.0,0.0
84499d3ffffffff,2.0,0.0,0.0
84499d9ffffffff,6.0,0.0,0.0
84499dbffffffff,23.0,0.0,0.0
8449a81ffffffff,4.0,0.0,0.0
8449a83ffffffff,6.0,0.0,0.0
8449a85ffffffff,93.0,0.0,1.0
8449a87ffffffff,14.0,0.0,0.0
8449a95ffffffff,2.0,0.0,0.0
8449a97ffffffff,4.0,0.0,0.0
8449aa1ffffffff,196.0,0.0,0.0
8449aa3ffffffff,701.0,0.0,2.0
8449aa5ffffffff,51.0,0.0,0.0
8449aa7ffffffff,28.0,0.0,0.0
8449aa9ffffffff,57.0,0.0,0.0
8449aabffffffff,118.0,0.0,0.0
8449ab1ffffffff,114.0,0.0,0.0
8449ab3ffffffff,8.0,0.0,0.0
8449ab5ffffffff,254.0,0.0,0.0
8449ab7ffffffff,5.0,0.0,0.0
8449ab9ffffffff,1.0,0.0,0.0
8449abbffffffff,13.0,0.0,0.0
8449abdffffffff,93.0,0.0,3.0
8449b03ffffffff,17.0,0.0,0.0
8449b1dffffffff,1.0,0.0,0.0
8449b21ffffffff,23.0,2.0,0.0
8449b23ffffffff,4.0,0.0,0.0
8449b25ffffffff,9.0,0.0,0.0
8449b29ffffffff,5.0,2.0,0.0
8449b2bffffffff,29.0,0.0,0.0
8449b2dffffffff,351.0,1.0,0.0
8449b31ffffffff,77.0,0.0,0.0
8449b33ffffffff,690.0,114.0,0.0
8449b35ffffffff,75.0,5.0,0.0
8449b37ffffffff,163.0,16.0,0.0
8449b3bffffffff,61.0,0.0,0.0
8449b65ffffffff,1.0,0.0,0.0
8449b67ffffffff,2.0,0.0,0.0
846d305ffffffff,46.0,2.0,0.0
846d323ffffffff,42.0,0.0,0.0
846d325ffffffff,7.0,0.0,0.0
846d329ffffffff,2.0,0.0,0.0
846d32bffffffff,1668.0,153.0,0.0
846d32dffffffff,5.0,0.0,0.0
846d335ffffffff,13.0,0.0,0.0
846d339ffffffff,2.0,0.0,0.0
846d33dffffffff,571.0,48.0,0.0
846d361ffffffff,4.0,0.0,0.0
846d365ffffffff,89.0,17.0,0.0
846d367ffffffff,31.0,3.0,0.0
846d36dffffffff,54.0,7.0,0.0
