cell_id,Pachyglossa agilis,Pachyglossa agilis agilis/zeylonica,Pachyglossa agilis [obsoleta Group],Pachyglossa agilis [aeruginosa Group]
8465b09ffffffff,13.0,0.0,0.0,0.0
8465b0dffffffff,2.0,0.0,0.0,0.0
8465b21ffffffff,2.0,0.0,0.0,0.0
8465b23ffffffff,2.0,0.0,0.0,0.0
8465b2bffffffff,35.0,0.0,0.0,0.0
8465b39ffffffff,7.0,0.0,0.0,0.0
8465b3dffffffff,59.0,0.0,0.0,0.0
8465b61ffffffff,17.0,0.0,0.0,0.0
8465b63ffffffff,1.0,0.0,0.0,0.0
8465b67ffffffff,5.0,0.0,0.0,0.0
8468025ffffffff,6.0,0.0,0.0,0.0
8468101ffffffff,3.0,0.0,0.0,0.0
846811bffffffff,1.0,0.0,0.0,0.0
846818dffffffff,16.0,0.0,0.0,0.0
846819dffffffff,1.0,0.0,0.0,0.0
84681c3ffffffff,12.0,0.0,0.0,0.0
8468281ffffffff,38.0,0.0,0.0,9.0
8468285ffffffff,15.0,0.0,0.0,10.0
84684e5ffffffff,16.0,0.0,0.0,10.0
846856bffffffff,5.0,0.0,0.0,0.0
84685d7ffffffff,2.0,0.0,0.0,2.0
84688adffffffff,2.0,0.0,0.0,0.0
8469345ffffffff,7.0,0.0,0.0,0.0
8469439ffffffff,6.0,0.0,0.0,0.0
84694a9ffffffff,2.0,0.0,0.0,2.0
84694e1ffffffff,34.0,0.0,0.0,11.0
84694e5ffffffff,68.0,0.0,0.0,27.0
84694edffffffff,4.0,0.0,0.0,1.0
8469585ffffffff,1.0,0.0,0.0,0.0
846958bffffffff,1.0,0.0,0.0,0.0
84695d1ffffffff,3.0,0.0,0.0,0.0
8469685ffffffff,2.0,0.0,0.0,2.0
846968bffffffff,1.0,0.0,0.0,0.0
846969dffffffff,1.0,0.0,0.0,1.0
84696a3ffffffff,8.0,0.0,0.0,0.0
84696a9ffffffff,3.0,0.0,0.0,0.0
84696d7ffffffff,9.0,0.0,0.0,8.0
848c961ffffffff,8.0,0.0,0.0,0.0
848c967ffffffff,1.0,0.0,0.0,0.0
848cd35ffffffff,1.0,0.0,0.0,0.0
848cd55ffffffff,2.0,0.0,0.0,0.0
849421bffffffff,1.0,0.0,0.0,0.0
8494231ffffffff,6.0,0.0,4.0,0.0
8494235ffffffff,10.0,0.0,7.0,0.0
8494237ffffffff,8.0,0.0,0.0,0.0
84942c1ffffffff,2.0,0.0,0.0,0.0
84942d3ffffffff,2.0,0.0,0.0,0.0
84942d5ffffffff,2.0,0.0,0.0,0.0
8495185ffffffff,7.0,0.0,0.0,0.0
84951a7ffffffff,2.0,0.0,2.0,0.0
84951abffffffff,3.0,0.0,0.0,0.0
84951e3ffffffff,16.0,0.0,4.0,0.0
84951e7ffffffff,2.0,0.0,0.0,0.0
8495533ffffffff,4.0,0.0,3.0,0.0
8495a53ffffffff,10.0,0.0,0.0,0.0
8495a91ffffffff,6.0,0.0,4.0,0.0
8495a99ffffffff,23.0,0.0,7.0,0.0
8495a9bffffffff,11.0,0.0,3.0,0.0
8495ad7ffffffff,3.0,0.0,3.0,0.0
