cell_id,Ramphastos tucanus,Ramphastos tucanus tucanus,Ramphastos tucanus cuvieri/inca
848f741ffffffff,4.0,0.0,0.0
848f745ffffffff,4.0,0.0,0.0
848f74bffffffff,20.0,0.0,0.0
848f763ffffffff,5.0,0.0,0.0
84a8591ffffffff,1.0,0.0,0.0
84a8c97ffffffff,16.0,0.0,0.0
84b324bffffffff,1.0,0.0,0.0
84b3253ffffffff,1.0,0.0,0.0
84b3259ffffffff,4.0,0.0,0.0
84b325bffffffff,2.0,0.0,0.0
