cell_id,Cnemotriccus fuscatus,Cnemotriccus fuscatus duidae,Cnemotriccus fuscatus [fuscatus Group]
84a9637ffffffff,3.0,0.0,0.0
84a963dffffffff,3.0,0.0,0.0
84a9685ffffffff,15.0,0.0,0.0
84a96a5ffffffff,6.0,0.0,0.0
84a96adffffffff,16.0,0.0,0.0
84a96b1ffffffff,2.0,0.0,0.0
84a96b5ffffffff,4.0,0.0,0.0
84a96b9ffffffff,4.0,0.0,0.0
84a96c5ffffffff,8.0,0.0,0.0
84a96e5ffffffff,8.0,0.0,0.0
84a96e7ffffffff,3.0,0.0,0.0
84a96e9ffffffff,4.0,0.0,0.0
84a9711ffffffff,8.0,0.0,0.0
84a9717ffffffff,3.0,0.0,0.0
84a9719ffffffff,3.0,0.0,0.0
84a973bffffffff,2.0,0.0,0.0
84a973dffffffff,2.0,0.0,0.0
84a9753ffffffff,1.0,0.0,0.0
84a9757ffffffff,1.0,0.0,0.0
84a976dffffffff,3.0,0.0,0.0
84b2655ffffffff,1.0,0.0,0.0
84b2741ffffffff,1.0,0.0,0.0
84b340dffffffff,3.0,0.0,0.0
84b3423ffffffff,1.0,0.0,0.0
84b3425ffffffff,7.0,0.0,0.0
84b3429ffffffff,2.0,0.0,0.0
84b342bffffffff,2.0,0.0,0.0
84b3435ffffffff,9.0,0.0,0.0
84b3437ffffffff,2.0,0.0,0.0
84b34b1ffffffff,4.0,0.0,0.0
84b34bdffffffff,2.0,0.0,0.0
84b34dbffffffff,2.0,0.0,0.0
84b3513ffffffff,2.0,0.0,0.0
84b3583ffffffff,2.0,0.0,0.0
84b3589ffffffff,29.0,0.0,0.0
84b358dffffffff,1.0,0.0,0.0
84b35b1ffffffff,1.0,0.0,0.0
84b35b5ffffffff,3.0,0.0,0.0
84b35b9ffffffff,5.0,0.0,0.0
84b35c1ffffffff,5.0,0.0,0.0
84b35c5ffffffff,12.0,0.0,0.0
84b35c7ffffffff,9.0,0.0,0.0
84b35c9ffffffff,4.0,0.0,0.0
84b35cdffffffff,4.0,0.0,0.0
84b35d5ffffffff,1.0,0.0,0.0
84b35e3ffffffff,1.0,0.0,0.0
84b35e9ffffffff,12.0,0.0,0.0
84b3629ffffffff,2.0,0.0,0.0
84b3633ffffffff,2.0,0.0,0.0
84b3661ffffffff,3.0,0.0,0.0
84b366dffffffff,2.0,0.0,0.0
84b369bffffffff,2.0,0.0,0.0
