cell_id,Xiphorhynchus guttatus,Xiphorhynchus guttatus [guttatus Group],Xiphorhynchus guttatus guttatoides/dorbignyanus,Xiphorhynchus guttatus [eytoni Group]
848f463ffffffff,27.0,0.0,14.0,0.0
848f465ffffffff,4.0,0.0,2.0,0.0
848f467ffffffff,3.0,0.0,0.0,0.0
848f485ffffffff,16.0,0.0,0.0,0.0
848f489ffffffff,27.0,0.0,0.0,0.0
848f48dffffffff,50.0,0.0,0.0,0.0
848f495ffffffff,2.0,0.0,0.0,0.0
848f4a9ffffffff,2.0,0.0,0.0,0.0
848f4abffffffff,2.0,0.0,0.0,0.0
848f4b3ffffffff,7.0,0.0,0.0,0.0
848f4c7ffffffff,46.0,0.0,0.0,0.0
848f4e3ffffffff,2.0,0.0,0.0,0.0
848f4e7ffffffff,4.0,0.0,0.0,0.0
848f559ffffffff,1.0,0.0,1.0,0.0
848f5d3ffffffff,14.0,0.0,0.0,0.0
848f611ffffffff,14.0,0.0,0.0,0.0
848f613ffffffff,55.0,0.0,0.0,0.0
848f617ffffffff,1.0,0.0,0.0,0.0
848f619ffffffff,8.0,0.0,0.0,0.0
848f61bffffffff,151.0,0.0,0.0,0.0
848f625ffffffff,10.0,0.0,0.0,0.0
848f635ffffffff,2.0,0.0,0.0,0.0
848f637ffffffff,2.0,0.0,0.0,0.0
848f655ffffffff,6.0,0.0,0.0,0.0
848f657ffffffff,11.0,0.0,0.0,0.0
848f6b5ffffffff,36.0,0.0,25.0,0.0
848f6cdffffffff,2.0,0.0,0.0,0.0
848f6e9ffffffff,29.0,0.0,0.0,0.0
848f6ebffffffff,4.0,0.0,0.0,0.0
848f6edffffffff,1.0,0.0,0.0,0.0
848f705ffffffff,8.0,0.0,3.0,0.0
848f719ffffffff,5.0,0.0,0.0,0.0
848f71bffffffff,36.0,0.0,0.0,0.0
848f71dffffffff,3.0,0.0,0.0,0.0
848f729ffffffff,6.0,0.0,0.0,0.0
848f72bffffffff,37.0,0.0,9.0,0.0
848f733ffffffff,2.0,0.0,0.0,0.0
848f73dffffffff,2.0,0.0,2.0,0.0
848f74bffffffff,15.0,0.0,0.0,0.0
848f74dffffffff,2.0,0.0,0.0,0.0
848f763ffffffff,14.0,0.0,0.0,0.0
848f76bffffffff,6.0,0.0,0.0,0.0
84a5969ffffffff,275.0,126.0,0.0,0.0
84a596dffffffff,5.0,0.0,0.0,0.0
84a8403ffffffff,1.0,0.0,1.0,0.0
84a8411ffffffff,15.0,0.0,13.0,0.0
84a8413ffffffff,2.0,0.0,0.0,0.0
84a8417ffffffff,2.0,0.0,2.0,0.0
84a8439ffffffff,2.0,0.0,2.0,0.0
84a844dffffffff,2.0,0.0,0.0,0.0
84a8463ffffffff,3.0,0.0,0.0,0.0
84a84a5ffffffff,4.0,0.0,2.0,0.0
84a84d9ffffffff,4.0,0.0,0.0,0.0
84a84e1ffffffff,3.0,0.0,3.0,0.0
84a8591ffffffff,558.0,0.0,79.0,2.0
84a8597ffffffff,3.0,0.0,0.0,0.0
84a8599ffffffff,114.0,0.0,5.0,1.0
84a85b3ffffffff,3.0,0.0,0.0,0.0
84a85b7ffffffff,3.0,0.0,2.0,0.0
84a85b9ffffffff,6.0,0.0,1.0,0.0
84a85d3ffffffff,255.0,0.0,25.0,0.0
84a85d7ffffffff,12.0,0.0,0.0,0.0
84a86b7ffffffff,2.0,0.0,0.0,0.0
84a882dffffffff,2.0,2.0,0.0,0.0
84a8917ffffffff,223.0,72.0,0.0,0.0
84a8919ffffffff,1.0,1.0,0.0,0.0
84a8c01ffffffff,8.0,0.0,8.0,0.0
84a8c03ffffffff,49.0,0.0,49.0,0.0
84a8c05ffffffff,55.0,0.0,53.0,0.0
84a8c07ffffffff,4.0,0.0,4.0,0.0
84a8c09ffffffff,11.0,0.0,6.0,0.0
84a8c0dffffffff,24.0,0.0,18.0,0.0
84a8c15ffffffff,10.0,0.0,4.0,0.0
84a8c1dffffffff,2.0,0.0,0.0,0.0
84a8c2bffffffff,4.0,0.0,2.0,0.0
84a8c43ffffffff,4.0,0.0,4.0,0.0
84a8c47ffffffff,8.0,0.0,8.0,0.0
84a8c83ffffffff,1.0,0.0,0.0,0.0
84a8c97ffffffff,6.0,0.0,0.0,0.0
84a8c9bffffffff,5.0,0.0,5.0,0.0
84a8cebffffffff,14.0,0.0,7.0,0.0
84a8da1ffffffff,2.0,0.0,2.0,0.0
84a8dcbffffffff,1.0,0.0,0.0,0.0
84a8dd7ffffffff,4.0,0.0,4.0,0.0
84a8de1ffffffff,2.0,0.0,2.0,0.0
84a8de3ffffffff,6.0,0.0,6.0,0.0
84a8de7ffffffff,4.0,0.0,4.0,0.0
84a8ec9ffffffff,5.0,0.0,0.0,0.0
84b3221ffffffff,2.0,0.0,0.0,0.0
84b3253ffffffff,7.0,0.0,0.0,0.0
84b3661ffffffff,1.0,0.0,1.0,0.0
