cell_id,Chloris sinica,Chloris sinica [sinica Group],Chloris sinica kittlitzi
844b649ffffffff,4.0,0.0,0.0
844b64bffffffff,1.0,0.0,0.0
844b653ffffffff,13.0,0.0,0.0
844b657ffffffff,17.0,0.0,0.0
844b659ffffffff,17.0,0.0,0.0
844b65bffffffff,4.0,0.0,0.0
844b661ffffffff,17.0,0.0,0.0
844b665ffffffff,48.0,0.0,0.0
844b669ffffffff,1.0,0.0,0.0
844b66bffffffff,6.0,0.0,0.0
844b66dffffffff,4.0,0.0,0.0
844b6d3ffffffff,4.0,0.0,0.0
844b6d9ffffffff,2.0,0.0,0.0
844b6dbffffffff,2.0,0.0,0.0
844b71dffffffff,6.0,0.0,0.0
844b73dffffffff,2.0,0.0,0.0
844b751ffffffff,73.0,0.0,0.0
844b753ffffffff,37.0,0.0,0.0
844b757ffffffff,8.0,0.0,0.0
844b759ffffffff,186.0,0.0,0.0
844b75bffffffff,15.0,0.0,0.0
844b75dffffffff,2.0,0.0,0.0
844b845ffffffff,3.0,0.0,0.0
844b849ffffffff,3.0,0.0,0.0
844b86dffffffff,2.0,0.0,0.0
844ba01ffffffff,2.0,0.0,0.0
844ba03ffffffff,2.0,0.0,0.0
844ba05ffffffff,3.0,0.0,0.0
844ba09ffffffff,2.0,0.0,0.0
844ba0bffffffff,5.0,0.0,0.0
844ba0dffffffff,4.0,0.0,0.0
844ba15ffffffff,19.0,0.0,0.0
844ba1dffffffff,61.0,0.0,0.0
844ba27ffffffff,2.0,0.0,0.0
844ba29ffffffff,17.0,0.0,0.0
844ba2dffffffff,2.0,0.0,0.0
844ba57ffffffff,29.0,0.0,0.0
844ba63ffffffff,2.0,0.0,0.0
844bb51ffffffff,37.0,0.0,0.0
844bb53ffffffff,11.0,0.0,0.0
844bb59ffffffff,6.0,0.0,0.0
8465b61ffffffff,3.0,0.0,0.0
