cell_id,Fulmarus glacialis,Fulmarus glacialis glacialis/auduboni,Fulmarus glacialis rodgersii
842a317ffffffff,2.0,0.0,0.0
842a31bffffffff,28.0,0.0,0.0
842a31dffffffff,139.0,0.0,0.0
842a341ffffffff,3.0,0.0,0.0
842a343ffffffff,28.0,0.0,0.0
842a347ffffffff,6.0,0.0,0.0
842a349ffffffff,68.0,0.0,0.0
842a34bffffffff,109.0,0.0,0.0
842a351ffffffff,2.0,0.0,0.0
842a359ffffffff,13.0,0.0,0.0
842a35dffffffff,1.0,0.0,0.0
842ac61ffffffff,4.0,0.0,0.0
842ac69ffffffff,18.0,10.0,0.0
842af11ffffffff,99.0,35.0,0.0
842af17ffffffff,6.0,0.0,0.0
842af19ffffffff,2.0,0.0,0.0
842b0a1ffffffff,2.0,0.0,0.0
842b0a5ffffffff,5.0,0.0,0.0
842b0a7ffffffff,46.0,0.0,0.0
842b0c3ffffffff,12.0,0.0,0.0
842b0c5ffffffff,16.0,0.0,0.0
842b0c7ffffffff,24.0,0.0,0.0
842b0e9ffffffff,4.0,0.0,0.0
842b183ffffffff,114.0,0.0,0.0
842b187ffffffff,100.0,0.0,0.0
842b18bffffffff,125.0,0.0,0.0
842b191ffffffff,3.0,0.0,0.0
842b195ffffffff,10.0,0.0,0.0
842b199ffffffff,22.0,0.0,0.0
842b19bffffffff,70.0,0.0,0.0
842b19dffffffff,32.0,0.0,0.0
842b1b1ffffffff,27.0,0.0,0.0
842b1b3ffffffff,14.0,0.0,0.0
842b1b5ffffffff,11.0,0.0,0.0
842b1b7ffffffff,21.0,0.0,0.0
842b1b9ffffffff,62.0,0.0,0.0
842b1bbffffffff,4.0,0.0,0.0
842b1c3ffffffff,2.0,0.0,0.0
842b1cbffffffff,3.0,0.0,0.0
842b1d1ffffffff,2.0,0.0,0.0
842b1d5ffffffff,67.0,0.0,0.0
842b1d7ffffffff,73.0,0.0,0.0
842b1ddffffffff,5.0,0.0,0.0
842b207ffffffff,1.0,0.0,0.0
842b211ffffffff,13.0,0.0,0.0
842b215ffffffff,1.0,0.0,0.0
842b217ffffffff,2.0,0.0,0.0
842b219ffffffff,6.0,0.0,0.0
842b21dffffffff,2.0,0.0,0.0
842b231ffffffff,3.0,0.0,0.0
842b257ffffffff,23.0,0.0,0.0
842b291ffffffff,5.0,0.0,0.0
842b2cdffffffff,2.0,0.0,0.0
842b2e1ffffffff,8.0,0.0,0.0
842b2e9ffffffff,3.0,0.0,0.0
842b2ebffffffff,2.0,0.0,0.0
842b30dffffffff,3.0,0.0,0.0
842b345ffffffff,4.0,0.0,0.0
842b353ffffffff,2.0,0.0,0.0
842b363ffffffff,5.0,0.0,0.0
842b36bffffffff,2.0,0.0,0.0
842e011ffffffff,5.0,0.0,0.0
842e135ffffffff,1.0,0.0,1.0
842e139ffffffff,1.0,0.0,0.0
842e18bffffffff,2.0,0.0,0.0
842e19dffffffff,1.0,0.0,0.0
842e1d1ffffffff,4.0,0.0,0.0
842e1d5ffffffff,2.0,0.0,0.0
842e1d9ffffffff,4.0,0.0,0.0
842e2a1ffffffff,1.0,0.0,0.0
842e2dbffffffff,2.0,0.0,2.0
842e2e1ffffffff,5.0,0.0,0.0
842e801ffffffff,2.0,0.0,0.0
842e81bffffffff,2.0,0.0,0.0
842e81dffffffff,11.0,0.0,0.0
842e867ffffffff,7.0,0.0,0.0
842e889ffffffff,2.0,0.0,0.0
842e8c3ffffffff,3.0,0.0,3.0
842e8cbffffffff,6.0,0.0,6.0
842e8cdffffffff,5.0,0.0,0.0
842e8ddffffffff,2.0,0.0,0.0
842e983ffffffff,1.0,0.0,0.0
842e98bffffffff,2.0,0.0,0.0
842e9d1ffffffff,1.0,0.0,0.0
842e9d5ffffffff,2.0,0.0,0.0
842ea11ffffffff,2.0,0.0,2.0
842ea13ffffffff,1.0,0.0,1.0
842ea1bffffffff,2.0,0.0,2.0
842ea35ffffffff,2.0,0.0,2.0
842ea3dffffffff,6.0,0.0,6.0
842eac5ffffffff,9.0,0.0,3.0
842eac7ffffffff,2.0,0.0,0.0
842eb01ffffffff,1.0,0.0,0.0
842eb67ffffffff,1.0,0.0,0.0
842f581ffffffff,1.0,0.0,1.0
842f583ffffffff,1.0,0.0,1.0
842f5a5ffffffff,2.0,0.0,0.0
842f5bdffffffff,2.0,0.0,0.0
842f5d1ffffffff,4.0,0.0,4.0
842f5d7ffffffff,2.0,0.0,2.0
84316c1ffffffff,2.0,0.0,0.0
8432d91ffffffff,1.0,0.0,0.0
84364dbffffffff,2.0,0.0,0.0
8439241ffffffff,18.0,0.0,0.0
843925bffffffff,18.0,0.0,0.0
8448401ffffffff,4.0,0.0,0.0
8448407ffffffff,4.0,0.0,0.0
844842bffffffff,7.0,0.0,0.0
8448437ffffffff,1.0,0.0,0.0
8448439ffffffff,2.0,0.0,0.0
8448447ffffffff,6.0,0.0,0.0
844846bffffffff,2.0,0.0,0.0
8448483ffffffff,3.0,0.0,0.0
844848bffffffff,1.0,0.0,0.0
84484a1ffffffff,29.0,0.0,0.0
84484a5ffffffff,132.0,0.0,0.0
84484a7ffffffff,6.0,0.0,0.0
84484adffffffff,37.0,0.0,0.0
84484b3ffffffff,12.0,0.0,0.0
84484b5ffffffff,7.0,0.0,0.0
84484b7ffffffff,5.0,0.0,0.0
84484b9ffffffff,2.0,0.0,0.0
84484d5ffffffff,2.0,0.0,0.0
84485d9ffffffff,2.0,0.0,0.0
84485dbffffffff,2.0,0.0,0.0
84486a1ffffffff,2.0,0.0,0.0
