cell_id,Amazona farinosa,Amazona farinosa guatemalae/virenticeps,Amazona farinosa farinosa
848e643ffffffff,5.0,0.0,0.0
848e649ffffffff,1.0,0.0,0.0
848f295ffffffff,20.0,0.0,0.0
848f2a9ffffffff,3.0,0.0,0.0
848f2b9ffffffff,12.0,0.0,0.0
848f2bbffffffff,3.0,0.0,0.0
848f2bdffffffff,1.0,0.0,0.0
848f2c3ffffffff,3.0,0.0,0.0
848f2c9ffffffff,5.0,0.0,0.0
848f40dffffffff,2.0,0.0,0.0
848f44bffffffff,5.0,0.0,0.0
848f455ffffffff,2.0,0.0,0.0
848f461ffffffff,11.0,0.0,0.0
848f463ffffffff,3.0,0.0,0.0
848f465ffffffff,3.0,0.0,0.0
848f485ffffffff,12.0,0.0,0.0
848f487ffffffff,2.0,0.0,0.0
848f489ffffffff,30.0,0.0,0.0
848f48bffffffff,2.0,0.0,0.0
848f48dffffffff,25.0,0.0,0.0
848f4a1ffffffff,1.0,0.0,0.0
848f4a5ffffffff,2.0,0.0,0.0
848f4abffffffff,2.0,0.0,0.0
848f4c1ffffffff,2.0,0.0,0.0
848f4c5ffffffff,2.0,0.0,0.0
848f4c7ffffffff,19.0,0.0,0.0
848f5d3ffffffff,4.0,0.0,0.0
848f611ffffffff,20.0,0.0,0.0
848f613ffffffff,59.0,0.0,0.0
848f617ffffffff,3.0,0.0,0.0
848f619ffffffff,4.0,0.0,0.0
848f61bffffffff,138.0,0.0,0.0
848f633ffffffff,3.0,0.0,0.0
848f657ffffffff,1.0,0.0,0.0
848f6b3ffffffff,3.0,0.0,0.0
848f6b5ffffffff,4.0,0.0,4.0
848f6bbffffffff,4.0,0.0,0.0
848f6c9ffffffff,14.0,0.0,0.0
848f6cdffffffff,3.0,0.0,0.0
848f6e9ffffffff,48.0,0.0,0.0
848f6ebffffffff,4.0,0.0,0.0
848f6edffffffff,7.0,0.0,0.0
848f71bffffffff,6.0,0.0,0.0
848f74bffffffff,8.0,0.0,0.0
84a5961ffffffff,1.0,0.0,0.0
84a5969ffffffff,4.0,0.0,4.0
84a8105ffffffff,38.0,0.0,4.0
84a810dffffffff,353.0,0.0,0.0
84a8129ffffffff,10.0,0.0,0.0
84a812dffffffff,4.0,0.0,2.0
84a8163ffffffff,16.0,0.0,0.0
84a8167ffffffff,135.0,0.0,8.0
84a8591ffffffff,2.0,0.0,0.0
84a8831ffffffff,3.0,0.0,0.0
84a8839ffffffff,12.0,0.0,0.0
84a883bffffffff,30.0,0.0,8.0
84a8911ffffffff,2.0,0.0,0.0
84a8917ffffffff,236.0,0.0,42.0
84a8a53ffffffff,6.0,0.0,0.0
84b3253ffffffff,18.0,0.0,0.0
84b325bffffffff,2.0,0.0,0.0
