cell_id,Buteogallus anthracinus,Buteogallus anthracinus anthracinus,Buteogallus anthracinus [subtilis Group]
846d20bffffffff,2.0,0.0,0.0
846d211ffffffff,1.0,1.0,0.0
846d219ffffffff,1.0,0.0,0.0
846d21bffffffff,11.0,4.0,0.0
846d21dffffffff,48.0,4.0,0.0
846d221ffffffff,2.0,0.0,0.0
846d223ffffffff,6.0,0.0,0.0
846d225ffffffff,2.0,0.0,0.0
846d22bffffffff,12.0,0.0,0.0
846d22dffffffff,2.0,0.0,0.0
846d231ffffffff,8.0,0.0,0.0
846d233ffffffff,3.0,0.0,0.0
846d235ffffffff,2.0,2.0,0.0
846d237ffffffff,2.0,0.0,0.0
846d239ffffffff,4.0,0.0,0.0
846d23dffffffff,5.0,0.0,0.0
846d241ffffffff,14.0,0.0,0.0
846d243ffffffff,17.0,1.0,0.0
846d247ffffffff,7.0,0.0,0.0
846d24bffffffff,18.0,0.0,0.0
846d251ffffffff,10.0,0.0,0.0
846d253ffffffff,10.0,2.0,0.0
846d255ffffffff,15.0,1.0,0.0
846d257ffffffff,26.0,8.0,0.0
846d259ffffffff,3.0,1.0,0.0
846d25dffffffff,95.0,0.0,0.0
846d261ffffffff,3.0,0.0,0.0
846d267ffffffff,3.0,0.0,0.0
846d26bffffffff,12.0,0.0,0.0
846d283ffffffff,2.0,0.0,0.0
846d287ffffffff,20.0,2.0,0.0
846d295ffffffff,100.0,0.0,0.0
846d299ffffffff,13.0,3.0,0.0
846d29bffffffff,2.0,2.0,0.0
846d2a1ffffffff,17.0,1.0,0.0
846d2a3ffffffff,46.0,0.0,11.0
846d2a9ffffffff,6.0,3.0,0.0
846d2adffffffff,30.0,0.0,0.0
846d2b1ffffffff,3.0,0.0,0.0
846d2b3ffffffff,20.0,0.0,3.0
846d2b9ffffffff,43.0,0.0,0.0
846d2bbffffffff,14.0,0.0,0.0
846d2bdffffffff,9.0,2.0,0.0
846d2c3ffffffff,2.0,0.0,0.0
846d2c7ffffffff,3.0,0.0,0.0
846d2c9ffffffff,124.0,0.0,0.0
846d2cbffffffff,2.0,0.0,0.0
846d2d1ffffffff,31.0,3.0,0.0
846d2d3ffffffff,36.0,11.0,0.0
846d2d7ffffffff,69.0,56.0,0.0
846d2d9ffffffff,1.0,0.0,0.0
846d2dbffffffff,10.0,6.0,0.0
846d2e5ffffffff,40.0,20.0,0.0
846d2ebffffffff,7.0,5.0,0.0
846d303ffffffff,2.0,0.0,0.0
846d305ffffffff,28.0,6.0,0.0
846d307ffffffff,4.0,0.0,0.0
846d30dffffffff,38.0,10.0,0.0
846d311ffffffff,11.0,2.0,0.0
846d313ffffffff,33.0,2.0,0.0
846d315ffffffff,10.0,0.0,0.0
846d317ffffffff,6.0,0.0,0.0
846d319ffffffff,35.0,9.0,0.0
846d31bffffffff,38.0,4.0,0.0
846d333ffffffff,2.0,0.0,0.0
846d337ffffffff,47.0,11.0,0.0
846d339ffffffff,3.0,0.0,0.0
846d33bffffffff,4.0,0.0,0.0
846d341ffffffff,124.0,22.0,0.0
846d343ffffffff,15.0,4.0,0.0
846d345ffffffff,3.0,0.0,0.0
846d347ffffffff,7.0,0.0,0.0
846d34bffffffff,16.0,2.0,0.0
846d34dffffffff,876.0,21.0,0.0
846d359ffffffff,3.0,0.0,0.0
846d35bffffffff,27.0,3.0,0.0
846d35dffffffff,163.0,23.0,0.0
846d369ffffffff,3.0,0.0,0.0
846d36bffffffff,2.0,0.0,0.0
846d601ffffffff,162.0,0.0,43.0
846d605ffffffff,367.0,0.0,42.0
846d607ffffffff,16.0,1.0,0.0
846d609ffffffff,26.0,4.0,0.0
846d60dffffffff,187.0,2.0,35.0
846d613ffffffff,31.0,0.0,0.0
846d615ffffffff,3.0,0.0,0.0
846d617ffffffff,3.0,0.0,0.0
846d639ffffffff,101.0,3.0,7.0
846d63bffffffff,7.0,0.0,2.0
846d641ffffffff,420.0,77.0,0.0
846d643ffffffff,7.0,0.0,0.0
846d645ffffffff,213.0,44.0,0.0
846d647ffffffff,1.0,0.0,0.0
846d649ffffffff,9.0,0.0,0.0
846d64bffffffff,8.0,2.0,0.0
846d64dffffffff,10.0,2.0,0.0
846d651ffffffff,15.0,0.0,0.0
846d653ffffffff,9.0,0.0,2.0
846d655ffffffff,13.0,0.0,0.0
846d657ffffffff,9.0,0.0,0.0
846d65bffffffff,5.0,0.0,0.0
846d65dffffffff,9.0,3.0,0.0
846d661ffffffff,71.0,0.0,1.0
846d663ffffffff,276.0,0.0,104.0
846d667ffffffff,73.0,0.0,4.0
846d669ffffffff,3.0,0.0,0.0
846d66bffffffff,9.0,2.0,0.0
846d66dffffffff,149.0,32.0,0.0
846d681ffffffff,3.0,0.0,0.0
846d683ffffffff,211.0,0.0,0.0
846d685ffffffff,183.0,0.0,0.0
846d687ffffffff,128.0,0.0,0.0
846d689ffffffff,3.0,0.0,0.0
846d68dffffffff,198.0,0.0,0.0
846d693ffffffff,37.0,0.0,0.0
846d695ffffffff,973.0,0.0,0.0
846d697ffffffff,3425.0,0.0,3.0
846d699ffffffff,4.0,0.0,0.0
846d69bffffffff,17.0,0.0,0.0
846d6abffffffff,144.0,0.0,0.0
846d6b1ffffffff,34.0,0.0,1.0
846d6b9ffffffff,230.0,0.0,0.0
846d6bbffffffff,732.0,16.0,40.0
846d6bdffffffff,108.0,2.0,18.0
846d6c3ffffffff,3.0,0.0,0.0
846d6c7ffffffff,11.0,0.0,2.0
846d6c9ffffffff,8.0,0.0,0.0
846d6d1ffffffff,6.0,0.0,0.0
846d6d3ffffffff,6.0,0.0,0.0
846d6d5ffffffff,4.0,0.0,0.0
846d6dbffffffff,6.0,0.0,0.0
846d6e1ffffffff,6.0,0.0,0.0
846d6e9ffffffff,5.0,0.0,0.0
846d6ebffffffff,60.0,0.0,5.0
846d6edffffffff,25.0,0.0,0.0
846d741ffffffff,10.0,1.0,2.0
846d743ffffffff,61.0,3.0,2.0
846d745ffffffff,269.0,4.0,22.0
846d747ffffffff,93.0,0.0,2.0
846d749ffffffff,11.0,0.0,0.0
846d74bffffffff,45.0,4.0,0.0
846d751ffffffff,87.0,0.0,9.0
846d759ffffffff,16.0,0.0,2.0
846d75bffffffff,278.0,0.0,8.0
846d75dffffffff,70.0,0.0,2.0
846d769ffffffff,153.0,0.0,17.0
846d76dffffffff,119.0,0.0,36.0
848f0d1ffffffff,3.0,0.0,0.0
848f0ddffffffff,15.0,0.0,8.0
848f2a1ffffffff,2.0,0.0,0.0
848f2a9ffffffff,10.0,0.0,0.0
848f2abffffffff,6.0,0.0,0.0
848f2b5ffffffff,2.0,0.0,0.0
848f2b9ffffffff,59.0,0.0,29.0
848f2bbffffffff,28.0,0.0,9.0
848f2bdffffffff,23.0,0.0,5.0
848f2ebffffffff,3.0,0.0,0.0
