cell_id,Colaptes rubiginosus,Colaptes rubiginosus aeruginosus,Colaptes rubiginosus [rubiginosus Group],Colaptes rubiginosus rubripileus
846d681ffffffff,7.0,0.0,0.0,0.0
846d683ffffffff,8.0,0.0,0.0,0.0
846d689ffffffff,2.0,0.0,0.0,0.0
846d68bffffffff,637.0,0.0,0.0,0.0
846d68dffffffff,2.0,0.0,0.0,0.0
846d691ffffffff,2195.0,0.0,0.0,0.0
846d693ffffffff,109.0,0.0,0.0,0.0
846d695ffffffff,3.0,0.0,0.0,0.0
846d697ffffffff,10.0,0.0,0.0,0.0
846d699ffffffff,53.0,0.0,0.0,0.0
846d69bffffffff,531.0,0.0,0.0,0.0
846d69dffffffff,3467.0,0.0,0.0,0.0
846d6c3ffffffff,11.0,0.0,0.0,0.0
846d6c9ffffffff,5.0,0.0,0.0,0.0
846d6cbffffffff,1.0,0.0,0.0,0.0
846d6d1ffffffff,11.0,0.0,0.0,0.0
846d6d3ffffffff,23.0,0.0,0.0,0.0
846d6d5ffffffff,70.0,0.0,0.0,0.0
846d6d7ffffffff,16.0,0.0,0.0,0.0
846d6dbffffffff,2.0,0.0,0.0,0.0
846d6ddffffffff,15.0,0.0,0.0,0.0
846d741ffffffff,417.0,0.0,0.0,0.0
846d743ffffffff,59.0,0.0,0.0,0.0
846d745ffffffff,54.0,0.0,0.0,0.0
846d747ffffffff,10.0,0.0,0.0,0.0
846d749ffffffff,136.0,0.0,0.0,0.0
846d74bffffffff,773.0,0.0,0.0,0.0
846d74dffffffff,1.0,0.0,0.0,0.0
846d751ffffffff,2.0,0.0,0.0,0.0
846d759ffffffff,21.0,0.0,0.0,0.0
846d75bffffffff,8.0,0.0,0.0,0.0
846d75dffffffff,109.0,0.0,0.0,0.0
846d769ffffffff,7.0,0.0,0.0,0.0
846d76dffffffff,6.0,0.0,0.0,0.0
848a45dffffffff,1.0,0.0,0.0,0.0
848b0d1ffffffff,4.0,0.0,0.0,0.0
848b201ffffffff,2.0,0.0,0.0,0.0
848b203ffffffff,5.0,0.0,1.0,0.0
848b205ffffffff,21.0,0.0,1.0,0.0
848b20dffffffff,5.0,0.0,0.0,0.0
848b211ffffffff,13.0,0.0,0.0,0.0
848b213ffffffff,2.0,0.0,0.0,0.0
848b229ffffffff,11.0,0.0,1.0,0.0
848b22dffffffff,3.0,0.0,0.0,0.0
848b23bffffffff,1.0,0.0,0.0,0.0
848b24dffffffff,2.0,0.0,0.0,0.0
848b2a7ffffffff,2.0,0.0,0.0,0.0
848b2c5ffffffff,38.0,0.0,0.0,0.0
848b2cdffffffff,30.0,0.0,0.0,0.0
848b2dbffffffff,15.0,0.0,0.0,0.0
848b611ffffffff,4.0,0.0,2.0,0.0
848b613ffffffff,2.0,0.0,0.0,0.0
848b617ffffffff,642.0,0.0,35.0,0.0
848b625ffffffff,1.0,0.0,0.0,0.0
848b639ffffffff,2.0,0.0,0.0,0.0
848b63bffffffff,5.0,0.0,0.0,0.0
848b69bffffffff,1.0,0.0,0.0,0.0
848b6c1ffffffff,1.0,0.0,1.0,0.0
848b6c5ffffffff,16.0,0.0,0.0,0.0
848b6c9ffffffff,5.0,0.0,0.0,0.0
848b6cdffffffff,434.0,0.0,3.0,0.0
848b74bffffffff,2.0,0.0,0.0,0.0
848b759ffffffff,11.0,0.0,0.0,0.0
848b75bffffffff,27.0,0.0,0.0,0.0
848b761ffffffff,2.0,0.0,0.0,0.0
848e641ffffffff,21.0,0.0,0.0,0.0
848e643ffffffff,25.0,0.0,0.0,0.0
848e649ffffffff,21.0,0.0,0.0,0.0
848e64bffffffff,20.0,0.0,0.0,0.0
848e651ffffffff,8.0,0.0,0.0,0.0
848e657ffffffff,6.0,0.0,0.0,0.0
848e659ffffffff,3.0,0.0,0.0,0.0
848e6c9ffffffff,3.0,0.0,0.0,0.0
848e6d9ffffffff,1.0,0.0,1.0,0.0
848f081ffffffff,4.0,0.0,0.0,0.0
848f083ffffffff,4.0,0.0,0.0,0.0
848f089ffffffff,5.0,0.0,0.0,0.0
848f08bffffffff,6.0,0.0,0.0,0.0
848f093ffffffff,20.0,0.0,0.0,0.0
848f095ffffffff,81.0,0.0,0.0,0.0
848f099ffffffff,61.0,0.0,0.0,5.0
848f09dffffffff,5.0,0.0,0.0,0.0
848f0b9ffffffff,2.0,0.0,0.0,0.0
848f0d1ffffffff,31.0,0.0,0.0,1.0
848f0d3ffffffff,250.0,0.0,0.0,45.0
848f0d5ffffffff,23.0,0.0,0.0,3.0
848f0d7ffffffff,17.0,0.0,0.0,0.0
848f0d9ffffffff,24.0,0.0,0.0,2.0
848f0dbffffffff,169.0,0.0,0.0,9.0
848f0ddffffffff,22.0,0.0,0.0,0.0
848f21bffffffff,2.0,0.0,0.0,0.0
848f281ffffffff,1.0,0.0,0.0,0.0
848f283ffffffff,5.0,0.0,0.0,0.0
848f285ffffffff,6.0,0.0,0.0,4.0
848f287ffffffff,39.0,0.0,0.0,0.0
848f289ffffffff,5.0,0.0,0.0,4.0
848f28dffffffff,74.0,0.0,0.0,5.0
848f291ffffffff,43.0,0.0,0.0,0.0
848f293ffffffff,3.0,0.0,0.0,0.0
848f295ffffffff,145.0,0.0,0.0,0.0
848f297ffffffff,3.0,0.0,0.0,0.0
848f2a1ffffffff,28.0,0.0,0.0,0.0
848f2a7ffffffff,1.0,0.0,0.0,0.0
848f2a9ffffffff,252.0,0.0,0.0,13.0
848f2abffffffff,20.0,0.0,0.0,0.0
848f2b3ffffffff,2.0,0.0,0.0,0.0
848f2b9ffffffff,215.0,0.0,0.0,20.0
848f2bbffffffff,93.0,0.0,0.0,8.0
848f2bdffffffff,173.0,0.0,0.0,2.0
848f2c3ffffffff,14.0,0.0,0.0,1.0
848f2c7ffffffff,5.0,0.0,0.0,0.0
848f2c9ffffffff,11.0,0.0,0.0,0.0
848f2cbffffffff,93.0,0.0,0.0,0.0
848f2cdffffffff,51.0,0.0,0.0,0.0
848f2d3ffffffff,1.0,0.0,0.0,0.0
848f2d5ffffffff,4.0,0.0,0.0,1.0
848f2ddffffffff,9.0,0.0,0.0,0.0
848f2e3ffffffff,117.0,0.0,0.0,15.0
848f2e7ffffffff,10.0,0.0,0.0,1.0
848f2ebffffffff,60.0,0.0,0.0,0.0
848f401ffffffff,5.0,0.0,3.0,0.0
848f421ffffffff,24.0,0.0,0.0,0.0
848f425ffffffff,3.0,0.0,0.0,0.0
848f431ffffffff,4.0,0.0,0.0,0.0
848f439ffffffff,64.0,0.0,2.0,0.0
848f461ffffffff,3.0,0.0,0.0,0.0
848f463ffffffff,23.0,0.0,0.0,0.0
848f465ffffffff,7.0,0.0,0.0,0.0
848f467ffffffff,18.0,0.0,0.0,0.0
848f487ffffffff,4.0,0.0,0.0,0.0
848f4a5ffffffff,6.0,0.0,0.0,0.0
848f4adffffffff,48.0,0.0,0.0,0.0
848f4e5ffffffff,2.0,0.0,0.0,0.0
848f501ffffffff,112.0,0.0,0.0,10.0
848f503ffffffff,6.0,0.0,0.0,0.0
848f505ffffffff,111.0,0.0,0.0,0.0
848f507ffffffff,3.0,0.0,0.0,0.0
848f509ffffffff,24.0,0.0,0.0,0.0
848f50dffffffff,556.0,0.0,0.0,49.0
848f517ffffffff,3.0,0.0,0.0,0.0
848f51dffffffff,4.0,0.0,0.0,0.0
848f545ffffffff,72.0,0.0,0.0,0.0
848f547ffffffff,35.0,0.0,0.0,2.0
848f549ffffffff,9.0,0.0,0.0,0.0
848f54bffffffff,2.0,0.0,0.0,0.0
848f54dffffffff,37.0,0.0,0.0,0.0
848f55bffffffff,2.0,0.0,0.0,0.0
848f563ffffffff,34.0,0.0,0.0,0.0
848f569ffffffff,5.0,0.0,0.0,0.0
848f56bffffffff,28.0,0.0,0.0,0.0
848f5cbffffffff,2.0,0.0,0.0,0.0
848f5cdffffffff,3.0,0.0,0.0,0.0
848f5d9ffffffff,5.0,0.0,0.0,0.0
848f5ddffffffff,3.0,0.0,0.0,0.0
848f705ffffffff,54.0,0.0,1.0,0.0
848f721ffffffff,67.0,0.0,2.0,0.0
848f727ffffffff,12.0,0.0,0.0,0.0
848f729ffffffff,59.0,0.0,11.0,0.0
848f72bffffffff,7.0,0.0,0.0,0.0
848f72dffffffff,120.0,0.0,0.0,3.0
848f733ffffffff,89.0,0.0,8.0,0.0
848f737ffffffff,6.0,0.0,0.0,0.0
848f745ffffffff,25.0,0.0,0.0,0.0
848f74dffffffff,6.0,0.0,0.0,0.0
848f761ffffffff,5.0,0.0,0.0,0.0
848f763ffffffff,19.0,0.0,0.0,0.0
848f765ffffffff,91.0,0.0,0.0,5.0
848f767ffffffff,2.0,0.0,0.0,0.0
848f76bffffffff,77.0,0.0,0.0,0.0
848f76dffffffff,4.0,0.0,0.0,0.0
84b2701ffffffff,8.0,0.0,0.0,0.0
84b2707ffffffff,3.0,0.0,0.0,0.0
84b2709ffffffff,34.0,0.0,0.0,0.0
84b270bffffffff,29.0,0.0,0.0,0.0
84b2741ffffffff,15.0,0.0,0.0,0.0
84b2747ffffffff,12.0,0.0,0.0,0.0
84b2749ffffffff,24.0,0.0,0.0,0.0
84b3219ffffffff,1.0,0.0,0.0,0.0
84b324bffffffff,15.0,0.0,0.0,0.0
84b3253ffffffff,63.0,0.0,0.0,0.0
84b3257ffffffff,2.0,0.0,0.0,0.0
84b325bffffffff,10.0,0.0,0.0,0.0
84b3407ffffffff,2.0,0.0,0.0,0.0
84b340dffffffff,11.0,0.0,0.0,0.0
84b3421ffffffff,2.0,0.0,0.0,0.0
84b3423ffffffff,9.0,0.0,0.0,0.0
84b3425ffffffff,267.0,0.0,0.0,0.0
84b3427ffffffff,7.0,0.0,0.0,0.0
84b3429ffffffff,10.0,0.0,0.0,0.0
84b342dffffffff,9.0,0.0,0.0,0.0
84b3439ffffffff,1.0,0.0,0.0,0.0
84b3445ffffffff,11.0,0.0,0.0,0.0
84b3447ffffffff,15.0,0.0,0.0,0.0
84b3461ffffffff,3.0,0.0,0.0,0.0
84b346bffffffff,3.0,0.0,0.0,0.0
84b346dffffffff,8.0,0.0,0.0,0.0
84b3511ffffffff,85.0,0.0,0.0,0.0
84b3513ffffffff,138.0,0.0,0.0,0.0
84b3517ffffffff,2.0,0.0,0.0,0.0
84b351bffffffff,35.0,0.0,0.0,0.0
84b3585ffffffff,32.0,0.0,0.0,0.0
84b3587ffffffff,2.0,0.0,0.0,0.0
84b3589ffffffff,28.0,0.0,0.0,0.0
84b358dffffffff,2.0,0.0,0.0,0.0
84b35a1ffffffff,6.0,0.0,0.0,0.0
84b35a3ffffffff,17.0,0.0,0.0,0.0
84b35a9ffffffff,1.0,0.0,0.0,0.0
84b35b5ffffffff,142.0,0.0,0.0,0.0
84b35b9ffffffff,2.0,0.0,0.0,0.0
84b35bdffffffff,75.0,0.0,0.0,0.0
84b35c1ffffffff,19.0,0.0,0.0,0.0
84b35c3ffffffff,2.0,0.0,0.0,0.0
84b35c5ffffffff,115.0,0.0,0.0,0.0
84b35c7ffffffff,33.0,0.0,0.0,0.0
84b35c9ffffffff,179.0,0.0,0.0,0.0
84b35cdffffffff,31.0,0.0,0.0,0.0
84b35e1ffffffff,55.0,0.0,0.0,0.0
84b35e3ffffffff,8.0,0.0,0.0,0.0
84b35e9ffffffff,224.0,0.0,0.0,0.0
84b35edffffffff,6.0,0.0,0.0,0.0
84b362dffffffff,1.0,0.0,0.0,0.0
84b3661ffffffff,4.0,0.0,0.0,0.0
84b3733ffffffff,1.0,0.0,0.0,0.0
