cell_id,Patagioenas subvinacea,Patagioenas subvinacea subvinacea/berlepschi,Patagioenas subvinacea [purpureotincta Group]
848b8a5ffffffff,2.0,0.0,0.0
848b98bffffffff,18.0,0.0,0.0
848b999ffffffff,40.0,0.0,0.0
848b99dffffffff,56.0,0.0,0.0
848b9c3ffffffff,2.0,0.0,0.0
848b9c9ffffffff,2.0,0.0,0.0
848b9d1ffffffff,16.0,0.0,0.0
848b9d5ffffffff,455.0,0.0,20.0
848b9d7ffffffff,6.0,0.0,0.0
848ba63ffffffff,4.0,0.0,0.0
848ba6dffffffff,3.0,0.0,0.0
848bb59ffffffff,3.0,0.0,0.0
848e641ffffffff,2.0,0.0,0.0
848e643ffffffff,29.0,0.0,0.0
848e649ffffffff,3.0,0.0,0.0
848e64bffffffff,28.0,0.0,0.0
848e651ffffffff,8.0,0.0,0.0
848e659ffffffff,1.0,0.0,0.0
848e65bffffffff,1.0,0.0,0.0
848e6c9ffffffff,2.0,0.0,0.0
848f08bffffffff,1.0,0.0,0.0
848f0d1ffffffff,36.0,2.0,0.0
848f0d5ffffffff,1.0,0.0,0.0
848f0d9ffffffff,7.0,0.0,0.0
848f0dbffffffff,138.0,13.0,0.0
848f0ddffffffff,1.0,0.0,0.0
848f213ffffffff,3.0,0.0,0.0
848f21bffffffff,1.0,0.0,0.0
848f285ffffffff,2.0,2.0,0.0
848f289ffffffff,3.0,1.0,0.0
848f28dffffffff,3.0,0.0,0.0
848f291ffffffff,5.0,0.0,0.0
848f293ffffffff,2.0,0.0,0.0
848f295ffffffff,56.0,2.0,0.0
848f2a1ffffffff,4.0,0.0,0.0
848f2a7ffffffff,1.0,0.0,0.0
848f2a9ffffffff,46.0,2.0,0.0
848f2abffffffff,17.0,0.0,0.0
848f2b3ffffffff,1.0,0.0,0.0
848f2b9ffffffff,14.0,2.0,0.0
848f2bbffffffff,24.0,0.0,0.0
848f2bdffffffff,2.0,0.0,0.0
848f2c1ffffffff,2.0,0.0,0.0
848f2c3ffffffff,8.0,0.0,0.0
848f2c7ffffffff,3.0,0.0,0.0
848f2c9ffffffff,11.0,0.0,0.0
848f2cbffffffff,22.0,0.0,0.0
848f2cdffffffff,119.0,0.0,0.0
848f2d3ffffffff,2.0,0.0,0.0
848f2ddffffffff,3.0,0.0,0.0
848f2e3ffffffff,2.0,0.0,0.0
848f2e7ffffffff,5.0,0.0,0.0
848f2ebffffffff,1.0,0.0,0.0
848f401ffffffff,89.0,0.0,0.0
848f405ffffffff,2.0,0.0,0.0
848f407ffffffff,13.0,0.0,0.0
848f409ffffffff,1.0,0.0,0.0
848f40bffffffff,2.0,0.0,0.0
848f40dffffffff,4.0,0.0,0.0
848f41bffffffff,1.0,0.0,0.0
848f421ffffffff,42.0,0.0,0.0
848f42dffffffff,3.0,0.0,0.0
848f435ffffffff,4.0,0.0,0.0
848f437ffffffff,1.0,0.0,0.0
848f439ffffffff,86.0,0.0,0.0
848f43dffffffff,2.0,0.0,0.0
848f44bffffffff,22.0,0.0,0.0
848f455ffffffff,4.0,0.0,0.0
848f461ffffffff,15.0,0.0,0.0
848f463ffffffff,43.0,0.0,0.0
848f465ffffffff,64.0,0.0,0.0
848f467ffffffff,38.0,0.0,0.0
848f46bffffffff,8.0,0.0,0.0
848f483ffffffff,2.0,0.0,0.0
848f485ffffffff,2.0,0.0,0.0
848f489ffffffff,3.0,0.0,0.0
848f48dffffffff,15.0,0.0,0.0
848f4a5ffffffff,27.0,0.0,0.0
848f4adffffffff,40.0,0.0,0.0
848f4b3ffffffff,5.0,0.0,0.0
848f4b5ffffffff,2.0,0.0,0.0
848f4c7ffffffff,7.0,0.0,0.0
848f4e3ffffffff,2.0,0.0,0.0
848f4e5ffffffff,2.0,0.0,0.0
848f4e7ffffffff,3.0,0.0,0.0
848f549ffffffff,13.0,0.0,0.0
848f559ffffffff,3.0,0.0,0.0
848f5c9ffffffff,2.0,0.0,0.0
848f5d3ffffffff,7.0,0.0,0.0
848f5d7ffffffff,7.0,0.0,0.0
848f5d9ffffffff,3.0,0.0,0.0
848f5ddffffffff,2.0,0.0,0.0
848f611ffffffff,20.0,0.0,0.0
848f613ffffffff,84.0,0.0,0.0
848f619ffffffff,8.0,0.0,0.0
848f61bffffffff,137.0,0.0,0.0
848f625ffffffff,4.0,0.0,0.0
848f631ffffffff,1.0,0.0,0.0
848f633ffffffff,1.0,0.0,0.0
848f655ffffffff,29.0,0.0,0.0
848f657ffffffff,23.0,0.0,0.0
848f6b1ffffffff,4.0,0.0,0.0
848f6b3ffffffff,3.0,0.0,0.0
848f6b5ffffffff,32.0,0.0,19.0
848f6c9ffffffff,5.0,0.0,0.0
848f6cdffffffff,4.0,0.0,0.0
848f6e1ffffffff,5.0,0.0,0.0
848f6e9ffffffff,33.0,0.0,0.0
848f6ebffffffff,8.0,0.0,0.0
848f6edffffffff,3.0,0.0,0.0
848f705ffffffff,30.0,0.0,5.0
848f71bffffffff,12.0,0.0,0.0
848f71dffffffff,2.0,0.0,0.0
848f721ffffffff,78.0,0.0,16.0
848f727ffffffff,6.0,0.0,0.0
848f729ffffffff,23.0,0.0,0.0
848f72bffffffff,63.0,0.0,6.0
848f733ffffffff,198.0,0.0,0.0
848f737ffffffff,10.0,0.0,0.0
848f745ffffffff,29.0,0.0,3.0
848f749ffffffff,2.0,0.0,0.0
848f74bffffffff,7.0,0.0,0.0
848f74dffffffff,24.0,0.0,0.0
848f763ffffffff,17.0,0.0,0.0
848f765ffffffff,8.0,0.0,0.0
848f76bffffffff,21.0,0.0,0.0
84a8591ffffffff,3.0,0.0,0.0
84a8599ffffffff,4.0,0.0,0.0
84a85b9ffffffff,4.0,0.0,0.0
84a85d3ffffffff,4.0,0.0,0.0
84a8c9bffffffff,1.0,0.0,0.0
84a8ed5ffffffff,1.0,0.0,0.0
84b3219ffffffff,3.0,0.0,0.0
84b324bffffffff,1.0,0.0,0.0
84b3251ffffffff,3.0,0.0,0.0
84b3253ffffffff,7.0,0.0,0.0
84b3257ffffffff,1.0,0.0,0.0
84b3259ffffffff,2.0,0.0,0.0
84b325bffffffff,2.0,0.0,0.0
