cell_id,Limosa lapponica,Limosa lapponica [lapponica Group],Limosa lapponica [baueri Group]
84be8bdffffffff,89.0,0.0,6.0
84be8d1ffffffff,451.0,0.0,57.0
84be8d5ffffffff,495.0,0.0,47.0
84be8d9ffffffff,23.0,0.0,1.0
84be8ddffffffff,1448.0,0.0,175.0
84bea91ffffffff,39.0,0.0,3.0
84bea95ffffffff,226.0,0.0,118.0
84bea9bffffffff,5.0,0.0,3.0
84beab3ffffffff,65.0,0.0,10.0
84beab7ffffffff,19.0,0.0,2.0
84beabbffffffff,28.0,0.0,2.0
84bf49bffffffff,2.0,0.0,0.0
84bf4abffffffff,15.0,0.0,0.0
84bf4adffffffff,1.0,0.0,0.0
84bf4b9ffffffff,9.0,0.0,0.0
84bf4bbffffffff,2.0,0.0,0.0
84bf4bdffffffff,12.0,0.0,0.0
84bf4c1ffffffff,15.0,0.0,0.0
84bf4c3ffffffff,8.0,0.0,0.0
84bf4c9ffffffff,2.0,0.0,0.0
84bf4cbffffffff,170.0,0.0,0.0
84bf4ddffffffff,5.0,0.0,0.0
84bf4e7ffffffff,41.0,0.0,0.0
84bf4ebffffffff,3.0,0.0,0.0
84bf591ffffffff,4.0,0.0,0.0
84bf6b7ffffffff,10.0,0.0,0.0
84bf8b9ffffffff,97.0,0.0,24.0
84c9863ffffffff,16.0,0.0,0.0
84c9869ffffffff,10.0,0.0,0.0
84c986bffffffff,16.0,0.0,0.0
84c9917ffffffff,51.0,0.0,4.0
84c9931ffffffff,142.0,0.0,5.0
84c9935ffffffff,12.0,0.0,0.0
84c99c1ffffffff,2.0,0.0,0.0
84d44dbffffffff,3.0,0.0,0.0
84d8925ffffffff,2.0,0.0,0.0
84d8965ffffffff,22.0,0.0,0.0
84d8b65ffffffff,2.0,0.0,0.0
84da813ffffffff,7.0,0.0,0.0
84da819ffffffff,3.0,0.0,0.0
84da835ffffffff,2.0,0.0,0.0
84da843ffffffff,241.0,0.0,0.0
84da84bffffffff,4.0,0.0,0.0
84da851ffffffff,6.0,0.0,0.0
84da85bffffffff,56.0,0.0,0.0
84da85dffffffff,2.0,0.0,0.0
84da861ffffffff,14.0,0.0,0.0
84da867ffffffff,23.0,0.0,0.0
84da903ffffffff,1.0,0.0,0.0
84da907ffffffff,9.0,0.0,0.0
84da919ffffffff,3.0,0.0,0.0
84da91bffffffff,23.0,0.0,0.0
84da91dffffffff,1.0,0.0,0.0
84da921ffffffff,7.0,0.0,0.0
84da92bffffffff,16.0,0.0,0.0
84da94bffffffff,399.0,0.0,0.0
84da965ffffffff,34.0,0.0,0.0
84da9c9ffffffff,1.0,0.0,0.0
84daaa1ffffffff,315.0,0.0,0.0
84daaa3ffffffff,1.0,0.0,0.0
84daaa5ffffffff,74.0,0.0,0.0
84daaa7ffffffff,94.0,0.0,0.0
84daaa9ffffffff,2.0,0.0,0.0
84daaabffffffff,12.0,0.0,0.0
84daaadffffffff,55.0,0.0,0.0
84dab35ffffffff,2.0,0.0,0.0
84dab37ffffffff,180.0,0.0,0.0
