cell_id,Ramphocaenus melanurus,Ramphocaenus melanurus [rufiventris Group],Ramphocaenus melanurus [melanurus Group]
848adc5ffffffff,5.0,0.0,0.0
848ade3ffffffff,4.0,0.0,0.0
848adebffffffff,4.0,0.0,0.0
848ae5bffffffff,2.0,0.0,0.0
848af09ffffffff,4.0,0.0,0.0
848af0bffffffff,2.0,0.0,0.0
848af29ffffffff,131.0,0.0,0.0
848af2dffffffff,19.0,0.0,0.0
848af41ffffffff,2.0,0.0,0.0
848af4dffffffff,2.0,0.0,0.0
848af61ffffffff,22.0,0.0,0.0
848af63ffffffff,166.0,0.0,0.0
848af67ffffffff,240.0,0.0,0.0
848af6bffffffff,7.0,0.0,0.0
848b631ffffffff,1.0,0.0,0.0
848b633ffffffff,4.0,0.0,4.0
848b637ffffffff,5.0,0.0,0.0
848b693ffffffff,3.0,0.0,0.0
848b695ffffffff,2.0,0.0,0.0
848b6e5ffffffff,5.0,0.0,2.0
848b6edffffffff,1.0,0.0,0.0
848b713ffffffff,21.0,0.0,0.0
848b717ffffffff,2.0,0.0,0.0
848b821ffffffff,2.0,0.0,0.0
848b829ffffffff,1.0,0.0,0.0
848b82bffffffff,1.0,0.0,0.0
848b835ffffffff,1.0,0.0,0.0
848b849ffffffff,12.0,0.0,0.0
848b881ffffffff,2.0,0.0,0.0
848b8a1ffffffff,1.0,0.0,0.0
848b96dffffffff,1.0,0.0,0.0
848b999ffffffff,18.0,0.0,0.0
848b99dffffffff,45.0,0.0,0.0
848b9c9ffffffff,2.0,0.0,0.0
848b9d1ffffffff,4.0,0.0,0.0
848b9d5ffffffff,122.0,0.0,0.0
848ba6dffffffff,2.0,0.0,0.0
848e649ffffffff,1.0,0.0,0.0
848f08bffffffff,1.0,0.0,0.0
848f0d1ffffffff,33.0,0.0,0.0
848f287ffffffff,4.0,0.0,0.0
848f295ffffffff,10.0,0.0,0.0
848f2a9ffffffff,28.0,0.0,0.0
848f2abffffffff,21.0,0.0,0.0
848f2b9ffffffff,85.0,11.0,0.0
848f2bbffffffff,17.0,0.0,0.0
848f2bdffffffff,38.0,0.0,0.0
848f2c3ffffffff,9.0,0.0,0.0
848f2cdffffffff,56.0,0.0,0.0
848f401ffffffff,9.0,0.0,1.0
848f407ffffffff,2.0,0.0,0.0
848f44bffffffff,4.0,0.0,0.0
848f465ffffffff,1.0,0.0,0.0
848f48dffffffff,4.0,0.0,0.0
848f4c7ffffffff,14.0,0.0,0.0
848f61bffffffff,3.0,0.0,0.0
848f73dffffffff,1.0,0.0,1.0
84a5961ffffffff,4.0,0.0,0.0
84a5969ffffffff,131.0,0.0,0.0
84a596dffffffff,5.0,0.0,0.0
84a8061ffffffff,24.0,0.0,13.0
84a8065ffffffff,7.0,0.0,2.0
84a8067ffffffff,93.0,0.0,33.0
84a806dffffffff,2.0,0.0,0.0
84a8105ffffffff,144.0,0.0,2.0
84a8107ffffffff,3.0,0.0,2.0
84a8109ffffffff,85.0,0.0,24.0
84a810bffffffff,49.0,0.0,0.0
84a810dffffffff,27.0,0.0,0.0
84a8125ffffffff,2.0,0.0,0.0
84a8129ffffffff,6.0,0.0,2.0
84a812dffffffff,121.0,0.0,17.0
84a8143ffffffff,140.0,0.0,14.0
84a8151ffffffff,10.0,0.0,0.0
84a8153ffffffff,3.0,0.0,0.0
84a8155ffffffff,365.0,0.0,58.0
84a8157ffffffff,189.0,0.0,22.0
84a815bffffffff,201.0,0.0,24.0
84a8163ffffffff,4.0,0.0,0.0
84a8311ffffffff,24.0,0.0,0.0
84a8313ffffffff,1.0,0.0,0.0
84a8315ffffffff,10.0,0.0,0.0
84a8317ffffffff,36.0,0.0,0.0
84a8319ffffffff,16.0,0.0,0.0
84a831dffffffff,20.0,0.0,0.0
84a8331ffffffff,2.0,0.0,0.0
84a8333ffffffff,10.0,0.0,0.0
84a833bffffffff,61.0,0.0,0.0
84a8351ffffffff,1.0,0.0,0.0
84a8353ffffffff,60.0,0.0,0.0
84a8357ffffffff,31.0,0.0,0.0
84a835bffffffff,21.0,0.0,0.0
84a8805ffffffff,2.0,0.0,0.0
84a8829ffffffff,1.0,0.0,0.0
84a8917ffffffff,18.0,0.0,0.0
84a8a07ffffffff,9.0,0.0,0.0
84a8a13ffffffff,13.0,0.0,0.0
84a8a19ffffffff,64.0,0.0,0.0
84a8a1dffffffff,6.0,0.0,0.0
84a8a23ffffffff,4.0,0.0,0.0
84a8a27ffffffff,5.0,0.0,0.0
84a8a3dffffffff,2.0,0.0,0.0
84a8a53ffffffff,256.0,0.0,45.0
84a8a57ffffffff,1.0,0.0,0.0
84a8c97ffffffff,7.0,0.0,0.0
