cell_id,Camaroptera brachyura,Camaroptera brachyura [brevicaudata Group],Camaroptera brachyura [brachyura Group]
8497295ffffffff,1.0,0.0,0.0
849729bffffffff,1.0,1.0,0.0
84972abffffffff,1.0,1.0,0.0
84972c5ffffffff,88.0,26.0,4.0
84972cdffffffff,33.0,9.0,6.0
84972d5ffffffff,19.0,0.0,15.0
84972d7ffffffff,9.0,2.0,2.0
84972d9ffffffff,84.0,12.0,16.0
84972dbffffffff,4.0,4.0,0.0
84972ddffffffff,4.0,0.0,2.0
84972e3ffffffff,257.0,115.0,15.0
84972ebffffffff,34.0,18.0,0.0
8497313ffffffff,2.0,0.0,0.0
8497317ffffffff,3.0,0.0,0.0
8497357ffffffff,1.0,0.0,1.0
8497359ffffffff,2.0,0.0,0.0
8497403ffffffff,2.0,2.0,0.0
8497405ffffffff,28.0,2.0,0.0
8497409ffffffff,3.0,1.0,0.0
849740dffffffff,3.0,2.0,0.0
8497411ffffffff,5.0,5.0,0.0
8497415ffffffff,38.0,29.0,0.0
8497417ffffffff,27.0,17.0,0.0
8497419ffffffff,1.0,0.0,0.0
849741dffffffff,34.0,19.0,0.0
8497431ffffffff,72.0,22.0,0.0
8497435ffffffff,39.0,16.0,0.0
8497437ffffffff,59.0,25.0,0.0
8497439ffffffff,4.0,2.0,0.0
849743bffffffff,49.0,18.0,0.0
8497447ffffffff,8.0,8.0,0.0
8497459ffffffff,5.0,3.0,0.0
8497461ffffffff,4.0,1.0,0.0
849746bffffffff,2.0,0.0,0.0
8497485ffffffff,15.0,3.0,0.0
84974a9ffffffff,159.0,96.0,0.0
84974abffffffff,263.0,175.0,0.0
84974b9ffffffff,81.0,57.0,0.0
84974bbffffffff,3.0,0.0,0.0
84974bdffffffff,14.0,6.0,0.0
84974e1ffffffff,19.0,14.0,0.0
84974e3ffffffff,7.0,5.0,0.0
84974e5ffffffff,32.0,27.0,0.0
84974e9ffffffff,43.0,19.0,0.0
84974edffffffff,22.0,17.0,0.0
8497501ffffffff,1.0,0.0,0.0
8497503ffffffff,2.0,0.0,0.0
8497505ffffffff,2.0,1.0,0.0
8497509ffffffff,63.0,42.0,0.0
849750bffffffff,3.0,0.0,0.0
8497511ffffffff,3.0,0.0,0.0
8497513ffffffff,200.0,104.0,0.0
8497515ffffffff,316.0,208.0,0.0
8497517ffffffff,160.0,132.0,0.0
849751bffffffff,2.0,0.0,0.0
8497529ffffffff,2.0,0.0,0.0
8497535ffffffff,8.0,8.0,0.0
849753bffffffff,2.0,0.0,0.0
8497547ffffffff,5.0,5.0,0.0
8497557ffffffff,11.0,6.0,0.0
8497583ffffffff,6.0,5.0,0.0
8497587ffffffff,3.0,3.0,0.0
84975c1ffffffff,4.0,2.0,0.0
84975c5ffffffff,54.0,25.0,0.0
84975c7ffffffff,125.0,50.0,0.0
84975c9ffffffff,9.0,2.0,0.0
84975cbffffffff,18.0,8.0,0.0
84975d1ffffffff,13.0,11.0,0.0
84975d5ffffffff,6.0,0.0,0.0
84975d9ffffffff,17.0,17.0,0.0
84975dbffffffff,1.0,0.0,0.0
84975ddffffffff,12.0,9.0,0.0
84975e1ffffffff,14.0,10.0,0.0
84975e9ffffffff,13.0,0.0,0.0
84975ebffffffff,29.0,14.0,0.0
8497681ffffffff,3.0,0.0,0.0
8497685ffffffff,4.0,4.0,0.0
8497705ffffffff,5.0,0.0,0.0
8497707ffffffff,8.0,5.0,0.0
8497725ffffffff,14.0,8.0,0.0
8497733ffffffff,6.0,0.0,0.0
849774dffffffff,4.0,2.0,0.0
8497751ffffffff,5.0,4.0,0.0
8497885ffffffff,11.0,0.0,9.0
8497895ffffffff,4.0,0.0,4.0
84978b3ffffffff,1.0,1.0,0.0
84978b9ffffffff,1.0,0.0,0.0
84978cbffffffff,2.0,0.0,2.0
84978d9ffffffff,3.0,2.0,0.0
84978ddffffffff,2.0,0.0,0.0
84978e3ffffffff,6.0,0.0,0.0
84978ebffffffff,10.0,0.0,0.0
8497937ffffffff,4.0,0.0,0.0
8497a85ffffffff,13.0,0.0,3.0
8497a89ffffffff,17.0,2.0,3.0
8497a8bffffffff,14.0,3.0,5.0
8497aa1ffffffff,1.0,1.0,0.0
8497aa3ffffffff,1.0,0.0,0.0
8497aabffffffff,24.0,4.0,5.0
8497ab5ffffffff,2.0,2.0,0.0
8497ac3ffffffff,3.0,1.0,0.0
8497ac7ffffffff,1.0,1.0,0.0
8497ad5ffffffff,2.0,0.0,0.0
8497b05ffffffff,8.0,0.0,8.0
84ac801ffffffff,12.0,7.0,0.0
84ac805ffffffff,2.0,0.0,0.0
84ac809ffffffff,6.0,6.0,0.0
84ac80dffffffff,2.0,2.0,0.0
84ac82dffffffff,4.0,4.0,0.0
84ac841ffffffff,3.0,0.0,0.0
84ac849ffffffff,2.0,2.0,0.0
84ac853ffffffff,12.0,9.0,0.0
84ac857ffffffff,2.0,2.0,0.0
84ac85dffffffff,5.0,2.0,0.0
84ac863ffffffff,81.0,60.0,0.0
84ac865ffffffff,3.0,1.0,0.0
84ac867ffffffff,131.0,89.0,0.0
84ac8a3ffffffff,10.0,10.0,0.0
84ac8a9ffffffff,60.0,26.0,0.0
84ac8cdffffffff,5.0,5.0,0.0
84ac8e7ffffffff,24.0,9.0,0.0
84ac901ffffffff,3.0,0.0,0.0
84ac949ffffffff,4.0,2.0,0.0
84ac95bffffffff,25.0,23.0,0.0
84ac961ffffffff,73.0,44.0,0.0
84ac969ffffffff,3.0,3.0,0.0
84ac96dffffffff,15.0,3.0,0.0
84ac995ffffffff,2.0,0.0,0.0
84ac9dbffffffff,3.0,1.0,0.0
84aca03ffffffff,7.0,0.0,0.0
84aca07ffffffff,5.0,2.0,0.0
84aca27ffffffff,32.0,22.0,0.0
84aca29ffffffff,2.0,2.0,0.0
84aca2bffffffff,7.0,4.0,0.0
84aca39ffffffff,19.0,12.0,0.0
84aca3bffffffff,15.0,0.0,0.0
84aca3dffffffff,151.0,78.0,0.0
84aca61ffffffff,50.0,32.0,0.0
84aca69ffffffff,2.0,2.0,0.0
84aca6bffffffff,44.0,18.0,0.0
84acae5ffffffff,7.0,7.0,0.0
84acae7ffffffff,18.0,18.0,0.0
84acaedffffffff,24.0,17.0,0.0
84acb11ffffffff,21.0,4.0,0.0
84acb1bffffffff,62.0,41.0,0.0
84acb31ffffffff,7.0,5.0,0.0
84acb35ffffffff,35.0,21.0,0.0
84bc091ffffffff,4.0,0.0,3.0
84bc093ffffffff,2.0,0.0,0.0
84bc095ffffffff,6.0,0.0,2.0
84bc0b1ffffffff,2.0,0.0,2.0
84bc0bdffffffff,15.0,0.0,2.0
84bc193ffffffff,4.0,0.0,0.0
84bc197ffffffff,15.0,0.0,5.0
84bc19bffffffff,8.0,0.0,2.0
84bc1b3ffffffff,23.0,0.0,2.0
84bc1b7ffffffff,103.0,0.0,25.0
84bc1bbffffffff,13.0,0.0,5.0
84bc409ffffffff,2.0,0.0,0.0
84bc443ffffffff,7.0,0.0,0.0
84bc447ffffffff,24.0,0.0,11.0
84bc455ffffffff,75.0,0.0,36.0
84bc457ffffffff,3.0,0.0,0.0
84bc461ffffffff,1.0,0.0,0.0
84bc46dffffffff,8.0,0.0,2.0
84bc545ffffffff,8.0,0.0,0.0
84bc549ffffffff,3.0,0.0,2.0
84bc559ffffffff,4.0,0.0,0.0
84bc717ffffffff,5.0,0.0,2.0
84bc735ffffffff,2.0,0.0,0.0
84bc737ffffffff,6.0,0.0,0.0
84bc739ffffffff,2.0,0.0,0.0
84bc73bffffffff,9.0,0.0,3.0
84bc891ffffffff,2.0,0.0,0.0
84bc893ffffffff,9.0,0.0,4.0
84bc897ffffffff,2.0,0.0,0.0
84bc899ffffffff,17.0,0.0,14.0
84bc89bffffffff,39.0,0.0,12.0
84bc8b7ffffffff,3.0,0.0,0.0
84bc8d3ffffffff,15.0,0.0,15.0
84bc991ffffffff,23.0,0.0,6.0
84bc9b3ffffffff,4.0,0.0,0.0
84bcc23ffffffff,2.0,0.0,0.0
84bcc35ffffffff,2.0,2.0,0.0
84bcc37ffffffff,5.0,1.0,0.0
84bcc3dffffffff,2.0,2.0,0.0
84bcc49ffffffff,2.0,0.0,2.0
84bcc6dffffffff,2.0,0.0,1.0
84bcca1ffffffff,3.0,3.0,0.0
84bcca5ffffffff,41.0,33.0,0.0
84bcca7ffffffff,8.0,0.0,0.0
84bcd01ffffffff,73.0,0.0,14.0
84bcd05ffffffff,50.0,0.0,17.0
84bcd07ffffffff,13.0,0.0,6.0
84bcd09ffffffff,2.0,0.0,0.0
84bcd0bffffffff,12.0,0.0,8.0
84bcd0dffffffff,42.0,0.0,7.0
84bcd11ffffffff,22.0,14.0,0.0
84bcd13ffffffff,6.0,1.0,0.0
84bcd15ffffffff,2.0,0.0,0.0
84bcd1dffffffff,2.0,2.0,0.0
84bcd21ffffffff,101.0,5.0,34.0
84bcd23ffffffff,21.0,1.0,6.0
84bcd25ffffffff,6.0,2.0,0.0
84bcd27ffffffff,86.0,10.0,17.0
84bcd29ffffffff,409.0,9.0,114.0
84bcd2bffffffff,10.0,0.0,0.0
84bcd2dffffffff,16.0,0.0,2.0
84bcd31ffffffff,1.0,0.0,0.0
84bcd33ffffffff,2.0,0.0,0.0
84bcd35ffffffff,9.0,1.0,3.0
84bcd37ffffffff,24.0,0.0,7.0
84bcd3dffffffff,14.0,0.0,2.0
84bcd41ffffffff,4.0,0.0,2.0
84bcd43ffffffff,6.0,0.0,0.0
84bcd45ffffffff,31.0,0.0,12.0
84bcd4bffffffff,14.0,0.0,8.0
84bcd55ffffffff,2.0,0.0,2.0
84bcd57ffffffff,2.0,0.0,2.0
84bcd61ffffffff,7.0,0.0,0.0
84bcd63ffffffff,148.0,0.0,50.0
84bcd67ffffffff,101.0,2.0,30.0
84bcd6bffffffff,2.0,0.0,0.0
84bcd6dffffffff,31.0,0.0,15.0
84bcd81ffffffff,8.0,5.0,0.0
84bcd85ffffffff,6.0,2.0,0.0
84bcd87ffffffff,2.0,0.0,0.0
84bcd89ffffffff,5.0,2.0,0.0
84bcd8bffffffff,1.0,0.0,0.0
84bcd99ffffffff,2.0,2.0,0.0
84bcd9bffffffff,2.0,0.0,0.0
84bcda3ffffffff,6.0,6.0,0.0
84bcda5ffffffff,1.0,1.0,0.0
84bcdc1ffffffff,155.0,90.0,1.0
84bcdc3ffffffff,32.0,22.0,0.0
84bcdc5ffffffff,20.0,8.0,0.0
84bcdc7ffffffff,8.0,8.0,0.0
84bcdc9ffffffff,9.0,6.0,0.0
84bcdcbffffffff,8.0,4.0,0.0
84bcdcdffffffff,11.0,8.0,0.0
84bcdd1ffffffff,24.0,20.0,0.0
84bcdd7ffffffff,4.0,4.0,0.0
84bcdd9ffffffff,2.0,2.0,0.0
84bcdddffffffff,7.0,7.0,0.0
84bcde3ffffffff,2.0,0.0,0.0
84bcde5ffffffff,4.0,2.0,0.0
84bcdebffffffff,17.0,12.0,0.0
84bce09ffffffff,1.0,0.0,0.0
84bce21ffffffff,3.0,0.0,0.0
84bce29ffffffff,2.0,0.0,0.0
84bce2dffffffff,7.0,0.0,7.0
84bce65ffffffff,5.0,0.0,1.0
84bce67ffffffff,54.0,0.0,12.0
84bce69ffffffff,8.0,0.0,0.0
84bce6bffffffff,4.0,0.0,0.0
84bce6dffffffff,4.0,0.0,4.0
84bcf05ffffffff,15.0,0.0,7.0
84bcf09ffffffff,187.0,0.0,70.0
84bcf0bffffffff,1.0,0.0,0.0
84bcf0dffffffff,5.0,0.0,0.0
84bcf19ffffffff,1.0,0.0,1.0
84bcf21ffffffff,23.0,0.0,23.0
84bcf23ffffffff,1.0,0.0,0.0
84bcf25ffffffff,83.0,0.0,57.0
84bcf29ffffffff,728.0,0.0,244.0
84bcf2bffffffff,2.0,0.0,2.0
84bcf2dffffffff,41.0,0.0,21.0
84bcf33ffffffff,1.0,0.0,0.0
84bcf35ffffffff,2.0,0.0,0.0
84bcf3dffffffff,22.0,0.0,21.0
84bcf43ffffffff,13.0,0.0,2.0
84bcf47ffffffff,143.0,0.0,48.0
84bcf53ffffffff,40.0,0.0,22.0
84bcf59ffffffff,54.0,0.0,37.0
84bcf5bffffffff,126.0,0.0,78.0
84bcf5dffffffff,32.0,0.0,18.0
84bcf61ffffffff,489.0,0.0,185.0
84bcf63ffffffff,209.0,0.0,66.0
84bcf67ffffffff,96.0,0.0,34.0
84bcf6bffffffff,4.0,0.0,1.0
