cell_id,Pardalotus punctatus,Pardalotus punctatus millitaris,Pardalotus punctatus punctatus,Pardalotus punctatus xanthopyge
84c9911ffffffff,2.0,0.0,2.0,0.0
84c9915ffffffff,3.0,0.0,0.0,0.0
84c9917ffffffff,6.0,0.0,0.0,0.0
84c991bffffffff,42.0,0.0,5.0,0.0
84c991dffffffff,2.0,0.0,0.0,0.0
84c9921ffffffff,3.0,0.0,0.0,0.0
84c9923ffffffff,92.0,0.0,0.0,0.0
84c9925ffffffff,4.0,0.0,0.0,0.0
84c9927ffffffff,42.0,0.0,0.0,0.0
84c992bffffffff,16.0,0.0,0.0,0.0
84c9931ffffffff,6.0,0.0,0.0,0.0
84c9935ffffffff,26.0,0.0,0.0,0.0
84c993dffffffff,11.0,0.0,0.0,0.0
84c9953ffffffff,4.0,0.0,0.0,0.0
84c9955ffffffff,1.0,0.0,0.0,0.0
84c9957ffffffff,2.0,0.0,0.0,0.0
84c9959ffffffff,2.0,0.0,0.0,0.0
84c995bffffffff,11.0,0.0,0.0,0.0
84c995dffffffff,4.0,0.0,0.0,0.0
84c99c1ffffffff,12.0,0.0,1.0,0.0
84c99c5ffffffff,22.0,0.0,2.0,0.0
84c99c7ffffffff,14.0,0.0,1.0,0.0
84c99c9ffffffff,9.0,0.0,3.0,0.0
84c99cdffffffff,3.0,0.0,0.0,0.0
84c99e9ffffffff,5.0,0.0,0.0,0.0
84c99ebffffffff,4.0,0.0,0.0,0.0
84c9b03ffffffff,6.0,0.0,0.0,0.0
84c9b05ffffffff,3.0,0.0,0.0,2.0
84c9b07ffffffff,5.0,0.0,0.0,0.0
84c9b17ffffffff,50.0,0.0,0.0,0.0
84c9b23ffffffff,2.0,0.0,0.0,0.0
84c9b31ffffffff,51.0,0.0,0.0,21.0
84c9b33ffffffff,85.0,0.0,0.0,14.0
84c9b37ffffffff,2.0,0.0,0.0,0.0
84c9b39ffffffff,2.0,0.0,0.0,0.0
84c9b3dffffffff,2.0,0.0,0.0,0.0
84c9b61ffffffff,7.0,0.0,0.0,0.0
84c9b63ffffffff,5.0,0.0,0.0,0.0
84d8925ffffffff,22.0,0.0,8.0,0.0
84d8961ffffffff,25.0,0.0,17.0,0.0
84d8965ffffffff,23.0,0.0,9.0,0.0
84d896dffffffff,25.0,0.0,2.0,0.0
