cell_id,Corythornis cristatus,Corythornis cristatus [cristatus Group],Corythornis cristatus thomensis,Corythornis cristatus nais
84bc455ffffffff,91.0,12.0,0.0,0.0
84bc457ffffffff,14.0,0.0,0.0,0.0
84bc46dffffffff,2.0,0.0,0.0,0.0
84bc491ffffffff,3.0,1.0,0.0,0.0
84bc49bffffffff,3.0,0.0,0.0,0.0
84bc49dffffffff,2.0,0.0,0.0,0.0
84bc4d9ffffffff,7.0,0.0,0.0,0.0
84bc537ffffffff,1.0,0.0,0.0,0.0
84bc5c9ffffffff,2.0,2.0,0.0,0.0
84bc5edffffffff,2.0,0.0,0.0,0.0
84bc683ffffffff,4.0,3.0,0.0,0.0
84bc695ffffffff,5.0,0.0,0.0,0.0
84bc697ffffffff,5.0,0.0,0.0,0.0
84bc6a3ffffffff,2.0,2.0,0.0,0.0
84bc6abffffffff,13.0,0.0,0.0,0.0
84bc6b3ffffffff,4.0,0.0,0.0,0.0
84bc6bdffffffff,4.0,0.0,0.0,0.0
84bc717ffffffff,10.0,0.0,0.0,0.0
84bc723ffffffff,1.0,0.0,0.0,0.0
84bc727ffffffff,1.0,0.0,0.0,0.0
84bc731ffffffff,3.0,0.0,0.0,0.0
84bc737ffffffff,4.0,3.0,0.0,0.0
84bc739ffffffff,5.0,0.0,0.0,0.0
84bc73bffffffff,2.0,0.0,0.0,0.0
84bc891ffffffff,12.0,0.0,0.0,0.0
84bc893ffffffff,6.0,0.0,0.0,0.0
84bc897ffffffff,11.0,0.0,0.0,0.0
84bc899ffffffff,2.0,0.0,0.0,0.0
84bc89bffffffff,31.0,0.0,0.0,0.0
84bc8b3ffffffff,2.0,0.0,0.0,0.0
84bc8d3ffffffff,3.0,2.0,0.0,0.0
84bc991ffffffff,11.0,0.0,0.0,0.0
84bc997ffffffff,2.0,0.0,0.0,0.0
84bc9bbffffffff,1.0,0.0,0.0,0.0
84bcc07ffffffff,1.0,0.0,0.0,0.0
84bcc17ffffffff,2.0,0.0,0.0,0.0
84bcc23ffffffff,91.0,13.0,0.0,0.0
84bcc27ffffffff,3.0,0.0,0.0,0.0
84bcc29ffffffff,2.0,0.0,0.0,0.0
84bcc2bffffffff,7.0,0.0,0.0,0.0
84bcc35ffffffff,38.0,12.0,0.0,0.0
84bcc37ffffffff,2.0,0.0,0.0,0.0
84bcc3dffffffff,4.0,0.0,0.0,0.0
84bcc4bffffffff,2.0,0.0,0.0,0.0
84bcc4dffffffff,4.0,0.0,0.0,0.0
84bcc65ffffffff,2.0,0.0,0.0,0.0
84bcc6dffffffff,84.0,8.0,0.0,0.0
84bcca7ffffffff,2.0,0.0,0.0,0.0
84bccc7ffffffff,4.0,0.0,0.0,0.0
84bcce9ffffffff,2.0,2.0,0.0,0.0
84bcd01ffffffff,15.0,0.0,0.0,0.0
84bcd05ffffffff,25.0,10.0,0.0,0.0
84bcd07ffffffff,11.0,11.0,0.0,0.0
84bcd09ffffffff,1.0,0.0,0.0,0.0
84bcd0bffffffff,2.0,0.0,0.0,0.0
84bcd0dffffffff,33.0,5.0,0.0,0.0
84bcd11ffffffff,2.0,0.0,0.0,0.0
84bcd13ffffffff,1.0,1.0,0.0,0.0
84bcd19ffffffff,4.0,2.0,0.0,0.0
84bcd1dffffffff,28.0,10.0,0.0,0.0
84bcd21ffffffff,27.0,2.0,0.0,0.0
84bcd23ffffffff,18.0,0.0,0.0,0.0
84bcd25ffffffff,19.0,6.0,0.0,0.0
84bcd27ffffffff,27.0,3.0,0.0,0.0
84bcd29ffffffff,232.0,40.0,0.0,0.0
84bcd2bffffffff,5.0,0.0,0.0,0.0
84bcd2dffffffff,26.0,5.0,0.0,0.0
84bcd35ffffffff,4.0,0.0,0.0,0.0
84bcd37ffffffff,1.0,0.0,0.0,0.0
84bcd3dffffffff,1.0,0.0,0.0,0.0
84bcd41ffffffff,2.0,0.0,0.0,0.0
84bcd43ffffffff,5.0,1.0,0.0,0.0
84bcd45ffffffff,8.0,0.0,0.0,0.0
84bcd4bffffffff,33.0,23.0,0.0,0.0
84bcd4dffffffff,4.0,0.0,0.0,0.0
84bcd51ffffffff,2.0,0.0,0.0,0.0
84bcd61ffffffff,6.0,1.0,0.0,0.0
84bcd63ffffffff,42.0,6.0,0.0,0.0
84bcd67ffffffff,57.0,6.0,0.0,0.0
84bcd69ffffffff,1.0,0.0,0.0,0.0
84bcd6dffffffff,111.0,0.0,0.0,0.0
84bcd81ffffffff,6.0,0.0,0.0,0.0
84bcd85ffffffff,1.0,0.0,0.0,0.0
84bcd87ffffffff,2.0,0.0,0.0,0.0
84bcd89ffffffff,8.0,2.0,0.0,0.0
84bcd8bffffffff,2.0,0.0,0.0,0.0
84bcda3ffffffff,6.0,0.0,0.0,0.0
84bcdc1ffffffff,48.0,4.0,0.0,0.0
84bcdc3ffffffff,25.0,7.0,0.0,0.0
84bcdc5ffffffff,4.0,0.0,0.0,0.0
84bcdc9ffffffff,39.0,2.0,0.0,0.0
84bcdcbffffffff,4.0,0.0,0.0,0.0
84bcdcdffffffff,4.0,0.0,0.0,0.0
84bcdd1ffffffff,19.0,0.0,0.0,0.0
84bcdd7ffffffff,3.0,2.0,0.0,0.0
84bcdddffffffff,5.0,0.0,0.0,0.0
84bcde3ffffffff,2.0,0.0,0.0,0.0
84bcde7ffffffff,2.0,0.0,0.0,0.0
84bcdebffffffff,12.0,0.0,0.0,0.0
84bce27ffffffff,8.0,3.0,0.0,0.0
84bce29ffffffff,99.0,8.0,0.0,0.0
84bce2dffffffff,5.0,4.0,0.0,0.0
84bce51ffffffff,2.0,0.0,0.0,0.0
84bce61ffffffff,2.0,0.0,0.0,0.0
84bce63ffffffff,4.0,4.0,0.0,0.0
84bce65ffffffff,6.0,2.0,0.0,0.0
84bce67ffffffff,7.0,3.0,0.0,0.0
84bce83ffffffff,2.0,2.0,0.0,0.0
84bce85ffffffff,6.0,0.0,0.0,0.0
84bce95ffffffff,1.0,0.0,0.0,0.0
84bce99ffffffff,1.0,0.0,0.0,0.0
84bcea1ffffffff,4.0,0.0,0.0,0.0
84bcf09ffffffff,2.0,0.0,0.0,0.0
84bcf0dffffffff,1.0,0.0,0.0,0.0
84bcf17ffffffff,3.0,0.0,0.0,0.0
84bcf21ffffffff,9.0,0.0,0.0,0.0
84bcf25ffffffff,7.0,0.0,0.0,0.0
84bcf27ffffffff,2.0,0.0,0.0,0.0
84bcf29ffffffff,213.0,28.0,0.0,0.0
84bcf2dffffffff,59.0,6.0,0.0,0.0
84bcf33ffffffff,12.0,4.0,0.0,0.0
84bcf43ffffffff,7.0,2.0,0.0,0.0
84bcf47ffffffff,32.0,6.0,0.0,0.0
84bcf53ffffffff,8.0,2.0,0.0,0.0
84bcf59ffffffff,3.0,0.0,0.0,0.0
84bcf5bffffffff,108.0,43.0,0.0,0.0
84bcf5dffffffff,42.0,3.0,0.0,0.0
84bcf61ffffffff,59.0,7.0,0.0,0.0
84bcf63ffffffff,74.0,4.0,0.0,0.0
84bcf67ffffffff,24.0,10.0,0.0,0.0
84bcf6bffffffff,3.0,0.0,0.0,0.0
