cell_id,Pycnonotus barbatus,Pycnonotus barbatus [barbatus Group],Pycnonotus barbatus somaliensis,Pycnonotus barbatus dodsoni,Pycnonotus barbatus [tricolor Group]
84bcd6dffffffff,139.0,0.0,0.0,0.0,61.0
84bcd81ffffffff,49.0,0.0,0.0,0.0,27.0
84bcd85ffffffff,9.0,0.0,0.0,0.0,0.0
84bcd87ffffffff,2.0,0.0,0.0,0.0,0.0
84bcd89ffffffff,25.0,0.0,0.0,0.0,17.0
84bcd8bffffffff,5.0,0.0,0.0,0.0,3.0
84bcd8dffffffff,1.0,0.0,0.0,0.0,1.0
84bcd99ffffffff,5.0,0.0,0.0,0.0,2.0
84bcd9bffffffff,3.0,0.0,0.0,0.0,0.0
84bcda3ffffffff,5.0,0.0,0.0,0.0,5.0
84bcdc1ffffffff,278.0,0.0,0.0,0.0,138.0
84bcdc3ffffffff,52.0,0.0,0.0,0.0,14.0
84bcdc5ffffffff,42.0,0.0,0.0,0.0,7.0
84bcdc7ffffffff,61.0,0.0,0.0,0.0,50.0
84bcdc9ffffffff,372.0,0.0,0.0,0.0,187.0
84bcdcbffffffff,15.0,0.0,0.0,0.0,4.0
84bcdcdffffffff,42.0,0.0,0.0,0.0,6.0
84bcdd1ffffffff,190.0,0.0,0.0,0.0,103.0
84bcdd5ffffffff,3.0,0.0,0.0,0.0,2.0
84bcdd7ffffffff,3.0,0.0,0.0,0.0,3.0
84bcdd9ffffffff,20.0,0.0,0.0,0.0,7.0
84bcddbffffffff,1.0,0.0,0.0,0.0,0.0
84bcdddffffffff,23.0,0.0,0.0,0.0,9.0
84bcde1ffffffff,2.0,0.0,0.0,0.0,2.0
84bcde3ffffffff,20.0,0.0,0.0,0.0,2.0
84bcde5ffffffff,106.0,0.0,0.0,0.0,48.0
84bcde7ffffffff,5.0,0.0,0.0,0.0,0.0
84bcde9ffffffff,2.0,0.0,0.0,0.0,0.0
84bcdebffffffff,66.0,0.0,0.0,0.0,20.0
84bce05ffffffff,12.0,0.0,0.0,0.0,3.0
84bce09ffffffff,2.0,0.0,0.0,0.0,2.0
84bce0dffffffff,1.0,0.0,0.0,0.0,1.0
84bce21ffffffff,67.0,0.0,0.0,0.0,33.0
84bce25ffffffff,1.0,0.0,0.0,0.0,1.0
84bce27ffffffff,36.0,0.0,0.0,0.0,23.0
84bce29ffffffff,381.0,0.0,0.0,0.0,263.0
84bce2bffffffff,3.0,0.0,0.0,0.0,3.0
84bce2dffffffff,46.0,0.0,0.0,0.0,32.0
84bce51ffffffff,4.0,0.0,0.0,0.0,0.0
84bce61ffffffff,24.0,0.0,0.0,0.0,17.0
84bce63ffffffff,38.0,0.0,0.0,0.0,32.0
84bce65ffffffff,53.0,0.0,0.0,0.0,41.0
84bce67ffffffff,196.0,0.0,0.0,0.0,122.0
84bce69ffffffff,11.0,0.0,0.0,0.0,1.0
84bce6bffffffff,7.0,0.0,0.0,0.0,1.0
84bce6dffffffff,9.0,0.0,0.0,0.0,5.0
84bce85ffffffff,2.0,0.0,0.0,0.0,0.0
84bce95ffffffff,2.0,0.0,0.0,0.0,0.0
84bcee3ffffffff,1.0,0.0,0.0,0.0,0.0
84bcf01ffffffff,2.0,0.0,0.0,0.0,0.0
84bcf03ffffffff,5.0,0.0,0.0,0.0,0.0
84bcf05ffffffff,35.0,0.0,0.0,0.0,11.0
84bcf09ffffffff,267.0,0.0,0.0,0.0,174.0
84bcf0dffffffff,71.0,0.0,0.0,0.0,13.0
84bcf11ffffffff,4.0,0.0,0.0,0.0,2.0
84bcf13ffffffff,5.0,0.0,0.0,0.0,5.0
84bcf17ffffffff,6.0,0.0,0.0,0.0,3.0
84bcf1bffffffff,20.0,0.0,0.0,0.0,19.0
84bcf1dffffffff,11.0,0.0,0.0,0.0,0.0
84bcf21ffffffff,131.0,0.0,0.0,0.0,105.0
84bcf23ffffffff,3.0,0.0,0.0,0.0,2.0
84bcf25ffffffff,148.0,0.0,0.0,0.0,102.0
84bcf27ffffffff,3.0,0.0,0.0,0.0,3.0
84bcf29ffffffff,1628.0,0.0,0.0,0.0,936.0
84bcf2bffffffff,5.0,0.0,0.0,0.0,4.0
84bcf2dffffffff,113.0,0.0,0.0,0.0,70.0
84bcf33ffffffff,117.0,0.0,0.0,0.0,59.0
84bcf35ffffffff,3.0,0.0,0.0,0.0,0.0
84bcf37ffffffff,2.0,0.0,0.0,0.0,1.0
84bcf39ffffffff,6.0,0.0,0.0,0.0,4.0
84bcf3bffffffff,11.0,0.0,0.0,0.0,10.0
84bcf3dffffffff,54.0,0.0,0.0,0.0,46.0
84bcf43ffffffff,40.0,0.0,0.0,0.0,25.0
84bcf47ffffffff,230.0,0.0,0.0,0.0,127.0
84bcf51ffffffff,2.0,0.0,0.0,0.0,0.0
84bcf53ffffffff,76.0,0.0,0.0,0.0,54.0
84bcf57ffffffff,3.0,0.0,0.0,0.0,3.0
84bcf59ffffffff,156.0,0.0,0.0,0.0,111.0
84bcf5bffffffff,1180.0,0.0,0.0,0.0,1032.0
84bcf5dffffffff,105.0,0.0,0.0,0.0,47.0
84bcf61ffffffff,703.0,0.0,0.0,0.0,407.0
84bcf63ffffffff,481.0,0.0,0.0,0.0,202.0
84bcf67ffffffff,162.0,0.0,0.0,0.0,110.0
84bcf6bffffffff,4.0,0.0,0.0,0.0,2.0
