cell_id,Dicrurus bracteatus,Dicrurus bracteatus morotensis,Dicrurus bracteatus atrocaeruleus,Dicrurus bracteatus buruensis,Dicrurus bracteatus amboinensis,Dicrurus bracteatus carbonarius,Dicrurus bracteatus laemostictus,Dicrurus bracteatus meeki,Dicrurus bracteatus longirostris,Dicrurus bracteatus [bracteatus Group]
84bed07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bed25ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bed2dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bed43ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bede5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bededffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef01ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef05ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef07ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef0bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef0dffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef21ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef23ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef25ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef29ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef2dffffffff,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef41ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef4dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef5dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef61ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef65ffffffff,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef67ffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef69ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84bef6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bef6dffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
