cell_id,Thamnophilus doliatus,Thamnophilus doliatus [doliatus Group],Thamnophilus doliatus capistratus
846d201ffffffff,6.0,0.0,0.0
846d203ffffffff,21.0,0.0,0.0
846d207ffffffff,10.0,0.0,0.0
846d20bffffffff,3.0,0.0,0.0
846d20dffffffff,1.0,0.0,0.0
846d211ffffffff,7.0,0.0,0.0
846d219ffffffff,5.0,0.0,0.0
846d21bffffffff,72.0,12.0,0.0
846d21dffffffff,61.0,1.0,0.0
846d221ffffffff,1.0,0.0,0.0
846d223ffffffff,28.0,2.0,0.0
846d225ffffffff,2.0,0.0,0.0
846d22bffffffff,4.0,0.0,0.0
846d231ffffffff,63.0,3.0,0.0
846d233ffffffff,4.0,0.0,0.0
846d235ffffffff,4.0,0.0,0.0
846d237ffffffff,1.0,0.0,0.0
846d239ffffffff,82.0,19.0,0.0
846d23bffffffff,10.0,0.0,0.0
846d23dffffffff,332.0,56.0,0.0
846d251ffffffff,7.0,0.0,0.0
846d253ffffffff,5.0,0.0,0.0
846d257ffffffff,20.0,1.0,0.0
846d283ffffffff,118.0,13.0,0.0
846d287ffffffff,7.0,0.0,0.0
846d291ffffffff,86.0,3.0,0.0
846d295ffffffff,861.0,38.0,0.0
846d297ffffffff,11.0,4.0,0.0
846d299ffffffff,28.0,6.0,0.0
846d29bffffffff,11.0,3.0,0.0
846d29dffffffff,2.0,0.0,0.0
846d2a9ffffffff,7.0,0.0,0.0
846d2abffffffff,6.0,2.0,0.0
846d2adffffffff,8.0,0.0,0.0
846d2b9ffffffff,790.0,31.0,0.0
846d2bbffffffff,5.0,0.0,0.0
846d2c1ffffffff,58.0,21.0,0.0
846d2c3ffffffff,60.0,2.0,0.0
846d2c5ffffffff,12.0,0.0,0.0
846d2c7ffffffff,69.0,0.0,0.0
846d2c9ffffffff,704.0,108.0,0.0
846d2cbffffffff,53.0,4.0,0.0
846d2cdffffffff,12.0,0.0,0.0
846d2d1ffffffff,278.0,69.0,0.0
846d2d3ffffffff,43.0,15.0,0.0
846d2d5ffffffff,12.0,4.0,0.0
846d2d7ffffffff,837.0,482.0,0.0
846d2d9ffffffff,17.0,11.0,0.0
846d2dbffffffff,11.0,9.0,0.0
846d2ddffffffff,4.0,2.0,0.0
846d2e3ffffffff,2.0,1.0,0.0
846d2e5ffffffff,74.0,28.0,0.0
846d2e9ffffffff,13.0,2.0,0.0
846d2ebffffffff,37.0,8.0,0.0
846d303ffffffff,16.0,0.0,0.0
846d305ffffffff,5.0,0.0,0.0
846d307ffffffff,16.0,0.0,0.0
846d30bffffffff,2.0,0.0,0.0
846d30dffffffff,196.0,30.0,0.0
846d311ffffffff,7.0,0.0,0.0
846d319ffffffff,150.0,41.0,0.0
846d31bffffffff,23.0,0.0,0.0
846d341ffffffff,96.0,2.0,0.0
846d343ffffffff,10.0,0.0,0.0
846d345ffffffff,1.0,0.0,0.0
846d347ffffffff,3.0,0.0,0.0
846d34bffffffff,16.0,4.0,0.0
846d34dffffffff,518.0,19.0,0.0
846d351ffffffff,2.0,0.0,0.0
846d35bffffffff,66.0,0.0,0.0
846d35dffffffff,54.0,5.0,0.0
846d363ffffffff,2.0,0.0,0.0
846d36bffffffff,2.0,0.0,0.0
846d36dffffffff,25.0,0.0,0.0
846d601ffffffff,52.0,0.0,0.0
846d603ffffffff,19.0,0.0,0.0
846d605ffffffff,123.0,0.0,0.0
846d607ffffffff,52.0,0.0,0.0
846d609ffffffff,8.0,0.0,0.0
846d60dffffffff,243.0,0.0,0.0
846d611ffffffff,2.0,0.0,0.0
846d613ffffffff,74.0,0.0,0.0
846d615ffffffff,7.0,0.0,0.0
846d617ffffffff,842.0,0.0,0.0
846d619ffffffff,3.0,0.0,0.0
846d61bffffffff,16.0,0.0,0.0
846d639ffffffff,59.0,0.0,0.0
846d641ffffffff,1026.0,0.0,0.0
846d645ffffffff,721.0,0.0,0.0
846d649ffffffff,10.0,0.0,0.0
846d64bffffffff,58.0,0.0,0.0
846d64dffffffff,46.0,0.0,0.0
846d651ffffffff,177.0,0.0,0.0
846d653ffffffff,356.0,0.0,0.0
846d655ffffffff,86.0,0.0,0.0
846d657ffffffff,27.0,0.0,0.0
846d65bffffffff,4.0,0.0,0.0
846d661ffffffff,1.0,0.0,0.0
846d663ffffffff,18.0,0.0,0.0
846d665ffffffff,16.0,0.0,0.0
846d667ffffffff,6.0,0.0,0.0
846d669ffffffff,4.0,0.0,0.0
846d66bffffffff,52.0,0.0,0.0
846d66dffffffff,78.0,0.0,0.0
846d681ffffffff,268.0,0.0,0.0
846d683ffffffff,213.0,0.0,0.0
846d685ffffffff,132.0,0.0,0.0
846d687ffffffff,71.0,0.0,0.0
846d689ffffffff,115.0,0.0,0.0
846d68bffffffff,2383.0,0.0,0.0
846d68dffffffff,189.0,0.0,0.0
846d691ffffffff,506.0,0.0,0.0
846d693ffffffff,772.0,0.0,0.0
846d695ffffffff,199.0,0.0,0.0
846d697ffffffff,3382.0,0.0,0.0
846d699ffffffff,398.0,0.0,0.0
846d69bffffffff,484.0,0.0,0.0
846d69dffffffff,2407.0,0.0,0.0
846d6abffffffff,14.0,0.0,0.0
846d6b1ffffffff,25.0,0.0,0.0
846d6b9ffffffff,80.0,0.0,0.0
846d6bbffffffff,2620.0,0.0,0.0
846d6bdffffffff,90.0,0.0,0.0
846d6c3ffffffff,25.0,0.0,0.0
846d6c9ffffffff,9.0,0.0,0.0
846d6cbffffffff,4.0,0.0,0.0
846d6d1ffffffff,23.0,0.0,0.0
846d6d3ffffffff,122.0,0.0,0.0
846d6d5ffffffff,134.0,0.0,0.0
846d6d7ffffffff,36.0,0.0,0.0
846d6dbffffffff,6.0,0.0,0.0
846d6e9ffffffff,715.0,0.0,0.0
846d6ebffffffff,8.0,0.0,0.0
846d6edffffffff,46.0,0.0,0.0
846d741ffffffff,95.0,0.0,0.0
846d743ffffffff,22.0,0.0,0.0
846d745ffffffff,25.0,0.0,0.0
846d747ffffffff,22.0,0.0,0.0
846d749ffffffff,12.0,0.0,0.0
846d74bffffffff,24.0,0.0,0.0
846d74dffffffff,3.0,0.0,0.0
846d751ffffffff,37.0,0.0,0.0
846d759ffffffff,6.0,0.0,0.0
846d75bffffffff,15.0,0.0,0.0
846d75dffffffff,75.0,0.0,0.0
846d769ffffffff,14.0,0.0,0.0
8480027ffffffff,2.0,0.0,2.0
8480055ffffffff,5.0,3.0,0.0
8480061ffffffff,4.0,0.0,2.0
84800c5ffffffff,2.0,0.0,0.0
84800cbffffffff,4.0,3.0,0.0
8480101ffffffff,5.0,0.0,5.0
8480105ffffffff,12.0,0.0,8.0
8480107ffffffff,25.0,0.0,25.0
8480109ffffffff,2.0,0.0,2.0
848010dffffffff,4.0,0.0,4.0
848011bffffffff,31.0,0.0,21.0
8480139ffffffff,17.0,0.0,12.0
8480141ffffffff,85.0,0.0,71.0
8480147ffffffff,2.0,0.0,2.0
8480157ffffffff,2.0,0.0,2.0
8480165ffffffff,23.0,0.0,19.0
848016dffffffff,1.0,0.0,1.0
84801c9ffffffff,1.0,0.0,0.0
8480207ffffffff,2.0,0.0,2.0
8480217ffffffff,2.0,0.0,0.0
848024dffffffff,2.0,0.0,2.0
8480293ffffffff,2.0,0.0,0.0
84802b7ffffffff,3.0,0.0,0.0
84802cdffffffff,1.0,0.0,0.0
8480301ffffffff,17.0,0.0,15.0
8480305ffffffff,11.0,0.0,10.0
8480309ffffffff,65.0,0.0,57.0
848030dffffffff,30.0,0.0,29.0
848032dffffffff,2.0,0.0,2.0
8480343ffffffff,2.0,0.0,2.0
8480345ffffffff,1.0,0.0,1.0
8480359ffffffff,4.0,0.0,2.0
8480363ffffffff,40.0,0.0,36.0
8480369ffffffff,3.0,0.0,1.0
848036bffffffff,1.0,0.0,1.0
8480463ffffffff,2.0,0.0,0.0
8480469ffffffff,6.0,0.0,0.0
8480487ffffffff,1.0,0.0,0.0
84804c1ffffffff,1.0,0.0,0.0
84804cbffffffff,7.0,3.0,0.0
84804cdffffffff,2.0,2.0,0.0
848066bffffffff,3.0,0.0,0.0
848068bffffffff,3.0,0.0,0.0
84806a7ffffffff,2.0,0.0,0.0
84806abffffffff,4.0,0.0,0.0
84806b7ffffffff,16.0,6.0,0.0
8480713ffffffff,2.0,0.0,0.0
8480745ffffffff,8.0,0.0,0.0
8480747ffffffff,10.0,0.0,0.0
8481005ffffffff,46.0,0.0,35.0
8481011ffffffff,5.0,0.0,5.0
8481013ffffffff,3.0,0.0,3.0
8481029ffffffff,11.0,0.0,8.0
848102bffffffff,1.0,0.0,1.0
8481063ffffffff,14.0,0.0,8.0
84810e5ffffffff,3.0,0.0,3.0
8481101ffffffff,2.0,0.0,2.0
8481133ffffffff,1.0,0.0,1.0
8481137ffffffff,2.0,0.0,2.0
8481149ffffffff,1.0,0.0,0.0
8481155ffffffff,1.0,0.0,0.0
8481189ffffffff,4.0,0.0,4.0
8481193ffffffff,2.0,0.0,0.0
84811a7ffffffff,1.0,0.0,0.0
84811abffffffff,2.0,0.0,2.0
84811c5ffffffff,2.0,0.0,2.0
84811e1ffffffff,6.0,0.0,6.0
8481209ffffffff,2.0,0.0,0.0
8481211ffffffff,28.0,0.0,26.0
8481215ffffffff,4.0,0.0,4.0
8481219ffffffff,2.0,0.0,2.0
848121dffffffff,7.0,2.0,3.0
8481225ffffffff,6.0,0.0,6.0
848123bffffffff,3.0,0.0,3.0
8481241ffffffff,3.0,0.0,3.0
8481245ffffffff,4.0,0.0,0.0
848124bffffffff,69.0,0.0,65.0
848124dffffffff,2.0,0.0,2.0
848125bffffffff,1.0,0.0,0.0
84812bdffffffff,4.0,0.0,4.0
84812d1ffffffff,15.0,2.0,0.0
84812d3ffffffff,2.0,0.0,0.0
84812d7ffffffff,7.0,2.0,0.0
8481303ffffffff,11.0,0.0,4.0
8481311ffffffff,2.0,0.0,2.0
848131dffffffff,2.0,0.0,2.0
8481331ffffffff,7.0,0.0,5.0
8481339ffffffff,99.0,0.0,80.0
8481343ffffffff,1.0,0.0,1.0
848135dffffffff,1.0,1.0,0.0
8481401ffffffff,3.0,0.0,0.0
8481403ffffffff,2.0,0.0,0.0
8481423ffffffff,2.0,0.0,0.0
8481429ffffffff,1.0,0.0,0.0
848142bffffffff,3.0,3.0,0.0
8481431ffffffff,2.0,1.0,0.0
8481445ffffffff,2.0,0.0,0.0
848145dffffffff,8.0,0.0,0.0
848146bffffffff,5.0,0.0,0.0
84814e7ffffffff,3.0,0.0,0.0
84815abffffffff,2.0,0.0,0.0
84815e9ffffffff,2.0,0.0,0.0
8481609ffffffff,1.0,0.0,0.0
848162bffffffff,19.0,0.0,0.0
8481635ffffffff,37.0,0.0,0.0
8481637ffffffff,2.0,0.0,0.0
8481639ffffffff,1.0,1.0,0.0
8481649ffffffff,2.0,0.0,0.0
848166dffffffff,3.0,0.0,0.0
8481711ffffffff,16.0,4.0,0.0
8481713ffffffff,61.0,10.0,0.0
8481719ffffffff,1.0,1.0,0.0
8481729ffffffff,2.0,0.0,0.0
8481749ffffffff,2.0,0.0,0.0
848174bffffffff,2.0,0.0,0.0
8481811ffffffff,4.0,0.0,4.0
8481833ffffffff,3.0,0.0,2.0
8481837ffffffff,2.0,0.0,0.0
8481839ffffffff,6.0,0.0,1.0
8481885ffffffff,7.0,0.0,7.0
848188dffffffff,7.0,0.0,7.0
84818a7ffffffff,9.0,0.0,9.0
84818abffffffff,2.0,0.0,2.0
84818b3ffffffff,6.0,0.0,6.0
84818bbffffffff,5.0,0.0,5.0
84818c1ffffffff,2.0,0.0,2.0
84818c3ffffffff,5.0,0.0,5.0
84818e1ffffffff,1.0,0.0,1.0
84818e3ffffffff,6.0,0.0,2.0
84818e7ffffffff,1.0,0.0,1.0
848199bffffffff,3.0,0.0,3.0
84819d3ffffffff,3.0,0.0,3.0
84819d9ffffffff,1.0,0.0,1.0
8481a8bffffffff,2.0,0.0,0.0
8481aa3ffffffff,8.0,0.0,8.0
8481aadffffffff,2.0,0.0,2.0
8481ac3ffffffff,5.0,0.0,5.0
8481ad1ffffffff,109.0,0.0,84.0
8481ad5ffffffff,18.0,0.0,15.0
8481ad9ffffffff,6.0,0.0,6.0
8481addffffffff,2.0,0.0,2.0
848a003ffffffff,25.0,2.0,0.0
848a00bffffffff,4.0,0.0,0.0
848a01dffffffff,15.0,0.0,0.0
848a051ffffffff,15.0,1.0,0.0
848a055ffffffff,3.0,0.0,0.0
848a059ffffffff,23.0,7.0,0.0
848a05bffffffff,25.0,2.0,0.0
848a069ffffffff,20.0,4.0,0.0
848a109ffffffff,1.0,0.0,0.0
848a155ffffffff,3.0,0.0,0.0
848a157ffffffff,1.0,0.0,0.0
848a1a7ffffffff,5.0,0.0,0.0
848a1b1ffffffff,1.0,1.0,0.0
848a217ffffffff,4.0,0.0,0.0
848a235ffffffff,2.0,0.0,0.0
848a23bffffffff,4.0,1.0,0.0
848a249ffffffff,2.0,2.0,0.0
848a25bffffffff,2.0,0.0,0.0
848a2cdffffffff,2.0,0.0,0.0
848a2edffffffff,5.0,1.0,0.0
848a313ffffffff,2.0,0.0,0.0
848a317ffffffff,8.0,0.0,0.0
848a33bffffffff,4.0,0.0,0.0
848a35dffffffff,1.0,1.0,0.0
848a451ffffffff,67.0,0.0,0.0
848a459ffffffff,59.0,1.0,0.0
848a45bffffffff,167.0,0.0,0.0
848a45dffffffff,257.0,0.0,0.0
848a68bffffffff,17.0,0.0,0.0
848a699ffffffff,82.0,0.0,0.0
848a69dffffffff,1.0,0.0,0.0
848a6d1ffffffff,6.0,0.0,0.0
848a6d3ffffffff,270.0,0.0,0.0
848a6d7ffffffff,114.0,0.0,0.0
848a6d9ffffffff,142.0,0.0,0.0
848a6dbffffffff,59.0,0.0,0.0
848a703ffffffff,12.0,0.0,0.0
848a707ffffffff,6.0,0.0,0.0
848a73dffffffff,13.0,0.0,0.0
848a755ffffffff,3.0,0.0,0.0
848a809ffffffff,2.0,0.0,0.0
848a8c1ffffffff,5.0,0.0,0.0
848a8cbffffffff,11.0,9.0,0.0
848a8cdffffffff,29.0,0.0,0.0
848a901ffffffff,1.0,0.0,0.0
848a90bffffffff,2.0,0.0,0.0
848a9e1ffffffff,1.0,0.0,0.0
848aa93ffffffff,5.0,3.0,0.0
848aa97ffffffff,2.0,0.0,0.0
848aa9dffffffff,10.0,0.0,0.0
848aaa3ffffffff,5.0,0.0,0.0
848aab1ffffffff,7.0,0.0,0.0
848aab5ffffffff,12.0,0.0,0.0
848aab9ffffffff,6.0,0.0,0.0
848aabdffffffff,5.0,0.0,0.0
848aadbffffffff,2.0,0.0,0.0
848ad13ffffffff,32.0,3.0,0.0
848ada1ffffffff,2.0,2.0,0.0
848ada3ffffffff,25.0,4.0,0.0
848ada9ffffffff,19.0,4.0,0.0
848adb1ffffffff,2.0,0.0,0.0
848adbbffffffff,22.0,2.0,0.0
848adc5ffffffff,24.0,4.0,0.0
848adcdffffffff,5.0,0.0,0.0
848ae53ffffffff,1.0,0.0,0.0
848ae5bffffffff,7.0,0.0,0.0
848af09ffffffff,2.0,0.0,0.0
848af2bffffffff,2.0,0.0,0.0
848af41ffffffff,4.0,0.0,0.0
848af45ffffffff,111.0,28.0,0.0
848af49ffffffff,1.0,0.0,0.0
848af61ffffffff,4.0,0.0,0.0
848af63ffffffff,1.0,0.0,0.0
848af69ffffffff,94.0,4.0,0.0
848af6dffffffff,2.0,0.0,0.0
848b001ffffffff,2.0,0.0,0.0
848b009ffffffff,2.0,0.0,0.0
848b01bffffffff,4.0,0.0,0.0
848b043ffffffff,1.0,0.0,0.0
848b045ffffffff,11.0,0.0,0.0
848b05dffffffff,9.0,0.0,0.0
848b069ffffffff,2.0,0.0,0.0
848b06dffffffff,3.0,0.0,0.0
848b085ffffffff,8.0,0.0,0.0
848b089ffffffff,2.0,0.0,0.0
848b08bffffffff,3.0,0.0,0.0
848b093ffffffff,2.0,0.0,0.0
848b0b5ffffffff,2.0,0.0,0.0
848b0bdffffffff,3.0,0.0,0.0
848b0c1ffffffff,9.0,0.0,0.0
848b0c3ffffffff,17.0,0.0,0.0
848b0c5ffffffff,1.0,0.0,0.0
848b0c7ffffffff,9.0,0.0,0.0
848b0c9ffffffff,49.0,0.0,0.0
848b0cbffffffff,3.0,0.0,0.0
848b0cdffffffff,17.0,0.0,0.0
848b0d3ffffffff,9.0,0.0,0.0
848b0d5ffffffff,13.0,0.0,0.0
848b0d9ffffffff,9.0,0.0,0.0
848b0dbffffffff,16.0,0.0,0.0
848b105ffffffff,4.0,0.0,0.0
848b11bffffffff,8.0,0.0,0.0
848b11dffffffff,2.0,0.0,0.0
848b129ffffffff,2.0,0.0,0.0
848b1a5ffffffff,1.0,0.0,0.0
848b1c5ffffffff,2.0,0.0,0.0
848b1e1ffffffff,10.0,2.0,0.0
848b1edffffffff,8.0,0.0,0.0
848b205ffffffff,8.0,0.0,0.0
848b211ffffffff,5.0,0.0,0.0
848b213ffffffff,2.0,0.0,0.0
848b217ffffffff,1.0,0.0,0.0
848b221ffffffff,21.0,0.0,0.0
848b223ffffffff,66.0,0.0,0.0
848b225ffffffff,2.0,0.0,0.0
848b227ffffffff,2.0,0.0,0.0
848b229ffffffff,8.0,0.0,0.0
848b22bffffffff,2.0,0.0,0.0
848b22dffffffff,160.0,0.0,0.0
848b23bffffffff,3.0,0.0,0.0
848b23dffffffff,14.0,0.0,0.0
848b261ffffffff,10.0,0.0,0.0
848b267ffffffff,4.0,0.0,0.0
848b269ffffffff,27.0,0.0,0.0
848b2a5ffffffff,25.0,0.0,0.0
848b2a7ffffffff,90.0,0.0,0.0
848b2b3ffffffff,1.0,0.0,0.0
848b2b5ffffffff,3.0,0.0,0.0
848b2dbffffffff,1.0,0.0,0.0
848b2e9ffffffff,6.0,0.0,0.0
848b2ebffffffff,3.0,0.0,0.0
848b2edffffffff,1.0,0.0,0.0
848b315ffffffff,34.0,0.0,0.0
848b319ffffffff,4.0,0.0,0.0
848b31bffffffff,2.0,0.0,0.0
848b345ffffffff,6.0,0.0,0.0
848b363ffffffff,10.0,0.0,0.0
848b401ffffffff,60.0,0.0,0.0
848b40bffffffff,2.0,0.0,0.0
848b40dffffffff,49.0,0.0,0.0
848b429ffffffff,30.0,0.0,0.0
848b445ffffffff,37.0,0.0,0.0
848b449ffffffff,9.0,0.0,0.0
848b44bffffffff,48.0,0.0,0.0
848b44dffffffff,102.0,0.0,0.0
848b459ffffffff,9.0,0.0,0.0
848b461ffffffff,7.0,0.0,0.0
848b469ffffffff,7.0,0.0,0.0
848b46bffffffff,7.0,0.0,0.0
848b481ffffffff,1.0,1.0,0.0
848b483ffffffff,1.0,0.0,0.0
848b493ffffffff,2.0,0.0,0.0
848b4e5ffffffff,16.0,0.0,0.0
848b4e9ffffffff,7.0,0.0,0.0
848b511ffffffff,2.0,0.0,0.0
848b513ffffffff,33.0,3.0,0.0
848b51dffffffff,2.0,0.0,0.0
848b525ffffffff,2.0,0.0,0.0
848b529ffffffff,15.0,0.0,0.0
848b52dffffffff,6.0,0.0,0.0
848b561ffffffff,1.0,0.0,0.0
848b563ffffffff,44.0,0.0,0.0
848b567ffffffff,11.0,0.0,0.0
848b56bffffffff,5.0,0.0,0.0
848b5c3ffffffff,4.0,0.0,0.0
848b5cdffffffff,89.0,9.0,0.0
848b5d1ffffffff,8.0,0.0,0.0
848b617ffffffff,147.0,2.0,0.0
848b623ffffffff,8.0,0.0,0.0
848b627ffffffff,18.0,0.0,0.0
848b62bffffffff,7.0,0.0,0.0
848b631ffffffff,6.0,0.0,0.0
848b635ffffffff,6.0,0.0,0.0
848b637ffffffff,107.0,0.0,0.0
848b63bffffffff,51.0,0.0,0.0
848b63dffffffff,4.0,0.0,0.0
848b691ffffffff,7.0,0.0,0.0
848b693ffffffff,15.0,0.0,0.0
848b699ffffffff,2.0,0.0,0.0
848b69bffffffff,2.0,0.0,0.0
848b6c1ffffffff,20.0,0.0,0.0
848b6c3ffffffff,3.0,0.0,0.0
848b6c5ffffffff,9.0,0.0,0.0
848b6cbffffffff,27.0,0.0,0.0
848b6cdffffffff,88.0,0.0,0.0
848b6e5ffffffff,2.0,0.0,0.0
848b6e7ffffffff,29.0,0.0,0.0
848b6edffffffff,15.0,0.0,0.0
848b713ffffffff,475.0,0.0,0.0
848b717ffffffff,17.0,0.0,0.0
848b71bffffffff,6.0,0.0,0.0
848b729ffffffff,3.0,0.0,0.0
848b74bffffffff,12.0,0.0,0.0
848b751ffffffff,2.0,0.0,0.0
848b761ffffffff,2.0,0.0,0.0
848b82bffffffff,2.0,0.0,0.0
848b835ffffffff,1.0,1.0,0.0
848b849ffffffff,56.0,2.0,0.0
848b881ffffffff,15.0,0.0,0.0
848b93dffffffff,2.0,0.0,0.0
848b999ffffffff,7.0,0.0,0.0
848b9c3ffffffff,1.0,0.0,0.0
848b9d1ffffffff,16.0,0.0,0.0
848b9d3ffffffff,4.0,0.0,0.0
848b9d5ffffffff,34.0,0.0,0.0
848ba09ffffffff,4.0,0.0,0.0
848ba0dffffffff,9.0,0.0,0.0
848ba25ffffffff,5.0,0.0,0.0
848ba47ffffffff,1.0,0.0,0.0
848ba5dffffffff,4.0,0.0,0.0
848ba63ffffffff,19.0,0.0,0.0
848ba65ffffffff,97.0,2.0,0.0
848ba6dffffffff,27.0,0.0,0.0
848bacbffffffff,1.0,1.0,0.0
848bb43ffffffff,3.0,2.0,0.0
848bb53ffffffff,14.0,0.0,0.0
848bb59ffffffff,415.0,19.0,0.0
848e641ffffffff,2.0,0.0,0.0
848e643ffffffff,13.0,0.0,0.0
848e649ffffffff,2.0,0.0,0.0
848e64bffffffff,83.0,0.0,0.0
848e651ffffffff,26.0,0.0,0.0
848e659ffffffff,4.0,0.0,0.0
848e65bffffffff,4.0,0.0,0.0
848e65dffffffff,4.0,0.0,0.0
848e6c9ffffffff,1.0,0.0,0.0
848f401ffffffff,196.0,0.0,0.0
848f407ffffffff,43.0,0.0,0.0
848f409ffffffff,4.0,0.0,0.0
848f40bffffffff,2.0,0.0,0.0
848f40dffffffff,5.0,0.0,0.0
848f411ffffffff,1.0,0.0,0.0
848f423ffffffff,2.0,0.0,0.0
848f429ffffffff,4.0,0.0,0.0
848f42bffffffff,1.0,0.0,0.0
848f439ffffffff,30.0,0.0,0.0
848f43dffffffff,2.0,0.0,0.0
848f447ffffffff,2.0,0.0,0.0
848f44bffffffff,9.0,0.0,0.0
848f455ffffffff,7.0,0.0,0.0
848f461ffffffff,88.0,0.0,0.0
848f463ffffffff,60.0,0.0,0.0
848f465ffffffff,11.0,0.0,0.0
848f467ffffffff,3.0,0.0,0.0
848f485ffffffff,13.0,0.0,0.0
848f489ffffffff,38.0,0.0,0.0
848f48dffffffff,15.0,0.0,0.0
848f495ffffffff,2.0,0.0,0.0
848f4a1ffffffff,4.0,0.0,0.0
848f4a5ffffffff,3.0,0.0,0.0
848f4a7ffffffff,2.0,0.0,0.0
848f4abffffffff,4.0,0.0,0.0
848f4adffffffff,12.0,0.0,0.0
848f4b3ffffffff,25.0,0.0,0.0
848f4b5ffffffff,4.0,0.0,0.0
848f4c5ffffffff,2.0,0.0,0.0
848f4c7ffffffff,28.0,0.0,0.0
848f4e3ffffffff,2.0,0.0,0.0
848f4e7ffffffff,1.0,0.0,0.0
848f54bffffffff,2.0,0.0,0.0
848f559ffffffff,3.0,0.0,0.0
848f55dffffffff,4.0,0.0,0.0
848f5d3ffffffff,3.0,0.0,0.0
848f5d7ffffffff,4.0,0.0,0.0
848f5d9ffffffff,3.0,0.0,0.0
848f611ffffffff,10.0,0.0,0.0
848f613ffffffff,46.0,0.0,0.0
848f617ffffffff,1.0,0.0,0.0
848f61bffffffff,137.0,0.0,0.0
848f657ffffffff,3.0,0.0,0.0
848f6c9ffffffff,10.0,0.0,0.0
848f6cdffffffff,4.0,0.0,0.0
848f6e9ffffffff,21.0,0.0,0.0
848f6edffffffff,8.0,0.0,0.0
848f719ffffffff,1.0,0.0,0.0
848f733ffffffff,9.0,0.0,0.0
848f737ffffffff,8.0,0.0,0.0
84a8011ffffffff,2.0,0.0,0.0
84a8013ffffffff,4.0,3.0,0.0
84a8019ffffffff,2.0,2.0,0.0
84a801bffffffff,19.0,6.0,0.0
84a8025ffffffff,7.0,2.0,0.0
84a802dffffffff,9.0,2.0,0.0
84a8033ffffffff,3.0,0.0,0.0
84a8035ffffffff,5.0,3.0,0.0
84a803dffffffff,7.0,6.0,0.0
84a8067ffffffff,1.0,0.0,0.0
84a808dffffffff,12.0,1.0,0.0
84a8095ffffffff,7.0,0.0,0.0
84a8097ffffffff,4.0,0.0,0.0
84a80a5ffffffff,3.0,0.0,0.0
84a80b1ffffffff,7.0,0.0,0.0
84a80bbffffffff,5.0,0.0,0.0
84a80c3ffffffff,19.0,8.0,0.0
84a80c9ffffffff,3.0,3.0,0.0
84a80cdffffffff,2.0,2.0,0.0
84a80d3ffffffff,1.0,1.0,0.0
84a80d5ffffffff,2.0,2.0,0.0
84a80d9ffffffff,5.0,4.0,0.0
84a80ddffffffff,2.0,2.0,0.0
84a80e1ffffffff,4.0,2.0,0.0
84a80e3ffffffff,13.0,4.0,0.0
84a80edffffffff,1.0,1.0,0.0
84a8103ffffffff,40.0,4.0,0.0
84a8105ffffffff,3.0,2.0,0.0
84a8107ffffffff,54.0,26.0,0.0
84a8109ffffffff,4.0,4.0,0.0
84a8113ffffffff,54.0,21.0,0.0
84a8115ffffffff,152.0,74.0,0.0
84a8117ffffffff,44.0,12.0,0.0
84a8119ffffffff,27.0,10.0,0.0
84a811bffffffff,8.0,2.0,0.0
84a811dffffffff,11.0,3.0,0.0
84a8125ffffffff,1.0,0.0,0.0
84a8127ffffffff,1.0,0.0,0.0
84a8131ffffffff,8.0,6.0,0.0
84a8133ffffffff,3.0,3.0,0.0
84a8139ffffffff,142.0,127.0,0.0
84a813bffffffff,117.0,85.0,0.0
84a8143ffffffff,21.0,11.0,0.0
84a8157ffffffff,2.0,0.0,0.0
84a8167ffffffff,2.0,0.0,0.0
84a8181ffffffff,26.0,22.0,0.0
84a8183ffffffff,5.0,5.0,0.0
84a8185ffffffff,131.0,83.0,0.0
84a8187ffffffff,104.0,54.0,0.0
84a8189ffffffff,9.0,9.0,0.0
84a818bffffffff,6.0,3.0,0.0
84a818dffffffff,168.0,159.0,0.0
84a8191ffffffff,5.0,0.0,0.0
84a8193ffffffff,8.0,0.0,0.0
84a8195ffffffff,142.0,44.0,0.0
84a8197ffffffff,13.0,6.0,0.0
84a8199ffffffff,11.0,2.0,0.0
84a81a1ffffffff,22.0,8.0,0.0
84a81a5ffffffff,5.0,4.0,0.0
84a81a7ffffffff,3.0,0.0,0.0
84a81a9ffffffff,21.0,9.0,0.0
84a81abffffffff,57.0,29.0,0.0
84a81adffffffff,8.0,4.0,0.0
84a81b1ffffffff,30.0,8.0,0.0
84a81b3ffffffff,15.0,11.0,0.0
84a81b7ffffffff,6.0,2.0,0.0
84a81b9ffffffff,3.0,0.0,0.0
84a81bbffffffff,95.0,43.0,0.0
84a81bdffffffff,28.0,11.0,0.0
84a81c1ffffffff,2.0,0.0,0.0
84a81c3ffffffff,43.0,20.0,0.0
84a81c5ffffffff,2.0,0.0,0.0
84a81c7ffffffff,71.0,33.0,0.0
84a81c9ffffffff,2.0,2.0,0.0
84a81cbffffffff,4.0,0.0,0.0
84a81cdffffffff,166.0,18.0,0.0
84a81d1ffffffff,5.0,1.0,0.0
84a81d9ffffffff,52.0,35.0,0.0
84a81ddffffffff,1.0,1.0,0.0
84a81e1ffffffff,208.0,26.0,0.0
84a81e3ffffffff,79.0,66.0,0.0
84a81e5ffffffff,1.0,0.0,0.0
84a81e7ffffffff,46.0,4.0,0.0
84a81e9ffffffff,387.0,54.0,0.0
84a81ebffffffff,45.0,22.0,0.0
