cell_id,Leistes loyca,Leistes loyca obscurus,Leistes loyca [loyca Group]
84cf12bffffffff,112.0,0.0,0.0
84cf135ffffffff,26.0,0.0,0.0
84cf13dffffffff,27.0,0.0,0.0
84cf161ffffffff,2.0,0.0,0.0
84cf163ffffffff,17.0,0.0,0.0
84cf165ffffffff,133.0,0.0,0.0
84cf167ffffffff,37.0,0.0,0.0
84cf169ffffffff,3.0,0.0,0.0
84cf16bffffffff,1.0,0.0,0.0
84cf16dffffffff,42.0,0.0,0.0
84cf813ffffffff,11.0,0.0,0.0
84cf829ffffffff,5.0,0.0,0.0
84cf831ffffffff,2.0,0.0,0.0
84cf833ffffffff,2.0,0.0,0.0
84cf851ffffffff,4.0,0.0,0.0
84cf853ffffffff,77.0,0.0,0.0
84cf855ffffffff,2.0,0.0,0.0
84cf859ffffffff,1.0,0.0,0.0
84cf85bffffffff,3.0,0.0,0.0
84cf865ffffffff,2.0,0.0,0.0
84cf881ffffffff,24.0,0.0,0.0
84cf885ffffffff,14.0,0.0,0.0
84cf887ffffffff,80.0,0.0,0.0
84cf889ffffffff,5.0,0.0,0.0
84cf88dffffffff,94.0,0.0,0.0
84cf891ffffffff,2.0,0.0,0.0
84cf8a3ffffffff,81.0,0.0,0.0
84cf8b1ffffffff,1.0,0.0,0.0
84cf8b5ffffffff,16.0,0.0,0.0
84cf8b9ffffffff,19.0,0.0,0.0
84cf8bdffffffff,68.0,0.0,0.0
84cf8c1ffffffff,54.0,0.0,0.0
84cf8c3ffffffff,36.0,0.0,0.0
84cf8c5ffffffff,297.0,0.0,0.0
84cf8c7ffffffff,24.0,0.0,0.0
84cf8c9ffffffff,6.0,0.0,0.0
84cf8cbffffffff,2.0,0.0,0.0
84cf8d5ffffffff,4.0,0.0,0.0
84cf8ddffffffff,4.0,0.0,0.0
84cf8e1ffffffff,4.0,0.0,0.0
84cf8e3ffffffff,2.0,0.0,0.0
84cf8e9ffffffff,119.0,0.0,0.0
84cf8ebffffffff,9.0,0.0,0.0
84cf8edffffffff,51.0,0.0,0.0
84cf901ffffffff,9.0,0.0,0.0
84cf909ffffffff,11.0,0.0,0.0
84cf913ffffffff,49.0,0.0,0.0
84cf943ffffffff,245.0,0.0,0.0
84cf955ffffffff,6.0,0.0,0.0
84cf959ffffffff,2.0,0.0,0.0
84cf95dffffffff,4.0,0.0,0.0
84cf989ffffffff,5.0,0.0,0.0
84cf98bffffffff,44.0,0.0,0.0
84cf98dffffffff,10.0,0.0,0.0
84cf9adffffffff,3.0,0.0,0.0
84cf9c7ffffffff,2.0,0.0,0.0
84cf9cbffffffff,6.0,0.0,0.0
84cf9e1ffffffff,43.0,0.0,0.0
84cf9e9ffffffff,11.0,0.0,0.0
84cf9ebffffffff,26.0,0.0,0.0
84cfa01ffffffff,12.0,0.0,0.0
84cfa05ffffffff,19.0,0.0,0.0
84cfa07ffffffff,5.0,0.0,0.0
84cfa09ffffffff,41.0,0.0,0.0
84cfa0dffffffff,36.0,0.0,0.0
84cfa13ffffffff,2.0,0.0,0.0
84cfa17ffffffff,7.0,0.0,0.0
84cfa21ffffffff,240.0,0.0,0.0
84cfa23ffffffff,18.0,0.0,0.0
84cfa27ffffffff,57.0,0.0,0.0
84cfa2bffffffff,61.0,0.0,0.0
84cfa35ffffffff,7.0,0.0,0.0
84cfa41ffffffff,43.0,0.0,0.0
84cfa43ffffffff,26.0,0.0,0.0
84cfa45ffffffff,613.0,0.0,0.0
84cfa47ffffffff,3143.0,0.0,0.0
84cfa49ffffffff,346.0,0.0,0.0
84cfa4bffffffff,29.0,0.0,0.0
84cfa4dffffffff,26.0,0.0,0.0
84cfa55ffffffff,4.0,0.0,0.0
84cfa57ffffffff,2.0,0.0,0.0
84cfa59ffffffff,10.0,0.0,0.0
84cfa5dffffffff,13.0,0.0,0.0
84cfa81ffffffff,3.0,0.0,0.0
84cfa85ffffffff,3.0,0.0,0.0
84cfa89ffffffff,165.0,0.0,0.0
84cfa8dffffffff,3.0,0.0,0.0
84cfaa1ffffffff,3.0,0.0,0.0
84cfaa3ffffffff,5.0,0.0,0.0
84cfaa7ffffffff,3.0,0.0,0.0
84cfaadffffffff,20.0,0.0,0.0
84cfac1ffffffff,2.0,0.0,0.0
84cfac5ffffffff,16.0,0.0,0.0
84cfac7ffffffff,8.0,0.0,0.0
84cfac9ffffffff,123.0,0.0,0.0
84cfacdffffffff,528.0,0.0,0.0
84cfae1ffffffff,9.0,0.0,0.0
84cfae3ffffffff,1.0,0.0,0.0
84cfae7ffffffff,4.0,0.0,0.0
84cfaebffffffff,5.0,0.0,0.0
84cfb11ffffffff,3.0,0.0,0.0
84cfb13ffffffff,68.0,0.0,0.0
84de629ffffffff,7.0,0.0,0.0
84de62dffffffff,198.0,0.0,0.0
84de661ffffffff,7.0,0.0,0.0
84de665ffffffff,49.0,0.0,0.0
84de667ffffffff,4.0,0.0,0.0
84de701ffffffff,28.0,0.0,0.0
84de703ffffffff,6.0,0.0,0.0
84de707ffffffff,287.0,0.0,0.0
84de709ffffffff,10.0,0.0,0.0
84de70bffffffff,7.0,0.0,0.0
84de719ffffffff,39.0,0.0,0.0
84de71dffffffff,7.0,0.0,0.0
84de743ffffffff,5.0,0.0,0.0
84de74bffffffff,1.0,0.0,0.0
84de753ffffffff,61.0,0.0,0.0
84df401ffffffff,1.0,0.0,0.0
84df409ffffffff,7.0,0.0,0.0
84df419ffffffff,253.0,0.0,0.0
84df41bffffffff,107.0,0.0,0.0
84df41dffffffff,242.0,0.0,0.0
84df451ffffffff,262.0,0.0,0.0
84df453ffffffff,3.0,0.0,0.0
84df455ffffffff,29.0,0.0,0.0
84df457ffffffff,13.0,0.0,0.0
84df459ffffffff,27.0,0.0,0.0
84df4c9ffffffff,6.0,0.0,0.0
84df4d9ffffffff,64.0,0.0,0.0
84df681ffffffff,15.0,0.0,0.0
84df683ffffffff,313.0,0.0,0.0
84df685ffffffff,6.0,0.0,0.0
84df687ffffffff,273.0,0.0,0.0
84df689ffffffff,72.0,0.0,0.0
84df68bffffffff,394.0,0.0,0.0
84df691ffffffff,127.0,0.0,0.0
84df693ffffffff,50.0,0.0,0.0
84df695ffffffff,23.0,0.0,0.0
84df697ffffffff,76.0,0.0,0.0
84df699ffffffff,566.0,0.0,0.0
84df69bffffffff,21.0,0.0,0.0
84df69dffffffff,395.0,0.0,0.0
84df6a1ffffffff,3.0,0.0,0.0
84df6a3ffffffff,40.0,0.0,0.0
84df6a5ffffffff,17.0,0.0,0.0
84df6a7ffffffff,370.0,0.0,0.0
84df6a9ffffffff,9.0,0.0,0.0
84df6abffffffff,6.0,0.0,0.0
84df6adffffffff,19.0,0.0,0.0
84df6b1ffffffff,20.0,0.0,0.0
84df6b3ffffffff,22.0,0.0,0.0
84df6b5ffffffff,59.0,0.0,0.0
84df6b7ffffffff,39.0,0.0,0.0
84df6b9ffffffff,1.0,0.0,0.0
84df6bbffffffff,77.0,0.0,0.0
84df6bdffffffff,14.0,0.0,0.0
84df6d3ffffffff,2.0,0.0,0.0
84df6d5ffffffff,2.0,0.0,0.0
84df6d7ffffffff,230.0,0.0,0.0
84df6e7ffffffff,1.0,0.0,0.0
