cell_id,Campylorhynchus brunneicapillus,Campylorhynchus brunneicapillus [brunneicapillus Group],Campylorhynchus brunneicapillus [affinis Group]
84498c5ffffffff,6.0,0.0,0.0
84498c7ffffffff,4.0,0.0,0.0
84498c9ffffffff,2.0,0.0,0.0
84498cdffffffff,7.0,0.0,0.0
84498e1ffffffff,11.0,0.0,0.0
84498e3ffffffff,106.0,0.0,0.0
84498e5ffffffff,2.0,0.0,0.0
84498e7ffffffff,2.0,0.0,0.0
84498e9ffffffff,2.0,0.0,0.0
84498ebffffffff,93.0,0.0,0.0
8449919ffffffff,19.0,0.0,0.0
844991bffffffff,4.0,0.0,0.0
8449951ffffffff,61.0,0.0,0.0
8449953ffffffff,152.0,0.0,0.0
8449957ffffffff,59.0,0.0,0.0
844995bffffffff,349.0,0.0,0.0
8449981ffffffff,4.0,0.0,0.0
8449993ffffffff,1.0,0.0,0.0
844999dffffffff,2.0,0.0,0.0
84499bbffffffff,1.0,0.0,0.0
84499c9ffffffff,13.0,0.0,0.0
84499cbffffffff,3.0,0.0,0.0
84499d1ffffffff,13.0,0.0,0.0
84499d9ffffffff,6.0,0.0,0.0
84499dbffffffff,23.0,0.0,0.0
84499ddffffffff,2.0,0.0,0.0
8449a85ffffffff,1.0,0.0,0.0
8449aa3ffffffff,2.0,0.0,0.0
8449aa7ffffffff,2.0,0.0,0.0
