cell_id,Tityra cayana,Tityra cayana braziliensis,Tityra cayana cayana
84a9195ffffffff,9.0,0.0,0.0
84a919dffffffff,2.0,0.0,0.0
84a91b1ffffffff,10.0,0.0,0.0
84a91b5ffffffff,2.0,0.0,0.0
84a91b7ffffffff,5.0,0.0,0.0
84a91bbffffffff,2.0,0.0,0.0
84a91d7ffffffff,4.0,0.0,0.0
84a91d9ffffffff,18.0,0.0,0.0
84a9413ffffffff,26.0,0.0,0.0
84a9419ffffffff,1.0,0.0,0.0
84a941bffffffff,6.0,0.0,0.0
84a9425ffffffff,28.0,0.0,0.0
84a9427ffffffff,2.0,0.0,0.0
84a9429ffffffff,6.0,0.0,0.0
84a942dffffffff,1.0,0.0,0.0
84a9433ffffffff,2.0,0.0,0.0
84a943dffffffff,119.0,0.0,0.0
84a9463ffffffff,1.0,0.0,0.0
84a9465ffffffff,19.0,0.0,0.0
84a9467ffffffff,3.0,0.0,0.0
84a946bffffffff,39.0,0.0,0.0
84a94c5ffffffff,2.0,0.0,0.0
84a94c7ffffffff,14.0,0.0,0.0
84a9501ffffffff,39.0,0.0,0.0
84a9507ffffffff,73.0,0.0,0.0
84a9509ffffffff,48.0,0.0,0.0
84a950bffffffff,65.0,0.0,0.0
84a950dffffffff,26.0,0.0,0.0
84a9515ffffffff,12.0,0.0,0.0
84a9517ffffffff,2.0,0.0,0.0
84a951dffffffff,11.0,0.0,0.0
84a9521ffffffff,1.0,0.0,0.0
84a9525ffffffff,4.0,0.0,0.0
84a9527ffffffff,38.0,0.0,0.0
84a9531ffffffff,100.0,0.0,0.0
84a9533ffffffff,29.0,0.0,0.0
84a9539ffffffff,1.0,0.0,0.0
84a953bffffffff,141.0,0.0,0.0
84a9551ffffffff,18.0,0.0,0.0
84a9553ffffffff,2.0,0.0,0.0
84a9555ffffffff,7.0,0.0,0.0
84a9557ffffffff,3.0,0.0,0.0
84a9559ffffffff,17.0,0.0,0.0
84a955bffffffff,2.0,0.0,0.0
84a95a5ffffffff,1.0,0.0,0.0
84a95abffffffff,28.0,0.0,0.0
84a95adffffffff,1.0,0.0,0.0
84a95bbffffffff,3.0,0.0,0.0
84a95c3ffffffff,2.0,0.0,0.0
84a95c5ffffffff,8.0,0.0,0.0
84a95c9ffffffff,28.0,0.0,0.0
84a95edffffffff,64.0,0.0,0.0
84a9685ffffffff,19.0,0.0,0.0
84a96abffffffff,5.0,0.0,0.0
84a96b9ffffffff,4.0,0.0,0.0
84a9717ffffffff,2.0,0.0,0.0
84a9733ffffffff,12.0,0.0,0.0
84a9761ffffffff,7.0,0.0,0.0
84a9765ffffffff,3.0,0.0,0.0
