cell_id,Picus canus,Picus canus canus/jessoensis,Picus canus [guerini Group],Picus canus dedemi
846591dffffffff,13.0,0.0,0.0,0.0
8465959ffffffff,12.0,0.0,0.0,0.0
8465969ffffffff,3.0,0.0,0.0,0.0
8465991ffffffff,2.0,0.0,0.0,0.0
8465993ffffffff,30.0,0.0,7.0,0.0
846599dffffffff,1.0,0.0,0.0,0.0
84659e9ffffffff,2.0,0.0,0.0,0.0
8465b01ffffffff,50.0,0.0,14.0,0.0
8465b09ffffffff,7.0,0.0,3.0,0.0
8465b21ffffffff,13.0,0.0,9.0,0.0
8465b23ffffffff,2.0,0.0,0.0,0.0
8465b2bffffffff,2.0,0.0,0.0,0.0
8465b31ffffffff,5.0,0.0,0.0,0.0
8465b33ffffffff,2.0,0.0,0.0,0.0
8465b39ffffffff,10.0,0.0,0.0,0.0
8465b3dffffffff,9.0,0.0,0.0,0.0
8465b61ffffffff,16.0,0.0,6.0,0.0
8465b65ffffffff,8.0,0.0,2.0,0.0
8465b67ffffffff,8.0,0.0,5.0,0.0
8465b6bffffffff,4.0,0.0,0.0,0.0
