cell_id,Saxicola torquatus,Saxicola torquatus [torquatus Group],Saxicola torquatus albofasciatus,Saxicola torquatus sibilla
84bce51ffffffff,8.0,2.0,0.0,0.0
84bce5bffffffff,3.0,3.0,0.0,0.0
84bce61ffffffff,59.0,13.0,0.0,0.0
84bce63ffffffff,45.0,18.0,0.0,0.0
84bce65ffffffff,41.0,13.0,0.0,0.0
84bce67ffffffff,80.0,36.0,0.0,0.0
84bce69ffffffff,4.0,2.0,0.0,0.0
84bce6bffffffff,8.0,4.0,0.0,0.0
84bce6dffffffff,8.0,0.0,0.0,0.0
84bce83ffffffff,15.0,0.0,0.0,0.0
84bce85ffffffff,2.0,0.0,0.0,0.0
84bce89ffffffff,2.0,0.0,0.0,0.0
84bce8dffffffff,2.0,0.0,0.0,0.0
84bce95ffffffff,14.0,6.0,0.0,0.0
84bcebbffffffff,1.0,0.0,0.0,0.0
84bcf05ffffffff,5.0,0.0,0.0,0.0
84bcf09ffffffff,18.0,4.0,0.0,0.0
84bcf0dffffffff,10.0,4.0,0.0,0.0
84bcf11ffffffff,1.0,0.0,0.0,0.0
84bcf13ffffffff,9.0,6.0,0.0,0.0
84bcf17ffffffff,12.0,6.0,0.0,0.0
84bcf1bffffffff,14.0,14.0,0.0,0.0
84bcf1dffffffff,1.0,0.0,0.0,0.0
84bcf21ffffffff,9.0,0.0,0.0,0.0
84bcf23ffffffff,2.0,2.0,0.0,0.0
84bcf25ffffffff,18.0,4.0,0.0,0.0
84bcf29ffffffff,238.0,74.0,0.0,0.0
84bcf2bffffffff,3.0,3.0,0.0,0.0
84bcf2dffffffff,3.0,1.0,0.0,0.0
84bcf31ffffffff,1.0,1.0,0.0,0.0
84bcf33ffffffff,306.0,120.0,0.0,0.0
84bcf35ffffffff,4.0,4.0,0.0,0.0
84bcf37ffffffff,5.0,0.0,0.0,0.0
84bcf39ffffffff,2.0,0.0,0.0,0.0
84bcf3bffffffff,38.0,16.0,0.0,0.0
84bcf3dffffffff,15.0,10.0,0.0,0.0
84bcf43ffffffff,12.0,4.0,0.0,0.0
84bcf47ffffffff,12.0,6.0,0.0,0.0
84bcf51ffffffff,2.0,0.0,0.0,0.0
84bcf53ffffffff,69.0,39.0,0.0,0.0
84bcf59ffffffff,8.0,5.0,0.0,0.0
84bcf5bffffffff,453.0,273.0,0.0,0.0
84bcf5dffffffff,12.0,4.0,0.0,0.0
84bcf61ffffffff,62.0,16.0,0.0,0.0
84bcf63ffffffff,74.0,22.0,0.0,0.0
84bcf67ffffffff,20.0,6.0,0.0,0.0
84bcf6bffffffff,4.0,0.0,0.0,0.0
